FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.000558,0.71781,-0.099338,-0.16386,0.46792,-0.011172,-0.1965,0.25066,0.043035,0.14102,0.46346,-0.010247,0.18058,0.24368,0.03043,-0.24015,0.050339,0.011813,0.21917,0.022187,-0.009901,-0.069278,-0.004268,-0.034679,0.065962,-0.003475,-0.033086,-0.090286,-0.33061,-0.026557,0.093299,-0.33931,-0.026007,-0.050808,-0.64231,0.010718,0.10871,-0.63666,0.007292
1,0.000608,0.71781,-0.099366,-0.16381,0.46794,-0.011296,-0.19642,0.25065,0.042845,0.14112,0.46347,-0.010383,0.1805,0.24366,0.030338,-0.23958,0.051119,0.011897,0.21925,0.022197,-0.010004,-0.069268,-0.004267,-0.034663,0.065962,-0.003491,-0.033458,-0.090273,-0.3312,-0.026778,0.093349,-0.3392,-0.026041,-0.05079,-0.64229,0.010711,0.10892,-0.63711,0.007289
2,0.000742,0.71778,-0.099424,-0.1638,0.4679,-0.0113,-0.19646,0.25066,0.04298,0.14106,0.46333,-0.010842,0.181,0.2437,0.030141,-0.23931,0.050667,0.012459,0.21959,0.022208,-0.010185,-0.069194,-0.004397,-0.034485,0.066136,-0.003527,-0.033686,-0.090233,-0.32961,-0.027295,0.093296,-0.33844,-0.026547,-0.052098,-0.64052,0.010268,0.10913,-0.63642,0.007163
3,0.000735,0.71779,-0.09942,-0.164,0.468,-0.010973,-0.19631,0.25083,0.043674,0.14103,0.46336,-0.010911,0.1811,0.24371,0.029902,-0.23923,0.050547,0.012647,0.21975,0.022224,-0.01041,-0.069246,-0.004404,-0.034409,0.06604,-0.003545,-0.033838,-0.090243,-0.33041,-0.026945,0.093307,-0.33843,-0.026548,-0.051551,-0.64219,0.010068,0.10878,-0.63694,0.006974
4,0.000738,0.71781,-0.099439,-0.16397,0.46809,-0.010917,-0.19628,0.25091,0.043704,0.14093,0.46331,-0.011169,0.18114,0.24369,0.029622,-0.23914,0.05186,0.014832,0.21986,0.022232,-0.01082,-0.069279,-0.004417,-0.034426,0.066022,-0.003553,-0.033858,-0.090298,-0.33088,-0.02711,0.093317,-0.3384,-0.026551,-0.051545,-0.64155,0.009835,0.10896,-0.63644,0.007119
5,0.000732,0.71779,-0.099492,-0.16391,0.46801,-0.010844,-0.19597,0.25106,0.044565,0.14076,0.46352,-0.011138,0.18109,0.24389,0.029562,-0.23931,0.051875,0.015201,0.21983,0.022448,-0.010944,-0.069289,-0.004462,-0.034344,0.06601,-0.003558,-0.033868,-0.090378,-0.33107,-0.026943,0.093233,-0.33814,-0.02657,-0.051434,-0.64163,0.009766,0.10912,-0.63617,0.007225
6,0.000681,0.71781,-0.099439,-0.16391,0.46802,-0.010632,-0.196,0.25104,0.044699,0.14067,0.46358,-0.011209,0.18079,0.24384,0.029241,-0.23961,0.053631,0.016168,0.21981,0.02245,-0.011283,-0.069418,-0.004497,-0.034352,0.065805,-0.003586,-0.034042,-0.090512,-0.32972,-0.02779,0.093201,-0.33878,-0.026725,-0.051334,-0.64172,0.009539,0.10921,-0.63619,0.007091
7,-0.000756,0.71789,-0.099661,-0.16524,0.46797,-0.010619,-0.19707,0.25094,0.044776,0.13945,0.46377,-0.011675,0.18003,0.24396,0.028352,-0.24125,0.052047,0.015327,0.2181,0.02265,-0.012442,-0.070055,-0.004626,-0.034703,0.065004,-0.003676,-0.034785,-0.091025,-0.33047,-0.027932,0.092856,-0.3394,-0.027182,-0.051175,-0.64235,0.009695,0.10903,-0.63747,0.007034
8,-0.001625,0.71791,-0.099711,-0.16601,0.46799,-0.010585,-0.19788,0.25101,0.044812,0.13872,0.46386,-0.011872,0.18007,0.24404,0.027824,-0.24261,0.052479,0.015387,0.21814,0.024699,-0.013259,-0.070505,-0.004695,-0.034838,0.064497,-0.003821,-0.03518,-0.091306,-0.33054,-0.028228,0.092621,-0.33967,-0.027439,-0.051177,-0.64248,0.009657,0.10902,-0.63783,0.006944
9,-0.00274,0.71795,-0.099662,-0.16695,0.46803,-0.010536,-0.20004,0.25127,0.044906,0.1376,0.46396,-0.012261,0.18011,0.24416,0.027123,-0.24585,0.053726,0.015528,0.21816,0.027519,-0.014373,-0.071089,-0.004721,-0.035056,0.063893,-0.004001,-0.035584,-0.091662,-0.33054,-0.028503,0.092375,-0.34059,-0.027748,-0.051177,-0.64267,0.00965,0.109,-0.63816,0.006829
