FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.013388,0.72174,-0.05714,-0.12942,0.44394,-0.02516,-0.17453,0.1878,0.022863,0.15369,0.44462,-0.034925,0.19761,0.18057,-0.006036,-0.22495,-0.019648,-0.029988,0.21373,-0.023829,-0.047686,-0.066105,-0.001464,-0.033809,0.064241,-0.006299,-0.032278,-0.21925,-0.30783,0.005043,0.20078,-0.30986,-0.014072,-0.34665,-0.57324,0.043087,0.34205,-0.60837,-0.007409
1,0.013377,0.72171,-0.057091,-0.12945,0.4443,-0.02519,-0.17446,0.18786,0.022929,0.15432,0.44409,-0.034825,0.1966,0.18421,-0.005116,-0.22514,-0.016435,-0.026773,0.21325,-0.020095,-0.047119,-0.066084,-0.00148,-0.033831,0.064286,-0.006312,-0.032281,-0.21922,-0.30778,0.005008,0.2008,-0.30999,-0.014001,-0.35558,-0.59933,0.042031,0.34283,-0.60837,-0.00647
2,0.013396,0.72176,-0.057088,-0.12904,0.44444,-0.025216,-0.17404,0.18881,0.023299,0.15189,0.44461,-0.036563,0.19551,0.21179,-0.004594,-0.22514,-0.013634,-0.024972,0.21076,0.006665,-0.042602,-0.066122,-0.001432,-0.033811,0.064283,-0.006217,-0.032321,-0.21917,-0.30764,0.005058,0.20031,-0.30854,-0.01433,-0.3473,-0.58525,0.043295,0.34132,-0.60768,-0.006208
3,0.012828,0.72204,-0.058571,-0.12872,0.44522,-0.025528,-0.17421,0.18871,0.02336,0.15213,0.44459,-0.037246,0.19539,0.20564,-0.00566,-0.22499,-0.013779,-0.02523,0.20608,0.0017,-0.052709,-0.06629,-0.001225,-0.033373,0.064102,-0.006027,-0.032781,-0.21911,-0.3076,0.005075,0.20165,-0.31201,-0.014063,-0.35031,-0.58936,0.042576,0.34043,-0.60645,-0.006994
4,0.01274,0.72212,-0.058799,-0.12902,0.44546,-0.025511,-0.1743,0.18798,0.023339,0.15253,0.44435,-0.037145,0.19542,0.20538,-0.005002,-0.2257,-0.016046,-0.027199,0.20419,-0.000458,-0.040582,-0.066317,-0.001175,-0.033274,0.064094,-0.005946,-0.032787,-0.21918,-0.30725,0.005328,0.20099,-0.31044,-0.013994,-0.35476,-0.60016,0.041398,0.34279,-0.60823,-0.006474
5,0.012741,0.72184,-0.059471,-0.12919,0.44551,-0.025487,-0.17442,0.18792,0.023416,0.1523,0.4443,-0.037198,0.19486,0.20357,-0.004983,-0.22546,-0.014672,-0.024889,0.2051,-0.002257,-0.039989,-0.066362,-0.00121,-0.033258,0.064049,-0.005987,-0.033055,-0.21923,-0.30732,0.005378,0.20098,-0.31047,-0.013957,-0.34803,-0.58611,0.041958,0.34196,-0.60743,-0.006926
6,0.012784,0.72191,-0.059607,-0.12867,0.44524,-0.025921,-0.17461,0.18764,0.02355,0.15257,0.44425,-0.037136,0.19375,0.1999,-0.004181,-0.2252,-0.014014,-0.024428,0.20574,-0.005572,-0.041044,-0.066307,-0.001218,-0.033132,0.064064,-0.005974,-0.033104,-0.21933,-0.30739,0.005336,0.20086,-0.31086,-0.01399,-0.34632,-0.58255,0.042021,0.33956,-0.60513,-0.007111
7,0.012717,0.72205,-0.058962,-0.12904,0.44524,-0.02567,-0.1762,0.18833,0.022707,0.15298,0.44429,-0.037107,0.19652,0.20237,-0.007239,-0.22664,-0.013136,-0.027683,0.21103,-0.003258,-0.048345,-0.066388,-0.001303,-0.033512,0.064037,-0.00605,-0.033124,-0.21915,-0.30733,0.005027,0.20032,-0.31046,-0.014071,-0.35133,-0.59192,0.042009,0.34202,-0.60914,-0.00734
8,0.012693,0.72211,-0.058955,-0.12904,0.44529,-0.02567,-0.17874,0.18955,0.020867,0.15278,0.44429,-0.037248,0.19845,0.20623,-0.01091,-0.2299,-0.010905,-0.029859,0.2147,0.001209,-0.053329,-0.066413,-0.001274,-0.033436,0.063994,-0.006023,-0.033213,-0.21895,-0.30726,0.005047,0.20013,-0.31069,-0.014046,-0.35133,-0.59192,0.042009,0.34183,-0.60932,-0.007379
9,0.012668,0.72231,-0.058922,-0.12905,0.4456,-0.025623,-0.18514,0.19593,0.016066,0.15235,0.44462,-0.037501,0.20387,0.21256,-0.019358,-0.24178,-0.000252,-0.038682,0.22608,0.009849,-0.067127,-0.066514,-0.001222,-0.033309,0.063922,-0.005912,-0.033275,-0.21854,-0.3071,0.00506,0.19981,-0.31092,-0.01402,-0.35039,-0.58975,0.042105,0.34147,-0.60939,-0.007469
10,0.012645,0.72259,-0.058645,-0.1291,0.44597,-0.02556,-0.19528,0.20487,0.00846,0.15166,0.44516,-0.038196,0.21111,0.22012,-0.029947,-0.25849,0.014841,-0.05258,0.24122,0.023261,-0.086802,-0.066653,-0.001148,-0.033094,0.063857,-0.005806,-0.033323,-0.21799,-0.30679,0.005062,0.19953,-0.31115,-0.01378,-0.34973,-0.58737,0.042064,0.34123,-0.60972,-0.007563
11,0.012576,0.72291,-0.05762,-0.12938,0.44659,-0.025069,-0.2076,0.21847,-0.000297,0.15042,0.44603,-0.038828,0.22081,0.23179,-0.042147,-0.27862,0.03759,-0.069943,0.26067,0.043921,-0.10961,-0.066812,-0.001075,-0.032753,0.06379,-0.005627,-0.03337,-0.21737,-0.30632,0.005085,0.19914,-0.31118,-0.013519,-0.34863,-0.58412,0.042089,0.34106,-0.61074,-0.007672
12,0.012376,0.72327,-0.056035,-0.12964,0.44721,-0.024558,-0.2218,0.23473,-0.009024,0.1499,0.44708,-0.039362,0.23257,0.24789,-0.05709,-0.30154,0.068602,-0.090145,0.28451,0.072123,-0.13679,-0.066947,-0.001005,-0.032404,0.063722,-0.00544,-0.03346,-0.21667,-0.30577,0.005138,0.19874,-0.3113,-0.01324,-0.34708,-0.57968,0.042283,0.34049,-0.61117,-0.007767
13,0.01212,0.72367,-0.053413,-0.1299,0.44788,-0.024014,-0.23862,0.25991,-0.020863,0.14976,0.44843,-0.040075,0.24703,0.27286,-0.072255,-0.32717,0.11652,-0.11503,0.30662,0.1188,-0.16799,-0.067106,-0.000704,-0.031937,0.063651,-0.0049,-0.033553,-0.21588,-0.30495,0.005108,0.19834,-0.31126,-0.013063,-0.34613,-0.5761,0.04237,0.33987,-0.61143,-0.007853
14,0.011813,0.72413,-0.050366,-0.13022,0.44871,-0.023416,-0.25574,0.28993,-0.032722,0.14978,0.45003,-0.040813,0.26141,0.30305,-0.087601,-0.35178,0.17006,-0.14035,0.32754,0.17391,-0.19916,-0.067289,-0.000363,-0.031466,0.063542,-0.004281,-0.033642,-0.21508,-0.304,0.00504,0.19806,-0.31116,-0.012906,-0.34537,-0.57285,0.04244,0.33972,-0.61256,-0.008023
