FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.013597,0.73519,-0.064232,-0.13841,0.45558,-0.025938,-0.17377,0.21003,0.007147,0.16069,0.4567,-0.029018,0.18526,0.21146,-0.010163,-0.19189,0.008671,-0.053293,0.19551,-0.000129,-0.071655,-0.066481,-0.003049,-0.035985,0.068389,-0.006412,-0.036592,-0.11848,-0.32775,-0.036252,0.11334,-0.33631,-0.030907,-0.1246,-0.64492,0.009695,0.13595,-0.64907,-0.004558
1,0.013638,0.73534,-0.064216,-0.13978,0.4556,-0.024659,-0.18428,0.21576,-0.012983,0.15949,0.45673,-0.029806,0.19296,0.22363,-0.033348,-0.22185,0.036251,-0.10012,0.19965,0.016179,-0.09463,-0.066361,-0.00309,-0.036111,0.068973,-0.005949,-0.037896,-0.11816,-0.32633,-0.036746,0.11411,-0.33432,-0.032205,-0.12452,-0.64545,0.009732,0.13587,-0.64835,-0.003605
2,0.013631,0.73521,-0.064165,-0.141,0.45618,-0.023406,-0.19169,0.22616,-0.031645,0.15896,0.4575,-0.030254,0.19919,0.22826,-0.04979,-0.22947,0.046713,-0.11879,0.22198,0.042199,-0.1272,-0.066327,-0.003145,-0.036007,0.069022,-0.005921,-0.0379,-0.1183,-0.32596,-0.036716,0.11409,-0.33392,-0.031885,-0.12456,-0.64566,0.009938,0.13573,-0.64901,-0.003492
3,0.013687,0.73501,-0.063825,-0.14099,0.45613,-0.023766,-0.2017,0.24299,-0.049979,0.15445,0.4577,-0.032775,0.209,0.252,-0.067375,-0.24635,0.072321,-0.15171,0.23061,0.072371,-0.16068,-0.066407,-0.003473,-0.035871,0.06909,-0.006032,-0.037919,-0.11874,-0.32486,-0.036083,0.11431,-0.33333,-0.031572,-0.12462,-0.64568,0.009864,0.13587,-0.6489,-0.003363
4,0.013567,0.73508,-0.063284,-0.14032,0.45645,-0.024355,-0.21408,0.26044,-0.068374,0.1526,0.45961,-0.033828,0.21671,0.27158,-0.087029,-0.26849,0.1043,-0.18835,0.25128,0.10018,-0.19219,-0.066402,-0.003443,-0.035765,0.069271,-0.005833,-0.03753,-0.11873,-0.32362,-0.035931,0.11443,-0.3329,-0.030648,-0.1246,-0.6457,0.009873,0.13592,-0.64894,-0.003355
5,0.013532,0.73539,-0.061113,-0.13715,0.45892,-0.02457,-0.2274,0.28665,-0.092457,0.15166,0.46031,-0.035137,0.22827,0.28255,-0.10778,-0.29258,0.14378,-0.22365,0.27211,0.13522,-0.24355,-0.066512,-0.003009,-0.034431,0.069316,-0.005612,-0.037134,-0.11892,-0.32287,-0.035211,0.11405,-0.33265,-0.029393,-0.1243,-0.65058,0.01252,0.1363,-0.64747,-0.003188
6,0.013232,0.73439,-0.059562,-0.13371,0.46094,-0.02718,-0.24703,0.30667,-0.13228,0.14819,0.46406,-0.034782,0.23963,0.30614,-0.13487,-0.32031,0.17405,-0.27002,0.29807,0.17892,-0.28524,-0.066269,-0.003009,-0.03431,0.070298,-0.005198,-0.036118,-0.11915,-0.32203,-0.034222,0.11331,-0.33403,-0.028321,-0.12433,-0.65053,0.012616,0.13651,-0.64771,-0.003183
7,0.012877,0.73504,-0.056091,-0.1348,0.47044,-0.026431,-0.25316,0.4048,-0.1181,0.14986,0.47197,-0.037934,0.25676,0.4035,-0.13319,-0.30974,0.36302,-0.25858,0.29155,0.3565,-0.27243,-0.066275,0.002376,-0.033503,0.069577,-6.5e-05,-0.03712,-0.1189,-0.32031,-0.033632,0.11301,-0.33424,-0.027509,-0.12445,-0.64555,0.012763,0.13636,-0.64889,-0.003045
8,0.012874,0.73506,-0.054754,-0.13413,0.47582,-0.026689,-0.26008,0.45367,-0.12477,0.14916,0.47699,-0.03928,0.26392,0.44977,-0.14059,-0.31636,0.44772,-0.26661,0.2987,0.43878,-0.28248,-0.066145,0.004936,-0.033507,0.069574,0.002662,-0.037266,-0.1189,-0.31935,-0.033553,0.11293,-0.33399,-0.027125,-0.12439,-0.64616,0.013116,0.13644,-0.64904,-0.003046
9,0.012893,0.73507,-0.053577,-0.13328,0.4819,-0.027132,-0.26505,0.50214,-0.12859,0.14867,0.48182,-0.04046,0.26955,0.49613,-0.14489,-0.3195,0.53392,-0.26789,0.30305,0.52274,-0.28703,-0.066013,0.007852,-0.033509,0.069572,0.005653,-0.037417,-0.11892,-0.31846,-0.033548,0.11279,-0.33383,-0.026822,-0.12434,-0.64672,0.013444,0.13652,-0.64931,-0.003048
10,0.0129,0.73513,-0.053083,-0.13272,0.48855,-0.027593,-0.26755,0.54912,-0.12856,0.14803,0.48663,-0.04146,0.27288,0.54399,-0.14494,-0.3195,0.61875,-0.26789,0.30346,0.60489,-0.28704,-0.065881,0.011207,-0.033578,0.069558,0.009013,-0.037768,-0.11892,-0.31739,-0.033548,0.11266,-0.33369,-0.02682,-0.12424,-0.64727,0.013442,0.13659,-0.64923,-0.002964
11,0.012902,0.73535,-0.05301,-0.13247,0.49545,-0.028029,-0.26755,0.5958,-0.12856,0.1478,0.49205,-0.042513,0.27412,0.59054,-0.14496,-0.3195,0.70062,-0.26789,0.30346,0.68763,-0.28704,-0.065729,0.014754,-0.033717,0.06948,0.012637,-0.038325,-0.11896,-0.31642,-0.033547,0.11254,-0.33357,-0.026818,-0.12437,-0.64697,0.013444,0.13667,-0.64918,-0.002881
