FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.007475,0.67778,-0.16303,-0.15178,0.48975,-0.094514,-0.25874,0.68649,-0.19843,0.15435,0.49494,-0.093591,0.24465,0.70664,-0.17934,-0.31626,0.87438,-0.28025,0.29058,0.89142,-0.25663,-0.069897,-0.004959,-0.033056,0.069399,-0.004202,-0.032921,-0.11935,-0.35431,-0.095931,0.11301,-0.35014,-0.082182,-0.12418,-0.69506,-0.056458,0.11487,-0.69628,-0.059774
1,0.009346,0.67853,-0.1636,-0.15162,0.49017,-0.09408,-0.25895,0.68677,-0.19805,0.15543,0.4959,-0.092481,0.24376,0.70222,-0.17565,-0.31719,0.87482,-0.27983,0.28917,0.88683,-0.25384,-0.069514,-0.004148,-0.033976,0.069641,-0.003845,-0.033319,-0.11905,-0.35266,-0.095749,0.11305,-0.35007,-0.081869,-0.12389,-0.69174,-0.056375,0.11497,-0.69607,-0.059675
2,0.011088,0.6792,-0.16406,-0.15136,0.49057,-0.093365,-0.25932,0.68749,-0.19765,0.15584,0.4963,-0.091849,0.24371,0.70065,-0.1742,-0.31787,0.87506,-0.27881,0.28879,0.88523,-0.25273,-0.069478,-0.00379,-0.034511,0.069725,-0.003698,-0.033562,-0.11898,-0.35109,-0.095634,0.11308,-0.35008,-0.081596,-0.12392,-0.69146,-0.05631,0.11492,-0.69581,-0.059387
3,0.013696,0.68,-0.16415,-0.15112,0.49131,-0.092508,-0.26001,0.68861,-0.19636,0.15679,0.497,-0.090831,0.24553,0.70422,-0.17238,-0.3195,0.8762,-0.2769,0.28965,0.88851,-0.25229,-0.06928,-0.002845,-0.035373,0.069925,-0.003238,-0.033791,-0.11888,-0.35012,-0.095451,0.113,-0.34972,-0.080859,-0.12385,-0.69179,-0.055993,0.11511,-0.69552,-0.059088
4,0.014434,0.68014,-0.16412,-0.15095,0.4919,-0.091911,-0.26011,0.68899,-0.19603,0.15732,0.49729,-0.090309,0.24762,0.7095,-0.17272,-0.32019,0.8761,-0.27609,0.29111,0.89367,-0.2533,-0.069305,-0.002679,-0.035534,0.069857,-0.003169,-0.034067,-0.11873,-0.34894,-0.095109,0.11306,-0.34984,-0.080396,-0.12388,-0.69165,-0.055818,0.11505,-0.69529,-0.058881
5,0.015066,0.68052,-0.164,-0.15076,0.49235,-0.09145,-0.26029,0.68955,-0.19571,0.15774,0.49749,-0.089753,0.24636,0.70491,-0.17011,-0.32086,0.87643,-0.27578,0.29028,0.8893,-0.2499,-0.069398,-0.002474,-0.035809,0.069831,-0.003089,-0.034457,-0.1186,-0.34809,-0.094863,0.11305,-0.35014,-0.07993,-0.12394,-0.69169,-0.055659,0.115,-0.69538,-0.058837
6,0.016079,0.68074,-0.16386,-0.15046,0.49287,-0.09088,-0.26046,0.69008,-0.19544,0.15837,0.49793,-0.089049,0.24848,0.71046,-0.17129,-0.3212,0.87574,-0.27508,0.29184,0.89494,-0.2511,-0.06942,-0.00235,-0.035923,0.069841,-0.003078,-0.034478,-0.1186,-0.34781,-0.09472,0.11304,-0.35022,-0.079628,-0.12361,-0.69026,-0.055379,0.11484,-0.69515,-0.057973
7,0.016906,0.68114,-0.16378,-0.15025,0.49295,-0.09093,-0.26016,0.69056,-0.19385,0.15854,0.49812,-0.088801,0.24916,0.71209,-0.17104,-0.32168,0.87682,-0.27368,0.29274,0.89671,-0.25049,-0.069303,-0.001851,-0.036571,0.069861,-0.002701,-0.034682,-0.11825,-0.34711,-0.093615,0.11298,-0.34967,-0.078366,-0.12408,-0.68994,-0.054827,0.11497,-0.69263,-0.058106
8,0.017508,0.68136,-0.16378,-0.15007,0.49328,-0.090642,-0.26024,0.69116,-0.19329,0.15892,0.49839,-0.088338,0.24987,0.7133,-0.17074,-0.32204,0.87707,-0.27281,0.29323,0.89797,-0.24998,-0.069279,-0.001566,-0.036872,0.069878,-0.002508,-0.034863,-0.11808,-0.34645,-0.093088,0.11296,-0.34957,-0.077688,-0.12413,-0.68942,-0.054456,0.11496,-0.69176,-0.057852
9,0.018015,0.68157,-0.16378,-0.14991,0.49355,-0.09041,-0.26028,0.6918,-0.19274,0.15925,0.49864,-0.087924,0.25042,0.71475,-0.17046,-0.32231,0.87732,-0.27204,0.29374,0.8995,-0.24948,-0.069262,-0.001283,-0.037159,0.06988,-0.002309,-0.035022,-0.11795,-0.34591,-0.092592,0.11292,-0.34942,-0.076972,-0.12422,-0.68889,-0.05411,0.11495,-0.69091,-0.057615
