FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.022808,0.69837,-0.031341,-0.14019,0.5036,-0.010101,-0.23725,0.72572,-0.042817,0.1618,0.48352,-0.013769,0.24106,0.72209,-0.035206,-0.2805,0.94415,-0.058169,0.26259,0.93949,-0.052881,-0.066329,-0.004617,-0.036071,0.067871,-0.006392,-0.036658,-0.12421,-0.36136,-0.014893,0.10704,-0.35831,0.004957,-0.13213,-0.693,0.019678,0.12587,-0.66972,0.03493
1,0.022385,0.69834,-0.031909,-0.14062,0.50263,-0.010786,-0.23729,0.72584,-0.042823,0.16189,0.48346,-0.013736,0.24093,0.72214,-0.035037,-0.2806,0.94515,-0.058029,0.26286,0.93963,-0.052963,-0.066524,-0.004676,-0.03854,0.067477,-0.006426,-0.038578,-0.12439,-0.3616,-0.015614,0.10664,-0.35841,0.00396,-0.13312,-0.68847,0.020428,0.12568,-0.66992,0.034372
2,0.022021,0.69839,-0.032757,-0.14093,0.5047,-0.012299,-0.23754,0.72598,-0.043215,0.15971,0.48589,-0.015862,0.2409,0.72204,-0.035003,-0.28057,0.94525,-0.058189,0.26327,0.93979,-0.05305,-0.067072,-0.003527,-0.040543,0.066737,-0.005227,-0.040878,-0.12442,-0.36106,-0.016053,0.10634,-0.35747,0.002343,-0.13376,-0.68423,0.020226,0.12596,-0.6705,0.033859
3,0.021385,0.69837,-0.033335,-0.14101,0.5043,-0.01311,-0.23762,0.72593,-0.043187,0.15735,0.48777,-0.017348,0.24079,0.72171,-0.034926,-0.28057,0.94525,-0.05819,0.26399,0.9393,-0.054067,-0.067283,-0.003598,-0.04149,0.066361,-0.005077,-0.042774,-0.12462,-0.36094,-0.016308,0.10626,-0.35704,0.001394,-0.13474,-0.699,0.021033,0.12593,-0.67047,0.033761
4,0.020754,0.69819,-0.034388,-0.14149,0.50515,-0.015261,-0.23799,0.72581,-0.043534,0.15657,0.4879,-0.018214,0.24073,0.72146,-0.035518,-0.28043,0.94457,-0.059019,0.2645,0.93824,-0.055342,-0.067788,-0.003241,-0.044177,0.065709,-0.004718,-0.044044,-0.1247,-0.36095,-0.016465,0.10612,-0.35693,-0.00037,-0.13609,-0.69135,0.019947,0.1259,-0.67002,0.033261
5,0.020249,0.69844,-0.035042,-0.14169,0.50516,-0.015368,-0.23826,0.72585,-0.043819,0.15599,0.48825,-0.018598,0.24065,0.72119,-0.035556,-0.28044,0.9445,-0.059065,0.26475,0.93799,-0.055738,-0.067981,-0.003342,-0.044833,0.065366,-0.004686,-0.04503,-0.12483,-0.3604,-0.016809,0.10597,-0.35686,-0.001541,-0.13763,-0.67528,0.020216,0.12601,-0.67009,0.033015
6,0.019844,0.69857,-0.035274,-0.14205,0.50583,-0.01591,-0.23846,0.72535,-0.044759,0.15546,0.49056,-0.019388,0.24071,0.72103,-0.036,-0.27706,0.99435,-0.062001,0.26531,0.93755,-0.056967,-0.06831,-0.00322,-0.045765,0.06497,-0.004429,-0.045841,-0.12495,-0.36037,-0.016953,0.10587,-0.3567,-0.002409,-0.13772,-0.6751,0.020168,0.12608,-0.67012,0.032808
7,0.019427,0.69842,-0.035913,-0.14235,0.50528,-0.016095,-0.23843,0.7249,-0.045457,0.15512,0.48969,-0.019727,0.24086,0.72157,-0.036231,-0.28025,0.9455,-0.061806,0.26598,0.93621,-0.057713,-0.068419,-0.003369,-0.045893,0.064831,-0.004457,-0.046066,-0.12483,-0.35941,-0.017248,0.10594,-0.35636,-0.002587,-0.13672,-0.67858,0.020509,0.12599,-0.67028,0.032928
8,0.018942,0.69842,-0.036453,-0.14264,0.50531,-0.016641,-0.23861,0.72461,-0.046072,0.15471,0.48996,-0.020218,0.24087,0.72157,-0.036574,-0.28017,0.9455,-0.062615,0.2666,0.93521,-0.058607,-0.068593,-0.003369,-0.046577,0.06459,-0.004374,-0.046724,-0.12483,-0.35913,-0.017371,0.10589,-0.35621,-0.003308,-0.13716,-0.67705,0.02059,0.12598,-0.67076,0.032848
9,0.018502,0.6984,-0.036884,-0.14288,0.50531,-0.016951,-0.23876,0.72423,-0.046692,0.15471,0.48996,-0.020369,0.2409,0.72158,-0.036924,-0.28009,0.94524,-0.063555,0.26732,0.93408,-0.059492,-0.068681,-0.003369,-0.04691,0.064467,-0.004374,-0.047252,-0.12483,-0.35886,-0.017475,0.10586,-0.35605,-0.003842,-0.13716,-0.67737,0.02061,0.12602,-0.67116,0.032808
