FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.014437,0.73119,-0.020933,-0.14961,0.47118,-0.020202,-0.3262,0.55752,-0.12659,0.17283,0.4823,-0.004273,0.33747,0.57271,-0.11076,-0.39693,0.70216,-0.32246,0.40818,0.70768,-0.2971,-0.067834,-0.00331,-0.032256,0.070037,-0.005026,-0.033099,-0.11718,-0.33463,-0.015707,0.11199,-0.32877,0.000819,-0.12326,-0.62427,0.016502,0.12983,-0.63378,0.027189
1,0.015846,0.73237,-0.019374,-0.14999,0.478,-0.021842,-0.31753,0.5811,-0.12691,0.17609,0.48634,-0.004492,0.33823,0.60106,-0.10982,-0.39321,0.73913,-0.31085,0.39881,0.74161,-0.27828,-0.067081,-0.000867,-0.03189,0.070519,-0.002715,-0.033125,-0.11712,-0.33424,-0.01567,0.11188,-0.32821,0.001236,-0.12233,-0.62605,0.016785,0.13091,-0.62946,0.026788
2,0.016931,0.73269,-0.018558,-0.1484,0.47867,-0.022507,-0.30923,0.60253,-0.12444,0.17819,0.49207,-0.004976,0.33318,0.62041,-0.1061,-0.38881,0.77985,-0.29624,0.3883,0.78066,-0.26004,-0.06573,0.000828,-0.032152,0.071634,-0.00085,-0.033066,-0.11676,-0.3339,-0.015811,0.11182,-0.32791,0.001329,-0.1221,-0.62872,0.017131,0.13023,-0.63287,0.026093
3,0.017515,0.73264,-0.018405,-0.14696,0.47926,-0.023205,-0.31331,0.62536,-0.12028,0.17905,0.49616,-0.00536,0.32976,0.63938,-0.10141,-0.38296,0.80793,-0.27751,0.3811,0.81518,-0.24761,-0.064036,0.002143,-0.032253,0.072947,0.000883,-0.032969,-0.11648,-0.33329,-0.015991,0.11182,-0.32748,0.001633,-0.12202,-0.62823,0.01755,0.12997,-0.63424,0.026078
4,0.018357,0.73292,-0.018272,-0.14541,0.48668,-0.024797,-0.3071,0.63413,-0.11494,0.17969,0.49935,-0.005919,0.32606,0.66597,-0.10185,-0.37786,0.81979,-0.26408,0.37121,0.83495,-0.23414,-0.062531,0.004283,-0.033318,0.074004,0.003147,-0.033275,-0.11637,-0.33276,-0.016377,0.11205,-0.32682,0.001472,-0.12205,-0.62763,0.017224,0.13101,-0.62497,0.026504
5,0.019484,0.73345,-0.018463,-0.14391,0.493,-0.02591,-0.29451,0.65794,-0.11059,0.18017,0.50153,-0.006283,0.3251,0.67544,-0.096259,-0.37015,0.84328,-0.24224,0.35917,0.86489,-0.20682,-0.061038,0.006877,-0.035155,0.075142,0.005496,-0.033833,-0.11607,-0.3319,-0.016821,0.11364,-0.32228,0.001423,-0.12192,-0.62643,0.0171,0.13198,-0.61868,0.026519
6,0.021189,0.73416,-0.019248,-0.14219,0.49758,-0.027241,-0.28736,0.67497,-0.10718,0.1817,0.50921,-0.00769,0.3116,0.6928,-0.085457,-0.36359,0.85694,-0.22983,0.35367,0.87087,-0.1926,-0.059699,0.009047,-0.036017,0.076182,0.007712,-0.033998,-0.11574,-0.33107,-0.017201,0.11403,-0.32019,0.001388,-0.11828,-0.64188,0.017757,0.13202,-0.61881,0.026601
7,0.024875,0.73587,-0.023845,-0.14014,0.50365,-0.024862,-0.28367,0.68606,-0.098753,0.17937,0.51157,-0.007621,0.3099,0.70502,-0.077848,-0.35778,0.88602,-0.20573,0.3499,0.89977,-0.17237,-0.057912,0.012193,-0.035656,0.078078,0.011401,-0.03386,-0.11402,-0.3288,-0.017211,0.11572,-0.31922,0.001543,-0.12029,-0.62538,0.01674,0.13338,-0.61871,0.027914
8,0.026824,0.7369,-0.02535,-0.13846,0.50903,-0.024973,-0.27775,0.70082,-0.093143,0.17941,0.5152,-0.008055,0.30585,0.71887,-0.071808,-0.35129,0.90239,-0.18888,0.34395,0.91749,-0.15479,-0.056497,0.014629,-0.036172,0.079371,0.014089,-0.033994,-0.11324,-0.32767,-0.017289,0.11663,-0.31743,0.001577,-0.12,-0.62587,0.016826,0.13417,-0.61662,0.028258
9,0.0289,0.73805,-0.027473,-0.13668,0.51423,-0.024953,-0.2714,0.71545,-0.08754,0.17943,0.51866,-0.0086,0.30178,0.7307,-0.06474,-0.34386,0.91865,-0.17103,0.33868,0.934,-0.13646,-0.055139,0.017154,-0.036609,0.080648,0.016896,-0.034173,-0.11237,-0.32652,-0.017295,0.1176,-0.3155,0.001613,-0.1197,-0.62679,0.016921,0.13503,-0.61499,0.028653
