FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.020631,0.75367,-0.047898,-0.14484,0.46747,-0.038836,-0.23089,0.28881,-0.10513,0.16697,0.46474,-0.042658,0.2571,0.28859,-0.11227,-0.27837,0.13861,-0.24136,0.31705,0.12906,-0.23061,-0.067184,-0.003341,-0.036332,0.070439,-0.005741,-0.037821,-0.12497,-0.32834,-0.022346,0.11543,-0.32398,0.003978,-0.13309,-0.64091,-0.000873,0.11825,-0.65585,0.007388
1,0.020749,0.75249,-0.044002,-0.14226,0.46879,-0.040075,-0.24001,0.29963,-0.11552,0.16413,0.46836,-0.043403,0.26113,0.29688,-0.11561,-0.30447,0.18544,-0.27766,0.33991,0.18413,-0.27234,-0.066742,-0.002284,-0.032678,0.071047,-0.00465,-0.036227,-0.12509,-0.3276,-0.021085,0.11505,-0.32371,0.005003,-0.13356,-0.64115,-0.000536,0.11835,-0.65555,0.008686
2,0.020937,0.75309,-0.038412,-0.13957,0.4753,-0.040564,-0.27402,0.35519,-0.14892,0.16025,0.47343,-0.042982,0.29913,0.35952,-0.15386,-0.34224,0.28864,-0.3348,0.38068,0.2778,-0.32789,-0.06656,7e-06,-0.029042,0.071914,-0.001463,-0.032572,-0.12511,-0.32597,-0.018993,0.11436,-0.32084,0.006624,-0.13323,-0.63655,0.000796,0.1174,-0.65277,0.008926
3,0.021092,0.75253,-0.036977,-0.13942,0.47562,-0.040581,-0.2944,0.38995,-0.20838,0.16012,0.47395,-0.042804,0.32115,0.38531,-0.21744,-0.37163,0.33665,-0.39475,0.42745,0.30778,-0.45843,-0.066264,0.000744,-0.027747,0.072408,-0.00088,-0.03148,-0.12458,-0.32291,-0.017689,0.11468,-0.31933,0.007224,-0.13342,-0.63665,0.001025,0.13155,-0.59635,0.020857
4,0.020487,0.75297,-0.033996,-0.1387,0.47823,-0.041685,-0.30382,0.46131,-0.21023,0.16142,0.47789,-0.042076,0.33275,0.4533,-0.20728,-0.38299,0.45529,-0.40269,0.41373,0.43957,-0.39902,-0.065747,0.00322,-0.024104,0.073219,0.001338,-0.02841,-0.12482,-0.32142,-0.016703,0.115,-0.31826,0.008821,-0.13393,-0.64096,0.002801,0.11703,-0.65023,0.011183
5,0.020652,0.75316,-0.032619,-0.13909,0.47964,-0.042396,-0.30546,0.48076,-0.21152,0.16221,0.47927,-0.041669,0.33521,0.46741,-0.21024,-0.38377,0.51837,-0.42926,0.42346,0.50237,-0.42179,-0.065958,0.004826,-0.02243,0.073147,0.002717,-0.02682,-0.12519,-0.31875,-0.015715,0.11502,-0.31754,0.010629,-0.13036,-0.64999,-0.002657,0.12885,-0.60206,0.023291
6,0.020728,0.75323,-0.031663,-0.13964,0.48085,-0.043356,-0.30454,0.51085,-0.20249,0.16607,0.48529,-0.040516,0.33862,0.50574,-0.19747,-0.38211,0.57258,-0.42114,0.40882,0.54999,-0.38783,-0.066139,0.005977,-0.021272,0.072821,0.004311,-0.024426,-0.12524,-0.31676,-0.01509,0.11512,-0.31683,0.011376,-0.13232,-0.62399,0.003059,0.11661,-0.6484,0.020532
7,0.02081,0.75346,-0.031063,-0.14077,0.48695,-0.045515,-0.29155,0.54359,-0.1886,0.16886,0.49006,-0.038873,0.32563,0.53503,-0.17368,-0.35589,0.61511,-0.36345,0.39764,0.59622,-0.3444,-0.065841,0.008829,-0.022914,0.072421,0.00688,-0.024528,-0.12518,-0.31826,-0.015325,0.11462,-0.31738,0.011316,-0.12963,-0.64318,0.005176,0.11626,-0.64884,0.015388
8,0.020812,0.7535,-0.030006,-0.14069,0.49034,-0.046905,-0.29155,0.57466,-0.1886,0.16958,0.49445,-0.037911,0.32609,0.56573,-0.17366,-0.35589,0.67051,-0.36345,0.39764,0.65164,-0.3444,-0.065616,0.010866,-0.022717,0.072495,0.008903,-0.023509,-0.12514,-0.31757,-0.015175,0.11446,-0.31707,0.012009,-0.129,-0.64366,0.005208,0.11582,-0.64863,0.016164
9,0.020857,0.7537,-0.029273,-0.14066,0.49407,-0.048113,-0.29155,0.59897,-0.1886,0.17067,0.49878,-0.036983,0.32613,0.59103,-0.17366,-0.35589,0.71584,-0.36345,0.39764,0.69644,-0.3444,-0.0654,0.012901,-0.022706,0.07257,0.010969,-0.022865,-0.12507,-0.31703,-0.015162,0.11431,-0.31687,0.012457,-0.12813,-0.644,0.005406,0.11531,-0.64852,0.016565
