FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.032926,0.73696,-0.058413,-0.13702,0.46629,-0.022161,-0.17388,0.2258,-0.00994,0.176,0.46068,-0.01052,0.21928,0.23146,0.022718,-0.19407,0.005375,-0.061231,0.23404,0.023643,0.00175,-0.068438,-0.002097,-0.032444,0.071488,-0.006152,-0.033398,-0.11874,-0.32841,-0.012387,0.12076,-0.3137,0.0045,-0.12213,-0.62015,0.020286,0.12982,-0.60958,0.028513
1,0.031467,0.73775,-0.057341,-0.13878,0.46607,-0.022281,-0.17587,0.22646,-0.011434,0.17542,0.45987,-0.010821,0.21503,0.22689,0.021587,-0.19493,0.00585,-0.06028,0.22296,0.011429,0.001611,-0.068884,-0.002224,-0.032144,0.070714,-0.006233,-0.033054,-0.11944,-0.32845,-0.011882,0.11892,-0.3142,0.004433,-0.12246,-0.62221,0.021213,0.12964,-0.61018,0.028699
2,0.030379,0.73763,-0.057073,-0.14043,0.46513,-0.022691,-0.1773,0.22418,-0.01285,0.17437,0.45902,-0.01192,0.2115,0.22321,0.020981,-0.19569,0.005721,-0.060641,0.21883,0.005435,-0.001421,-0.069491,-0.002719,-0.032147,0.069871,-0.006592,-0.032875,-0.1201,-0.32829,-0.011486,0.11712,-0.31587,0.00539,-0.12263,-0.61967,0.021097,0.12962,-0.6104,0.028792
3,0.029322,0.73831,-0.055992,-0.14316,0.46386,-0.022651,-0.17962,0.2193,-0.014059,0.17382,0.45885,-0.012278,0.20955,0.22147,0.020666,-0.19699,0.004957,-0.061024,0.21708,0.004104,-0.002543,-0.070056,-0.003007,-0.032013,0.068331,-0.006947,-0.031164,-0.12155,-0.32911,-0.009987,0.11509,-0.31756,0.007195,-0.12279,-0.6212,0.022108,0.12967,-0.61008,0.029296
4,0.028187,0.73859,-0.055698,-0.14329,0.46396,-0.022659,-0.18153,0.21765,-0.015216,0.17334,0.45848,-0.012339,0.2079,0.22039,0.019061,-0.19932,0.004804,-0.062494,0.21491,0.002832,-0.00604,-0.071071,-0.003294,-0.031104,0.067572,-0.007184,-0.030938,-0.12234,-0.32948,-0.00912,0.11416,-0.31857,0.008201,-0.12277,-0.62088,0.022418,0.12957,-0.6104,0.029545
5,0.026853,0.73864,-0.054883,-0.14413,0.46343,-0.022903,-0.18296,0.21733,-0.016424,0.17257,0.45792,-0.012683,0.2067,0.21975,0.01614,-0.2054,0.008926,-0.065042,0.2144,0.01222,-0.013322,-0.071868,-0.003719,-0.030682,0.066533,-0.007527,-0.030421,-0.12279,-0.32966,-0.00855,0.11341,-0.31989,0.008702,-0.12264,-0.61997,0.022791,0.12939,-0.61144,0.030312
6,0.02568,0.73942,-0.053391,-0.14461,0.46338,-0.023083,-0.18454,0.21931,-0.017896,0.17172,0.45803,-0.013044,0.20647,0.22111,0.012477,-0.2179,0.017721,-0.06833,0.2155,0.014319,-0.023173,-0.072255,-0.003821,-0.03044,0.066014,-0.007596,-0.030102,-0.12324,-0.32984,-0.008077,0.11292,-0.3207,0.009335,-0.12274,-0.62031,0.022895,0.12938,-0.61143,0.030357
7,0.024832,0.73957,-0.052931,-0.14545,0.46351,-0.023355,-0.18708,0.22369,-0.020325,0.1706,0.45887,-0.013513,0.21273,0.23052,0.005591,-0.21412,0.016942,-0.07317,0.22362,0.023523,-0.034578,-0.072195,-0.003986,-0.031725,0.066144,-0.007159,-0.031734,-0.12348,-0.3302,-0.009891,0.11267,-0.32021,0.008848,-0.12223,-0.62211,0.022978,0.12817,-0.61089,0.029531
8,0.023733,0.7399,-0.052052,-0.14613,0.46343,-0.023524,-0.19012,0.22488,-0.023077,0.16964,0.45887,-0.01398,0.21315,0.23308,0.000291,-0.21963,0.021537,-0.080247,0.22602,0.027641,-0.046151,-0.072515,-0.004204,-0.031805,0.065865,-0.007159,-0.031751,-0.12386,-0.33023,-0.009776,0.11216,-0.32044,0.00905,-0.12221,-0.62228,0.023132,0.12762,-0.61082,0.02952
9,0.022675,0.74013,-0.051069,-0.14675,0.46343,-0.023675,-0.19431,0.22765,-0.026808,0.16856,0.45887,-0.014494,0.21503,0.23668,-0.00641,-0.22848,0.028898,-0.08943,0.23352,0.035497,-0.061384,-0.072712,-0.004353,-0.032061,0.065692,-0.007159,-0.031821,-0.12418,-0.33023,-0.009526,0.11172,-0.32046,0.00915,-0.12223,-0.62204,0.023259,0.12702,-0.61052,0.029521
