FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.026629,0.73235,-0.077085,-0.14333,0.46157,-0.033614,-0.18317,0.22701,-0.014718,0.17251,0.4597,-0.022988,0.21619,0.23441,-0.004884,-0.19679,-0.000242,-0.089113,0.22534,0.029075,-0.045979,-0.067786,-0.003418,-0.036004,0.070166,-0.005687,-0.037001,-0.1208,-0.32872,-0.023575,0.12051,-0.32508,-0.0022,-0.12416,-0.63597,-0.004521,0.12887,-0.63427,0.009462
1,0.02557,0.73308,-0.075822,-0.14542,0.46114,-0.034181,-0.18393,0.22636,-0.015105,0.17121,0.45983,-0.022862,0.21392,0.23475,-0.005358,-0.19937,0.002046,-0.085379,0.22418,0.029556,-0.047057,-0.069639,-0.002859,-0.037589,0.068305,-0.005388,-0.037751,-0.12146,-0.32793,-0.023901,0.11926,-0.32496,-0.004046,-0.12733,-0.62468,-0.004887,0.12896,-0.63409,0.009396
2,0.0234,0.7341,-0.072273,-0.14579,0.46085,-0.034605,-0.18507,0.22593,-0.014885,0.16951,0.46024,-0.023157,0.20774,0.2242,-0.005068,-0.20163,0.005577,-0.080654,0.22543,0.020048,-0.049612,-0.070781,-0.002691,-0.038573,0.067179,-0.005326,-0.038601,-0.12237,-0.3279,-0.024406,0.11839,-0.32467,-0.004848,-0.12725,-0.6243,-0.005516,0.1291,-0.63343,0.008994
3,0.021366,0.7349,-0.070835,-0.14754,0.46105,-0.034628,-0.186,0.22545,-0.0147,0.16851,0.46011,-0.023587,0.20839,0.22984,-0.007242,-0.20366,0.006499,-0.075845,0.22385,0.025195,-0.050105,-0.071929,-0.002469,-0.039291,0.065467,-0.005144,-0.039728,-0.1234,-0.32813,-0.02484,0.11761,-0.32469,-0.005431,-0.12717,-0.62426,-0.005529,0.129,-0.63341,0.008845
4,0.020024,0.73609,-0.069936,-0.1485,0.46101,-0.034892,-0.18671,0.22384,-0.014726,0.16649,0.46027,-0.024602,0.20861,0.23394,-0.007978,-0.20505,0.006754,-0.07055,0.22315,0.029157,-0.050501,-0.073347,-0.002303,-0.039993,0.063967,-0.00522,-0.040613,-0.12487,-0.32962,-0.025227,0.11711,-0.3249,-0.005824,-0.12731,-0.62379,-0.005832,0.12824,-0.63491,0.008179
5,0.017899,0.73744,-0.068949,-0.15069,0.46163,-0.035362,-0.18747,0.22415,-0.015167,0.16475,0.46077,-0.025405,0.20911,0.23679,-0.009453,-0.20577,0.007212,-0.067303,0.22263,0.031822,-0.051298,-0.074361,-0.002071,-0.040806,0.06269,-0.005194,-0.041584,-0.1263,-0.33112,-0.025928,0.11634,-0.32466,-0.006639,-0.12925,-0.63114,-0.006705,0.12786,-0.63602,0.007377
6,0.016591,0.73803,-0.068535,-0.15213,0.46138,-0.035942,-0.18833,0.22354,-0.015487,0.1606,0.46224,-0.027184,0.20897,0.23709,-0.009843,-0.20682,0.007619,-0.061336,0.22254,0.03212,-0.051641,-0.075397,-0.001936,-0.041688,0.061384,-0.005177,-0.043133,-0.12656,-0.33093,-0.027002,0.11605,-0.32446,-0.006882,-0.12895,-0.63063,-0.006584,0.12735,-0.63587,0.007485
7,0.015565,0.73856,-0.069089,-0.15295,0.46016,-0.038849,-0.18887,0.21919,-0.016796,0.16195,0.46144,-0.026665,0.20769,0.23371,-0.006894,-0.20632,0.005407,-0.066918,0.22217,0.027851,-0.050474,-0.074769,-0.002201,-0.042137,0.062047,-0.005087,-0.043791,-0.12669,-0.32989,-0.027803,0.11594,-0.3241,-0.007438,-0.12812,-0.6296,-0.006455,0.12744,-0.63477,0.007003
8,0.014418,0.73926,-0.068823,-0.15396,0.4599,-0.039985,-0.1895,0.21919,-0.017642,0.16089,0.46167,-0.027167,0.20771,0.23401,-0.007398,-0.20675,0.005981,-0.066937,0.2222,0.028189,-0.050969,-0.074994,-0.002201,-0.042771,0.061792,-0.005018,-0.044558,-0.12711,-0.32983,-0.028372,0.11563,-0.32403,-0.007802,-0.12816,-0.62908,-0.006537,0.12718,-0.63495,0.006679
9,0.013389,0.7399,-0.068647,-0.15474,0.45973,-0.041134,-0.19025,0.21919,-0.018793,0.16066,0.4619,-0.027572,0.20774,0.2343,-0.007871,-0.20707,0.006559,-0.066952,0.22222,0.028531,-0.051525,-0.074992,-0.002194,-0.043414,0.061799,-0.004946,-0.045182,-0.12734,-0.32983,-0.028852,0.11535,-0.32395,-0.008094,-0.1282,-0.62916,-0.006556,0.12695,-0.63516,0.006402
10,0.012527,0.74055,-0.068376,-0.15509,0.45979,-0.042201,-0.19237,0.21919,-0.022759,0.16027,0.4621,-0.028147,0.20817,0.23557,-0.010347,-0.21084,0.0094,-0.072256,0.22237,0.030532,-0.054852,-0.074973,-0.002182,-0.04384,0.061817,-0.004863,-0.045591,-0.12735,-0.32983,-0.029155,0.11513,-0.32386,-0.008179,-0.1283,-0.62916,-0.006561,0.12676,-0.63557,0.006191
11,0.011768,0.74114,-0.06801,-0.15521,0.45982,-0.043132,-0.19567,0.22186,-0.029195,0.15969,0.46221,-0.028629,0.20962,0.23903,-0.014424,-0.21721,0.015837,-0.082134,0.2257,0.034657,-0.065012,-0.074962,-0.002162,-0.044085,0.061825,-0.004779,-0.045766,-0.12734,-0.32964,-0.029227,0.11492,-0.32376,-0.008193,-0.12843,-0.62916,-0.006567,0.12659,-0.63589,0.005985
12,0.011116,0.74165,-0.067446,-0.15517,0.45989,-0.043957,-0.20015,0.22629,-0.037,0.1594,0.46235,-0.029147,0.21216,0.24228,-0.020089,-0.22653,0.026332,-0.097445,0.23222,0.04221,-0.079663,-0.07496,-0.00212,-0.044141,0.061825,-0.004669,-0.045766,-0.12734,-0.32925,-0.029227,0.11474,-0.32367,-0.008201,-0.12855,-0.62916,-0.006572,0.12605,-0.63943,0.005882
13,0.010654,0.74209,-0.066627,-0.15515,0.45989,-0.044399,-0.20662,0.23252,-0.04712,0.15901,0.46256,-0.029651,0.21677,0.24662,-0.028129,-0.23888,0.041181,-0.11821,0.24229,0.053594,-0.099415,-0.074799,-0.002096,-0.044134,0.062051,-0.004524,-0.045756,-0.12734,-0.32864,-0.029227,0.11459,-0.32358,-0.008208,-0.12856,-0.62769,-0.006323,0.1255,-0.64305,0.005811
14,0.010285,0.7425,-0.065169,-0.15521,0.46,-0.044426,-0.21587,0.2418,-0.059464,0.15864,0.46287,-0.030292,0.22337,0.25283,-0.038122,-0.25408,0.065604,-0.14647,0.25631,0.071932,-0.12408,-0.074498,-0.002082,-0.04412,0.062465,-0.004327,-0.045738,-0.1273,-0.32798,-0.029225,0.11444,-0.3235,-0.008214,-0.12858,-0.62591,-0.005966,0.12497,-0.6451,0.005787
15,0.009946,0.74296,-0.063305,-0.15528,0.46021,-0.044429,-0.2272,0.25546,-0.073496,0.15827,0.46339,-0.03094,0.23302,0.26402,-0.052253,-0.27218,0.095964,-0.17726,0.27375,0.095573,-0.15283,-0.074145,-0.002078,-0.044104,0.063012,-0.004069,-0.045706,-0.12713,-0.32728,-0.029093,0.11426,-0.32337,-0.008119,-0.12858,-0.62418,-0.005587,0.1244,-0.64815,0.005761
16,0.009562,0.74347,-0.060813,-0.15524,0.46081,-0.044427,-0.24135,0.27987,-0.089472,0.15824,0.4641,-0.031566,0.24515,0.28393,-0.06686,-0.2927,0.1432,-0.21209,0.29255,0.13701,-0.18551,-0.07377,-0.001986,-0.04372,0.063597,-0.003648,-0.045261,-0.12687,-0.32658,-0.028632,0.11403,-0.3232,-0.007737,-0.12861,-0.62244,-0.005199,0.12393,-0.65087,0.00574
