FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.027857,0.73265,-0.095168,-0.13201,0.46665,-0.03456,-0.1737,0.21284,0.012897,0.16138,0.46116,-0.042622,0.20109,0.21954,-0.008081,-0.21063,0.006352,-0.031391,0.21831,0.011805,-0.06041,-0.065981,-0.003309,-0.036687,0.066218,-0.006574,-0.036379,-0.11305,-0.31597,-0.021327,0.10673,-0.33064,-0.01808,-0.10341,-0.64701,0.022907,0.11348,-0.65209,0.01494
1,0.029561,0.73216,-0.097023,-0.13311,0.46678,-0.031781,-0.17205,0.21298,0.012559,0.16271,0.46094,-0.043678,0.20281,0.21924,-0.009182,-0.21025,0.006672,-0.031419,0.22008,0.011157,-0.05974,-0.065457,-0.003459,-0.036706,0.067023,-0.006867,-0.036863,-0.11248,-0.31605,-0.021429,0.10748,-0.32988,-0.018997,-0.10332,-0.64691,0.022887,0.11376,-0.65219,0.014956
2,0.031163,0.73211,-0.098627,-0.13127,0.46723,-0.033746,-0.16906,0.21348,0.011632,0.16403,0.461,-0.04556,0.20438,0.22159,-0.009616,-0.2089,0.007489,-0.032381,0.22068,0.013287,-0.059556,-0.064782,-0.003181,-0.036783,0.067838,-0.006689,-0.037658,-0.11179,-0.31598,-0.021801,0.10803,-0.329,-0.01976,-0.10317,-0.64658,0.022651,0.11379,-0.65217,0.014955
3,0.032717,0.73227,-0.10068,-0.12784,0.46746,-0.03618,-0.16527,0.2198,0.007327,0.1671,0.46035,-0.047333,0.20551,0.22006,-0.010744,-0.20647,0.013095,-0.030249,0.22165,0.011722,-0.060548,-0.063264,-0.003084,-0.037804,0.069273,-0.006942,-0.037921,-0.1111,-0.31636,-0.022082,0.10871,-0.32855,-0.02066,-0.10274,-0.64771,0.022799,0.11371,-0.65224,0.01466
4,0.035353,0.73195,-0.10268,-0.1247,0.46726,-0.039818,-0.16324,0.21809,0.007294,0.16822,0.46037,-0.048639,0.20662,0.21967,-0.011986,-0.20573,0.011628,-0.030066,0.22235,0.011115,-0.060799,-0.060351,-0.003131,-0.039215,0.072813,-0.006644,-0.039253,-0.11007,-0.31686,-0.022062,0.10944,-0.32855,-0.020992,-0.10319,-0.64169,0.022078,0.11382,-0.65229,0.014685
5,0.048203,0.73039,-0.11471,-0.115,0.46733,-0.046353,-0.15388,0.21617,0.005235,0.1827,0.45853,-0.054703,0.21519,0.21539,-0.01624,-0.19666,0.009587,-0.030797,0.23126,0.007393,-0.067788,-0.05097,-0.003228,-0.043155,0.081415,-0.007551,-0.042226,-0.10545,-0.31761,-0.023174,0.11806,-0.33078,-0.02561,-0.10235,-0.63584,0.019785,0.11442,-0.6539,0.014106
6,0.065023,0.72607,-0.13085,-0.10354,0.46568,-0.054868,-0.1364,0.21748,-0.002454,0.19752,0.45749,-0.069592,0.2355,0.21775,-0.025575,-0.18064,0.011438,-0.040618,0.25061,0.009508,-0.076365,-0.033375,-0.004653,-0.051363,0.10031,-0.009565,-0.055553,-0.085387,-0.34936,-0.053783,0.13463,-0.33983,-0.034974,-0.096459,-0.65824,0.012688,0.1188,-0.65592,0.010748
7,0.06394,0.72488,-0.1384,-0.10034,0.46479,-0.06296,-0.13978,0.21603,-0.003371,0.19617,0.45586,-0.076052,0.2372,0.21735,-0.035072,-0.18534,0.01,-0.040357,0.25191,0.007947,-0.080401,-0.037403,-0.003664,-0.053444,0.097326,-0.009477,-0.057092,-0.091023,-0.32857,-0.093803,0.1277,-0.3363,-0.032682,-0.096031,-0.64688,-0.039355,0.11846,-0.65528,0.011679
8,0.068858,0.72265,-0.15039,-0.096352,0.46425,-0.071842,-0.13695,0.21603,-0.006789,0.2003,0.45436,-0.085916,0.2428,0.21671,-0.044004,-0.1836,0.01,-0.042458,0.25702,0.006577,-0.087865,-0.033856,-0.003862,-0.05863,0.10119,-0.010232,-0.0632,-0.088833,-0.33151,-0.11687,0.12947,-0.33742,-0.035556,-0.094943,-0.64564,-0.071679,0.11907,-0.6558,0.011151
9,0.072444,0.71996,-0.16333,-0.094121,0.46364,-0.081806,-0.13592,0.21603,-0.011209,0.20346,0.45279,-0.096453,0.24752,0.21559,-0.054144,-0.18363,0.01,-0.044889,0.26174,0.004983,-0.096555,-0.031727,-0.004141,-0.064781,0.10369,-0.01132,-0.07025,-0.086883,-0.33512,-0.1408,0.13006,-0.33863,-0.039172,-0.093671,-0.64503,-0.10762,0.11907,-0.65632,0.010579
