FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.025868,0.72672,-0.025455,-0.14873,0.46853,-0.009117,-0.17226,0.21903,-0.008311,0.18171,0.46503,-0.016464,0.21346,0.23497,-0.016097,-0.18598,0.010048,-0.05137,0.20622,-0.007846,-0.069773,-0.071016,-0.002873,-0.034367,0.075184,-0.005806,-0.036046,-0.11317,-0.334,-0.009952,0.11871,-0.32616,0.004385,-0.12051,-0.63729,0.032254,0.12937,-0.61612,0.028181
1,0.02671,0.72686,-0.024453,-0.14541,0.46819,-0.010184,-0.1735,0.21968,-0.012377,0.18285,0.46491,-0.015559,0.21434,0.23335,-0.015736,-0.18942,0.013096,-0.067212,0.22029,0.025716,-0.069152,-0.069636,-0.002894,-0.032367,0.076707,-0.005836,-0.033138,-0.11254,-0.33213,-0.009073,0.11908,-0.32587,0.006471,-0.12062,-0.63693,0.032558,0.13116,-0.61615,0.030219
2,0.026835,0.72651,-0.024033,-0.14519,0.46798,-0.010123,-0.17716,0.22302,-0.017726,0.18343,0.46536,-0.014755,0.21681,0.23411,-0.016415,-0.21006,0.024463,-0.093698,0.22994,0.028754,-0.07812,-0.068714,-0.003477,-0.030147,0.077575,-0.006034,-0.031616,-0.11237,-0.33116,-0.008767,0.11947,-0.32723,0.008225,-0.12025,-0.63674,0.03288,0.13193,-0.61835,0.031878
3,0.027036,0.72611,-0.023074,-0.1445,0.46816,-0.009821,-0.18085,0.22831,-0.022406,0.18392,0.46557,-0.013729,0.22557,0.24294,-0.021159,-0.21378,0.030884,-0.10168,0.24121,0.039223,-0.088384,-0.068083,-0.003507,-0.028588,0.078137,-0.00595,-0.030835,-0.11228,-0.33012,-0.008204,0.11961,-0.32763,0.009093,-0.11989,-0.63681,0.033473,0.13222,-0.62644,0.031359
4,0.027583,0.72664,-0.019896,-0.14414,0.46823,-0.009628,-0.18582,0.2394,-0.02798,0.1841,0.4658,-0.013052,0.23592,0.25375,-0.025061,-0.22438,0.049179,-0.12245,0.25452,0.052712,-0.10027,-0.067646,-0.003677,-0.027521,0.079026,-0.005827,-0.028521,-0.11218,-0.32857,-0.007295,0.11967,-0.32777,0.010139,-0.12038,-0.63589,0.034362,0.13299,-0.6246,0.032959
5,0.027684,0.72655,-0.017278,-0.14365,0.46807,-0.008772,-0.19579,0.25811,-0.035886,0.1842,0.46606,-0.012087,0.24297,0.25862,-0.028265,-0.24733,0.08115,-0.14946,0.26722,0.061478,-0.11265,-0.067129,-0.003776,-0.026528,0.079818,-0.005554,-0.027406,-0.11217,-0.32771,-0.006335,0.1197,-0.32788,0.0109,-0.12073,-0.63653,0.034826,0.13365,-0.62423,0.033224
6,0.027785,0.7263,-0.015443,-0.14235,0.46842,-0.008564,-0.20644,0.26404,-0.04231,0.18413,0.46679,-0.010809,0.25202,0.26262,-0.038268,-0.2513,0.087989,-0.16045,0.29085,0.08509,-0.15686,-0.066751,-0.003746,-0.025356,0.080528,-0.005496,-0.026068,-0.11216,-0.32706,-0.005192,0.11965,-0.32775,0.01144,-0.12116,-0.63586,0.035384,0.13408,-0.62368,0.033679
7,0.026281,0.72724,-0.009821,-0.1415,0.47155,-0.008779,-0.22904,0.31158,-0.06963,0.18169,0.47032,-0.008678,0.27248,0.31373,-0.056606,-0.28289,0.19205,-0.20558,0.31328,0.18764,-0.18872,-0.06635,-0.001839,-0.021154,0.080847,-0.003677,-0.022659,-0.11283,-0.32639,-0.003577,0.11872,-0.32463,0.014269,-0.12227,-0.63244,0.036267,0.13223,-0.61909,0.034613
8,0.026102,0.72766,-0.007057,-0.14109,0.4733,-0.00889,-0.23741,0.34602,-0.077883,0.18122,0.47273,-0.007124,0.27948,0.34738,-0.062383,-0.29338,0.25803,-0.21549,0.32287,0.25375,-0.19703,-0.065993,-0.000904,-0.018979,0.081379,-0.002554,-0.020223,-0.11281,-0.32548,-0.002355,0.11864,-0.32387,0.015873,-0.1224,-0.63146,0.036922,0.1323,-0.61934,0.035285
9,0.025959,0.7281,-0.005552,-0.14037,0.47554,-0.008843,-0.24418,0.38257,-0.083925,0.18052,0.47569,-0.005464,0.2839,0.38348,-0.065728,-0.30144,0.32709,-0.21959,0.32989,0.32424,-0.20051,-0.065673,0.000312,-0.016972,0.08183,-0.001149,-0.017901,-0.11283,-0.32466,-0.001156,0.11847,-0.32311,0.017422,-0.12255,-0.63026,0.037512,0.13247,-0.61836,0.035854
