FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.0187,0.74728,-0.034495,-0.14824,0.46775,-0.017353,-0.2207,0.26975,-0.072453,0.16784,0.46358,-0.011005,0.23256,0.26431,-0.056708,-0.2935,0.1232,-0.21008,0.2938,0.094447,-0.17008,-0.068238,-0.004156,-0.035813,0.06972,-0.00476,-0.036528,-0.12288,-0.32361,-0.019575,0.11623,-0.32083,-0.006297,-0.12322,-0.6763,0.021482,0.13717,-0.61805,0.023454
1,0.01919,0.74725,-0.025922,-0.14541,0.4701,-0.015895,-0.2566,0.31699,-0.12242,0.16451,0.46643,-0.012422,0.26094,0.28812,-0.086404,-0.34499,0.19628,-0.27561,0.33285,0.17425,-0.25369,-0.067407,-0.003553,-0.032823,0.070933,-0.004207,-0.034605,-0.12219,-0.32253,-0.018623,0.11614,-0.31991,-0.004771,-0.12351,-0.67533,0.021711,0.13763,-0.61349,0.023807
2,0.019524,0.74742,-0.021031,-0.1431,0.47133,-0.016325,-0.27768,0.34657,-0.13203,0.16174,0.46808,-0.01362,0.28441,0.31668,-0.10789,-0.37291,0.25099,-0.29855,0.36555,0.21505,-0.27878,-0.067075,-0.003419,-0.031816,0.071771,-0.003634,-0.032976,-0.12183,-0.32212,-0.018141,0.11605,-0.3191,-0.004478,-0.12484,-0.67504,0.021302,0.13775,-0.61306,0.023582
3,0.019847,0.7475,-0.018693,-0.14099,0.47244,-0.015793,-0.29946,0.37994,-0.16084,0.16099,0.46976,-0.01359,0.301,0.35777,-0.13657,-0.40113,0.29904,-0.33118,0.39396,0.271,-0.30944,-0.067006,-0.00282,-0.030816,0.072066,-0.003101,-0.032233,-0.12124,-0.3209,-0.016741,0.1156,-0.31869,-0.003049,-0.12492,-0.67411,0.020732,0.13773,-0.6131,0.023596
4,0.019208,0.74722,-0.015996,-0.14072,0.47282,-0.015813,-0.30239,0.40619,-0.15879,0.16116,0.47042,-0.013542,0.30909,0.38132,-0.14574,-0.41378,0.38099,-0.33966,0.40849,0.33926,-0.33116,-0.067188,-0.002507,-0.029849,0.072127,-0.002691,-0.031509,-0.12122,-0.32177,-0.015602,0.1153,-0.31875,-0.002488,-0.12531,-0.67529,0.019669,0.13684,-0.61697,0.023513
5,0.019418,0.74706,-0.014412,-0.14057,0.47461,-0.015615,-0.30561,0.44525,-0.15202,0.1615,0.47223,-0.013565,0.32188,0.41587,-0.14834,-0.40347,0.43555,-0.36216,0.43254,0.39751,-0.39928,-0.067513,-0.001552,-0.027677,0.07199,-0.002308,-0.031353,-0.12087,-0.32069,-0.014867,0.11511,-0.31862,-0.002079,-0.12614,-0.67432,0.01955,0.13615,-0.61916,0.023045
6,0.019682,0.74686,-0.012659,-0.14088,0.47567,-0.015492,-0.30988,0.47657,-0.14876,0.16311,0.47657,-0.013197,0.32777,0.45926,-0.15712,-0.4138,0.49397,-0.36516,0.41946,0.46503,-0.35062,-0.067255,-0.000147,-0.026248,0.071996,-0.000902,-0.031234,-0.12079,-0.32043,-0.014708,0.11493,-0.31873,-0.001326,-0.12605,-0.67407,0.019639,0.13591,-0.61828,0.022875
7,0.020206,0.74766,-0.012209,-0.14293,0.48283,-0.016194,-0.29413,0.51808,-0.13205,0.16898,0.48575,-0.011056,0.31431,0.5048,-0.12174,-0.38656,0.5778,-0.30021,0.39375,0.5548,-0.29098,-0.06675,0.003879,-0.028393,0.071868,0.00322,-0.030798,-0.12049,-0.31987,-0.015947,0.11468,-0.31863,-0.001388,-0.12559,-0.67343,0.019812,0.1355,-0.61925,0.022937
8,0.02045,0.7479,-0.01129,-0.14288,0.48599,-0.016113,-0.29413,0.55141,-0.13205,0.16988,0.49059,-0.010831,0.31431,0.53909,-0.12174,-0.38656,0.63963,-0.30021,0.39375,0.61864,-0.29098,-0.06649,0.005896,-0.028368,0.071936,0.005253,-0.030614,-0.12029,-0.31951,-0.015941,0.11449,-0.31855,-0.001164,-0.12571,-0.67311,0.019738,0.135,-0.61996,0.022769
9,0.020733,0.74818,-0.010722,-0.14275,0.48993,-0.016079,-0.29415,0.58251,-0.13109,0.17106,0.4959,-0.010426,0.31431,0.57335,-0.12174,-0.38666,0.69371,-0.29655,0.39368,0.67776,-0.28839,-0.066144,0.008211,-0.028358,0.072042,0.007593,-0.03055,-0.1201,-0.31924,-0.015936,0.11432,-0.31838,-0.001,-0.12577,-0.67286,0.019671,0.13446,-0.62099,0.022592
