FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.011895,0.74509,-0.053399,-0.14315,0.46284,-0.01804,-0.23515,0.27117,-0.049337,0.14779,0.46548,-0.031231,0.22816,0.26958,-0.072896,-0.29185,0.10329,-0.17184,0.27368,0.097064,-0.1937,-0.067909,-0.003785,-0.036565,0.067564,-0.005607,-0.036141,-0.11741,-0.31647,-0.026332,0.11174,-0.32091,-0.025636,-0.11881,-0.63255,0.012741,0.13182,-0.63734,0.003449
1,0.011712,0.74508,-0.05015,-0.14035,0.46403,-0.017679,-0.24738,0.28344,-0.068417,0.14608,0.46666,-0.032754,0.24202,0.28064,-0.087959,-0.32172,0.15569,-0.22644,0.30962,0.15884,-0.2539,-0.067854,-0.00365,-0.035327,0.067672,-0.005379,-0.035937,-0.11777,-0.31534,-0.025064,0.11156,-0.32107,-0.022942,-0.1181,-0.63495,0.013058,0.13267,-0.63689,0.004222
2,0.011544,0.74531,-0.044824,-0.13879,0.46715,-0.015984,-0.274,0.32219,-0.10605,0.14557,0.46764,-0.033693,0.26687,0.31445,-0.13136,-0.35665,0.19668,-0.26155,0.34278,0.19868,-0.29796,-0.066937,-0.002204,-0.03231,0.068511,-0.003907,-0.035627,-0.11814,-0.31472,-0.023046,0.11139,-0.32182,-0.020326,-0.11831,-0.63404,0.013542,0.13297,-0.63624,0.004745
3,0.011972,0.74534,-0.038906,-0.138,0.47016,-0.016347,-0.31511,0.38517,-0.1069,0.14516,0.47446,-0.03431,0.31521,0.395,-0.14421,-0.36141,0.37672,-0.31894,0.3612,0.36187,-0.35406,-0.066525,-0.000149,-0.028554,0.070141,-0.001095,-0.034368,-0.11853,-0.3118,-0.019599,0.11094,-0.32167,-0.016859,-0.1165,-0.64003,0.015233,0.13351,-0.63638,0.005858
4,0.011907,0.74498,-0.03675,-0.1374,0.4737,-0.015317,-0.32802,0.43723,-0.10867,0.14623,0.4786,-0.033267,0.32039,0.4358,-0.21236,-0.38219,0.43953,-0.3187,0.38786,0.42154,-0.41798,-0.066655,0.001473,-0.02725,0.0703,0.00073,-0.032798,-0.11837,-0.3112,-0.019164,0.11108,-0.32154,-0.016402,-0.11582,-0.64119,0.014784,0.13392,-0.63605,0.006402
5,0.012256,0.74521,-0.03577,-0.13613,0.48138,-0.015551,-0.3132,0.52817,-0.12779,0.15128,0.48794,-0.034699,0.32169,0.53754,-0.15669,-0.38887,0.59729,-0.34028,0.37455,0.62307,-0.38942,-0.065445,0.005645,-0.026758,0.071509,0.004465,-0.03157,-0.11812,-0.31061,-0.018473,0.11113,-0.32154,-0.015038,-0.11588,-0.63546,0.015105,0.1336,-0.63923,0.006399
6,0.012581,0.74556,-0.033855,-0.13408,0.48534,-0.017579,-0.31555,0.57519,-0.13883,0.15366,0.49466,-0.034943,0.31012,0.58591,-0.1485,-0.38964,0.68673,-0.36378,0.37011,0.70586,-0.39022,-0.064085,0.010034,-0.02601,0.072276,0.009438,-0.031565,-0.11767,-0.30899,-0.018522,0.11115,-0.32112,-0.015003,-0.11692,-0.62831,0.015764,0.13458,-0.63463,0.008552
7,0.014162,0.74677,-0.039864,-0.13215,0.49775,-0.020152,-0.27388,0.59961,-0.092882,0.15186,0.50448,-0.035544,0.27769,0.61631,-0.11316,-0.33845,0.71547,-0.24076,0.32038,0.74261,-0.2584,-0.06282,0.01675,-0.031952,0.07264,0.016382,-0.035505,-0.11647,-0.3089,-0.021983,0.11234,-0.3202,-0.017114,-0.1156,-0.63917,0.013579,0.1348,-0.6379,0.006944
8,0.01508,0.7478,-0.039895,-0.13055,0.50644,-0.021135,-0.27388,0.64265,-0.092882,0.15217,0.51226,-0.035995,0.2777,0.65902,-0.11295,-0.33826,0.78685,-0.23524,0.32047,0.81376,-0.24933,-0.061888,0.022257,-0.032321,0.073227,0.021968,-0.03595,-0.116,-0.30797,-0.021999,0.11269,-0.31963,-0.017114,-0.11529,-0.64026,0.013392,0.13502,-0.63866,0.007043
9,0.016098,0.74899,-0.039931,-0.12893,0.51479,-0.022212,-0.27236,0.681,-0.091906,0.15255,0.51994,-0.036429,0.27715,0.69745,-0.10937,-0.33492,0.8518,-0.22147,0.31599,0.87815,-0.23125,-0.060931,0.027856,-0.032831,0.073785,0.027655,-0.036476,-0.11547,-0.30708,-0.022018,0.11307,-0.31903,-0.017127,-0.11515,-0.64026,0.013167,0.13522,-0.6395,0.007052
