FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.016857,0.70207,-0.051732,-0.13981,0.46469,-0.033023,-0.3258,0.59806,-0.13917,0.14557,0.47785,-0.028497,0.31149,0.58662,-0.15116,-0.39766,0.75626,-0.32861,0.36859,0.75166,-0.33928,-0.064638,-0.003908,-0.033445,0.064528,-0.005244,-0.033204,-0.107,-0.34012,-0.02813,0.096125,-0.36029,-0.012265,-0.091888,-0.66806,0.02899,0.094523,-0.67924,0.010043
1,0.017889,0.7031,-0.052214,-0.13789,0.47095,-0.036246,-0.32041,0.64656,-0.13339,0.14674,0.49213,-0.02891,0.30467,0.64392,-0.14354,-0.36772,0.83717,-0.29606,0.34294,0.82097,-0.29247,-0.063064,0.001079,-0.035518,0.065276,0.000682,-0.034908,-0.10631,-0.33939,-0.028524,0.095864,-0.35836,-0.013798,-0.091602,-0.6672,0.029209,0.095673,-0.67571,0.009391
2,0.01857,0.70369,-0.052672,-0.13774,0.47557,-0.036487,-0.31006,0.66025,-0.12884,0.14717,0.49488,-0.028535,0.29796,0.66629,-0.13381,-0.35292,0.84314,-0.27156,0.32786,0.8506,-0.26219,-0.062096,0.004785,-0.036319,0.065657,0.003342,-0.03572,-0.1059,-0.33913,-0.028692,0.095995,-0.35844,-0.013864,-0.091627,-0.66709,0.02891,0.095747,-0.67574,0.009531
3,0.020577,0.70481,-0.05467,-0.13682,0.48509,-0.0357,-0.28207,0.69489,-0.10896,0.14719,0.50437,-0.027467,0.27342,0.7083,-0.11395,-0.32683,0.87764,-0.22652,0.30679,0.8868,-0.21861,-0.060851,0.012743,-0.039574,0.066189,0.011637,-0.037215,-0.1056,-0.33954,-0.029656,0.096049,-0.35855,-0.013951,-0.092285,-0.66929,0.028868,0.095769,-0.67533,0.009502
4,0.021856,0.70548,-0.055805,-0.13726,0.49683,-0.033014,-0.27514,0.69894,-0.10327,0.1472,0.50715,-0.026872,0.27048,0.71785,-0.10922,-0.31228,0.89061,-0.20309,0.29977,0.96733,-0.21757,-0.060576,0.016263,-0.040934,0.066558,0.015517,-0.037289,-0.10542,-0.33922,-0.029709,0.095717,-0.35616,-0.014481,-0.092479,-0.66807,0.028568,0.095846,-0.67522,0.009501
5,0.023631,0.70635,-0.057365,-0.1364,0.49611,-0.033841,-0.26921,0.7077,-0.098835,0.14715,0.50748,-0.02682,0.26389,0.72436,-0.10186,-0.30334,0.90118,-0.18631,0.29527,0.9735,-0.20566,-0.06039,0.016954,-0.041133,0.066853,0.016329,-0.03734,-0.10488,-0.33835,-0.030884,0.095748,-0.3562,-0.014637,-0.092545,-0.66792,0.028504,0.095451,-0.67549,0.009782
6,0.02603,0.70659,-0.059413,-0.12628,0.49819,-0.037989,-0.25706,0.72273,-0.090696,0.14807,0.51596,-0.024898,0.25326,0.76709,-0.09858,-0.29148,0.91388,-0.16444,0.28239,0.98052,-0.17699,-0.059139,0.02034,-0.042776,0.067746,0.01911,-0.038237,-0.10251,-0.33746,-0.033898,0.095668,-0.35519,-0.01567,-0.09268,-0.66761,0.028265,0.095196,-0.67475,0.009574
7,0.026815,0.70705,-0.059531,-0.12723,0.49719,-0.037708,-0.25741,0.7173,-0.089213,0.14895,0.51576,-0.025232,0.25911,0.74346,-0.093531,-0.29264,0.91128,-0.1669,0.28287,0.96547,-0.17344,-0.057035,0.02185,-0.042449,0.069478,0.021278,-0.037071,-0.102,-0.33735,-0.035281,0.096569,-0.35238,-0.016003,-0.092226,-0.66722,0.026902,0.096144,-0.67313,0.009349
8,0.02843,0.70758,-0.060659,-0.12396,0.49942,-0.037894,-0.25285,0.72104,-0.085321,0.14987,0.51849,-0.024922,0.25678,0.74889,-0.08988,-0.28685,0.91682,-0.1568,0.27915,0.9769,-0.16491,-0.055397,0.023643,-0.042555,0.070813,0.023304,-0.037126,-0.10076,-0.33735,-0.037202,0.097184,-0.35095,-0.016354,-0.092044,-0.66723,0.025832,0.096345,-0.67284,0.009306
9,0.030124,0.70803,-0.061739,-0.1206,0.50043,-0.037996,-0.24899,0.72432,-0.082012,0.15099,0.52098,-0.024723,0.25478,0.7532,-0.086384,-0.2826,0.92093,-0.14934,0.2762,0.98052,-0.15672,-0.053563,0.025217,-0.042613,0.072375,0.025017,-0.037169,-0.099078,-0.33786,-0.039663,0.098062,-0.34965,-0.01668,-0.091762,-0.66746,0.024694,0.0966,-0.67256,0.009264
