FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.020128,0.74245,-0.060676,-0.14584,0.46162,-0.030061,-0.16551,0.19275,0.002307,0.1681,0.46703,-0.009503,0.22218,0.23756,0.035083,-0.19668,-0.010398,-0.041653,0.25253,0.00624,-0.006923,-0.065903,-0.003623,-0.034231,0.072548,-0.005182,-0.037537,-0.11078,-0.33806,-0.066631,0.11108,-0.3225,0.002354,-0.13821,-0.65752,-0.027193,0.10184,-0.62882,0.018651
1,0.023549,0.74267,-0.057486,-0.14296,0.46083,-0.027359,-0.16577,0.19283,0.006114,0.16968,0.46735,-0.008886,0.22576,0.23987,0.034846,-0.19711,-0.010379,-0.037317,0.25841,0.006158,-0.008948,-0.06586,-0.003888,-0.03085,0.072891,-0.00549,-0.035833,-0.11175,-0.33276,-0.056833,0.11298,-0.32195,0.004234,-0.13732,-0.65532,-0.026304,0.10133,-0.6333,0.018251
2,0.024304,0.74286,-0.055798,-0.14617,0.46165,-0.028045,-0.17575,0.23359,0.002235,0.17063,0.46818,-0.007666,0.22632,0.2396,0.035249,-0.18886,0.021818,-0.026369,0.25958,0.006274,-0.008443,-0.066193,-0.003551,-0.029525,0.072557,-0.00519,-0.034152,-0.11313,-0.33111,-0.052017,0.11319,-0.32152,0.004515,-0.13727,-0.65494,-0.02478,0.10324,-0.62842,0.019553
3,0.025091,0.74382,-0.053607,-0.14833,0.46162,-0.025045,-0.17046,0.20045,0.01411,0.16372,0.46793,-0.005047,0.22695,0.23941,0.035387,-0.19871,-0.004477,-0.020605,0.26045,0.005971,-0.00894,-0.067628,-0.00319,-0.027545,0.071369,-0.004901,-0.032288,-0.11658,-0.32879,-0.04322,0.11319,-0.32162,0.004696,-0.13892,-0.6542,-0.021349,0.10335,-0.62867,0.019331
4,0.02495,0.74392,-0.053199,-0.15512,0.46099,-0.026459,-0.17991,0.21967,0.009922,0.15813,0.46744,-0.003989,0.22617,0.23945,0.036222,-0.19648,0.012862,-0.021012,0.25972,0.006363,-0.006804,-0.069038,-0.003355,-0.02677,0.070106,-0.004843,-0.031359,-0.1197,-0.32594,-0.039487,0.11296,-0.32146,0.004686,-0.14181,-0.64236,-0.018209,0.10242,-0.634,0.018361
5,0.023863,0.74421,-0.051524,-0.1547,0.46027,-0.024883,-0.17856,0.20202,0.012909,0.15943,0.46721,-0.003773,0.22473,0.23811,0.036867,-0.20095,-0.002673,-0.029224,0.25778,0.005808,-0.006483,-0.070319,-0.003575,-0.026372,0.069097,-0.005059,-0.030929,-0.12157,-0.32497,-0.037775,0.11229,-0.32121,0.004634,-0.14284,-0.64448,-0.017015,0.10139,-0.63601,0.017833
6,0.022882,0.74459,-0.050402,-0.15403,0.46001,-0.024174,-0.18521,0.22274,0.007612,0.16014,0.46727,-0.003426,0.22306,0.23724,0.036897,-0.20021,0.008167,-0.028463,0.2533,0.006053,-0.005237,-0.072589,-0.003701,-0.025301,0.066984,-0.00551,-0.030213,-0.12344,-0.32369,-0.036063,0.11129,-0.32085,0.004825,-0.1446,-0.63541,-0.015753,0.10084,-0.63643,0.018013
7,0.020966,0.7447,-0.050578,-0.15482,0.4603,-0.023424,-0.18231,0.20131,0.009754,0.16023,0.46611,-0.003661,0.2174,0.23438,0.037347,-0.20125,-0.003915,-0.036467,0.24455,0.005444,-0.004333,-0.073643,-0.003902,-0.026391,0.065238,-0.005986,-0.029424,-0.12466,-0.32382,-0.036258,0.10867,-0.32099,0.005225,-0.14481,-0.64157,-0.017781,0.099236,-0.63613,0.0184
8,0.020532,0.74492,-0.050001,-0.15589,0.46018,-0.023547,-0.18338,0.2015,0.009632,0.1596,0.46577,-0.003433,0.21498,0.23329,0.037723,-0.20223,-0.003915,-0.037176,0.24096,0.005026,-0.003907,-0.074978,-0.003999,-0.026474,0.063872,-0.006183,-0.028894,-0.12626,-0.32305,-0.035263,0.10765,-0.32086,0.005366,-0.14552,-0.64157,-0.017569,0.098915,-0.63612,0.018626
9,0.019503,0.74514,-0.04955,-0.15649,0.46007,-0.023615,-0.18435,0.2029,0.009217,0.1587,0.46538,-0.003308,0.21106,0.23022,0.037825,-0.20353,-0.002394,-0.038532,0.23612,0.004483,-0.003718,-0.076203,-0.00408,-0.026614,0.062616,-0.006352,-0.028498,-0.12757,-0.32259,-0.03467,0.10629,-0.3207,0.005442,-0.14614,-0.63987,-0.017448,0.098685,-0.63558,0.018916
10,0.018249,0.74538,-0.049384,-0.15718,0.46003,-0.023693,-0.1859,0.2021,0.008555,0.15783,0.46501,-0.003207,0.20719,0.22728,0.037809,-0.20501,-0.002548,-0.040888,0.23107,0.003922,-0.003739,-0.077327,-0.00421,-0.026742,0.061453,-0.006536,-0.028195,-0.12872,-0.32224,-0.03428,0.10494,-0.32056,0.005485,-0.14671,-0.63936,-0.017474,0.098495,-0.63555,0.019091
11,0.016946,0.74561,-0.049414,-0.15832,0.45997,-0.023914,-0.18734,0.20199,0.006693,0.15658,0.4646,-0.00326,0.20343,0.22437,0.03758,-0.20648,-0.00264,-0.04342,0.22634,0.00336,-0.004064,-0.078289,-0.004337,-0.026852,0.060502,-0.006687,-0.028002,-0.12974,-0.32198,-0.034072,0.10359,-0.32043,0.005441,-0.14715,-0.63908,-0.017525,0.098426,-0.63458,0.019321
12,0.01558,0.74588,-0.049553,-0.15944,0.45993,-0.024149,-0.18888,0.20015,0.004721,0.15556,0.46422,-0.003314,0.19978,0.22161,0.037164,-0.20785,-0.004415,-0.046261,0.22208,0.002727,-0.004472,-0.07909,-0.004461,-0.027066,0.059803,-0.006804,-0.028082,-0.13063,-0.32182,-0.034044,0.10236,-0.3203,0.005302,-0.14716,-0.63917,-0.017464,0.098369,-0.63294,0.019648
13,0.014159,0.74612,-0.049715,-0.16062,0.45989,-0.024602,-0.19042,0.19943,0.002443,0.15438,0.46396,-0.003449,0.1964,0.21971,0.036778,-0.20919,-0.005208,-0.048805,0.21825,0.002096,-0.004909,-0.079757,-0.004576,-0.027435,0.059229,-0.006866,-0.028147,-0.13148,-0.32167,-0.034114,0.1013,-0.32012,0.005182,-0.14716,-0.63917,-0.017488,0.098323,-0.63103,0.020048
14,0.012764,0.74637,-0.049874,-0.16178,0.45985,-0.025192,-0.19183,0.19792,0.000505,0.15312,0.46378,-0.003624,0.19344,0.21809,0.036441,-0.21047,-0.006772,-0.051316,0.21465,0.001362,-0.005319,-0.080324,-0.004682,-0.028054,0.058751,-0.006909,-0.028201,-0.13226,-0.32147,-0.034203,0.10037,-0.31992,0.005076,-0.14738,-0.64031,-0.017774,0.09829,-0.62893,0.020339
15,0.011312,0.74657,-0.05004,-0.16294,0.45982,-0.026227,-0.19325,0.19692,-0.001951,0.15167,0.46365,-0.003846,0.19075,0.21667,0.035988,-0.21173,-0.00777,-0.0541,0.21192,0.001137,-0.00563,-0.080845,-0.004829,-0.028882,0.058284,-0.006955,-0.028327,-0.13298,-0.32127,-0.034285,0.099572,-0.31975,0.004985,-0.14722,-0.64407,-0.017974,0.098324,-0.6268,0.020607
16,0.009926,0.74679,-0.050366,-0.16421,0.45988,-0.027497,-0.19459,0.19611,-0.004373,0.15023,0.46355,-0.004067,0.18845,0.21546,0.035012,-0.21262,-0.008548,-0.057117,0.20953,0.000641,-0.006468,-0.081345,-0.00497,-0.029942,0.057781,-0.006994,-0.028682,-0.1337,-0.32101,-0.034372,0.098902,-0.3196,0.004802,-0.14691,-0.6479,-0.018091,0.098947,-0.62425,0.020492
17,0.008585,0.74696,-0.050881,-0.16552,0.45988,-0.028933,-0.19586,0.19527,-0.006816,0.14887,0.46343,-0.004634,0.18664,0.21441,0.033756,-0.2135,-0.009791,-0.059776,0.20763,0.000249,-0.007575,-0.081821,-0.005127,-0.031133,0.05725,-0.007047,-0.029338,-0.13442,-0.32076,-0.034512,0.098282,-0.31942,0.004456,-0.14682,-0.65001,-0.018193,0.098843,-0.62345,0.020246
18,0.007324,0.74713,-0.051584,-0.16672,0.45988,-0.030343,-0.19705,0.19444,-0.009117,0.14824,0.4633,-0.005394,0.18597,0.21441,0.032073,-0.21372,-0.010933,-0.062456,0.20636,-0.000165,-0.009079,-0.082392,-0.00532,-0.03248,0.056585,-0.007157,-0.030325,-0.13513,-0.32048,-0.034654,0.097738,-0.31911,0.00397,-0.14657,-0.65286,-0.018354,0.099384,-0.62116,0.019899
19,0.006132,0.74724,-0.052347,-0.16781,0.45992,-0.031699,-0.19758,0.1937,-0.010271,0.14761,0.46315,-0.006474,0.18536,0.21441,0.029992,-0.21347,-0.010799,-0.064756,0.20519,-0.000535,-0.01091,-0.083022,-0.00552,-0.034032,0.055836,-0.007264,-0.031571,-0.13587,-0.32021,-0.034843,0.097213,-0.31877,0.003259,-0.14615,-0.65619,-0.018414,0.099803,-0.61914,0.019947
20,0.005015,0.74733,-0.05315,-0.16852,0.4599,-0.03274,-0.19769,0.19297,-0.011823,0.1473,0.46304,-0.007717,0.18485,0.21441,0.027525,-0.21306,-0.010799,-0.068648,0.20402,-0.001054,-0.013165,-0.083672,-0.005792,-0.035876,0.05506,-0.007421,-0.033074,-0.1366,-0.31998,-0.035145,0.096747,-0.31847,0.00242,-0.1459,-0.65958,-0.018489,0.099967,-0.61885,0.019595
