FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.01565,0.75712,0.015973,-0.18097,0.47398,-0.02769,-0.21865,0.21916,-0.048014,0.14967,0.47336,-0.020651,0.21976,0.24598,-0.033896,-0.19907,0.026396,-0.12434,0.14521,0.30089,-0.21096,-0.071924,-0.002344,-0.03647,0.072455,0.00294,-0.036697,-0.091702,-0.34731,-0.008823,0.09891,-0.35277,0.010628,-0.098432,-0.66359,0.036512,0.092883,-0.65791,0.056389
1,-0.015713,0.7571,0.016056,-0.18097,0.47398,-0.027688,-0.2187,0.2191,-0.048024,0.14958,0.47354,-0.020583,0.18745,0.23196,-0.097179,-0.19903,0.026435,-0.12436,0.14477,0.33775,-0.26012,-0.071932,-0.002331,-0.036508,0.072438,0.002995,-0.036826,-0.091701,-0.34732,-0.008823,0.098895,-0.35278,0.010626,-0.098401,-0.66364,0.036488,0.092914,-0.65795,0.056446
2,-0.015791,0.75718,0.016237,-0.181,0.47401,-0.027683,-0.2187,0.21912,-0.048025,0.14951,0.47365,-0.020533,0.18994,0.23463,-0.093902,-0.19902,0.026483,-0.1243,0.115,0.33512,-0.24796,-0.072028,-0.002253,-0.03665,0.072334,0.003051,-0.036909,-0.091689,-0.34722,-0.008817,0.098908,-0.35199,0.010129,-0.098468,-0.66325,0.036632,0.092923,-0.65788,0.056316
3,-0.015843,0.75719,0.016301,-0.18102,0.47402,-0.027679,-0.2187,0.21913,-0.048026,0.14947,0.47369,-0.020572,0.19297,0.23734,-0.087079,-0.19899,0.026537,-0.12432,0.162,0.30408,-0.27306,-0.072026,-0.002254,-0.036653,0.072324,0.00306,-0.036955,-0.091689,-0.34722,-0.008816,0.098927,-0.35197,0.010082,-0.098208,-0.66249,0.036592,0.093068,-0.65791,0.056299
4,-0.01598,0.75716,0.016564,-0.1811,0.47398,-0.027571,-0.2187,0.21937,-0.047876,0.14929,0.47376,-0.020644,0.19307,0.2378,-0.087134,-0.19899,0.026509,-0.12428,0.12025,0.3193,-0.25374,-0.072031,-0.002247,-0.036606,0.072318,0.003079,-0.036991,-0.091746,-0.34683,-0.008976,0.099066,-0.35157,0.010156,-0.097996,-0.6618,0.036799,0.093117,-0.65781,0.056172
5,-0.016084,0.75719,0.016929,-0.18113,0.474,-0.027483,-0.21877,0.21994,-0.047665,0.14924,0.47376,-0.020678,0.19575,0.23856,-0.081832,-0.19903,0.026416,-0.12406,0.12108,0.31781,-0.24873,-0.072114,-0.002263,-0.036623,0.072218,0.003054,-0.036978,-0.091728,-0.34681,-0.00897,0.099098,-0.35164,0.010174,-0.097939,-0.66175,0.036854,0.093067,-0.65795,0.05615
6,-0.016239,0.75721,0.017247,-0.18115,0.47401,-0.027484,-0.21878,0.21982,-0.047693,0.14919,0.47368,-0.020492,0.19574,0.23868,-0.08178,-0.19906,0.026396,-0.12403,0.1341,0.32675,-0.24952,-0.072115,-0.002268,-0.036627,0.072218,0.003043,-0.03697,-0.091703,-0.34687,-0.008865,0.099044,-0.35166,0.010298,-0.097969,-0.66177,0.036886,0.093126,-0.65795,0.056229
7,-0.01618,0.75727,0.017318,-0.18107,0.47396,-0.027359,-0.21878,0.21964,-0.047697,0.14913,0.47362,-0.020447,0.19622,0.23736,-0.078089,-0.19909,0.026611,-0.12404,0.13596,0.32285,-0.24446,-0.072155,-0.002299,-0.036564,0.072189,0.003003,-0.037012,-0.091673,-0.34694,-0.008853,0.098987,-0.35183,0.010357,-0.098202,-0.66184,0.036737,0.092927,-0.65765,0.056341
8,-0.01622,0.75731,0.017573,-0.18107,0.47396,-0.027273,-0.2188,0.2197,-0.047638,0.14907,0.47362,-0.020379,0.19623,0.23681,-0.078204,-0.19908,0.026611,-0.12399,0.13269,0.32372,-0.2446,-0.072174,-0.002295,-0.036565,0.072164,0.003006,-0.037033,-0.091629,-0.3469,-0.008842,0.098994,-0.35179,0.010327,-0.098206,-0.66173,0.036769,0.092908,-0.65757,0.056338
9,-0.016248,0.75735,0.017822,-0.18108,0.47397,-0.027173,-0.21883,0.21974,-0.047594,0.14902,0.47362,-0.020298,0.19623,0.23681,-0.078204,-0.19905,0.026528,-0.12395,0.12931,0.32372,-0.24156,-0.072191,-0.002293,-0.036565,0.072142,0.003003,-0.037056,-0.091576,-0.34689,-0.00883,0.09901,-0.35175,0.010327,-0.098216,-0.66171,0.036798,0.092904,-0.65749,0.056311
10,-0.016265,0.7574,0.01807,-0.18108,0.47397,-0.027077,-0.21884,0.21975,-0.047538,0.14898,0.47361,-0.020182,0.1962,0.23653,-0.077726,-0.199,0.026438,-0.12392,0.13444,0.32194,-0.24201,-0.072198,-0.002297,-0.036548,0.072132,0.002994,-0.037078,-0.091552,-0.34688,-0.008846,0.099021,-0.35172,0.01036,-0.098196,-0.66171,0.036822,0.092904,-0.65739,0.056307
