FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.003953,0.76418,0.000372,-0.17692,0.48922,-0.029159,-0.22418,0.23848,-0.044119,0.16251,0.48916,-0.026393,0.19678,0.24927,-0.065683,-0.21174,0.046552,-0.12001,0.14991,0.3251,-0.26434,-0.07437,-0.001158,-0.036513,0.074315,0.002049,-0.036447,-0.10493,-0.33339,-0.00119,0.10101,-0.33901,0.009663,-0.11282,-0.6575,0.040446,0.10463,-0.64717,0.044546
1,-0.003894,0.76394,0.00011,-0.17705,0.48928,-0.028902,-0.22417,0.23847,-0.044125,0.16355,0.48851,-0.027256,0.19589,0.24967,-0.067608,-0.21187,0.047742,-0.11991,0.14971,0.32402,-0.26311,-0.074413,-0.001168,-0.036435,0.074243,0.002004,-0.036393,-0.10502,-0.33341,-0.001012,0.10109,-0.33912,0.009931,-0.11283,-0.65736,0.040548,0.10439,-0.6459,0.044677
2,-0.003799,0.76388,-0.000352,-0.17719,0.4893,-0.028677,-0.22418,0.23843,-0.044245,0.16184,0.49029,-0.025667,0.19592,0.24965,-0.067659,-0.21191,0.047726,-0.11998,0.1496,0.32349,-0.26234,-0.074423,-0.001167,-0.036416,0.074217,0.002052,-0.036243,-0.1049,-0.33377,-0.00077,0.10112,-0.33888,0.009896,-0.11375,-0.65956,0.040732,0.10428,-0.64487,0.04478
3,-0.003783,0.76385,-0.000396,-0.17721,0.48931,-0.028654,-0.2241,0.23891,-0.044047,0.1609,0.49115,-0.024337,0.19729,0.25025,-0.062046,-0.21186,0.047614,-0.1196,0.15042,0.32742,-0.26386,-0.074417,-0.001139,-0.036418,0.074226,0.002095,-0.036176,-0.10486,-0.33275,-0.001227,0.10119,-0.33743,0.009862,-0.11285,-0.65676,0.041685,0.10432,-0.6446,0.044821
4,-0.003831,0.7635,-0.00052,-0.17724,0.48924,-0.028622,-0.22416,0.23871,-0.043957,0.16056,0.4913,-0.023639,0.19727,0.25014,-0.061863,-0.21187,0.047615,-0.1196,0.15051,0.32741,-0.26366,-0.074419,-0.001149,-0.036399,0.074239,0.002098,-0.036065,-0.10504,-0.3322,-0.001099,0.10123,-0.33669,0.009836,-0.11251,-0.65604,0.042355,0.10444,-0.64431,0.045037
5,-0.003875,0.76355,-0.000726,-0.17726,0.48929,-0.028451,-0.22415,0.23874,-0.043968,0.16019,0.49141,-0.023365,0.19703,0.2503,-0.062456,-0.21186,0.047622,-0.11952,0.14657,0.32381,-0.2703,-0.07446,-0.001135,-0.036375,0.074206,0.002112,-0.03606,-0.10504,-0.33192,-0.001165,0.10122,-0.33675,0.009892,-0.11255,-0.65609,0.04224,0.10433,-0.64358,0.045084
6,-0.003855,0.76339,-0.000947,-0.17728,0.48926,-0.028432,-0.22418,0.23877,-0.043913,0.15975,0.49171,-0.022793,0.19701,0.25019,-0.062627,-0.21189,0.047715,-0.11942,0.14726,0.32327,-0.26851,-0.074466,-0.001147,-0.036361,0.074197,0.002075,-0.035941,-0.105,-0.33207,-0.001116,0.1012,-0.33679,0.009941,-0.11245,-0.65579,0.042087,0.10431,-0.64429,0.04506
7,-0.003567,0.76273,-0.002005,-0.17719,0.48918,-0.028539,-0.22418,0.23856,-0.043664,0.16099,0.49084,-0.024587,0.19676,0.24992,-0.063968,-0.21163,0.047121,-0.11933,0.14917,0.32432,-0.26582,-0.074392,-0.001173,-0.036435,0.074251,0.002011,-0.036093,-0.10495,-0.33207,-0.001211,0.10112,-0.33753,0.009768,-0.11247,-0.65669,0.041126,0.10429,-0.6466,0.044557
8,-0.003477,0.76243,-0.002478,-0.17719,0.48916,-0.028539,-0.22418,0.23855,-0.043602,0.16086,0.49087,-0.024583,0.19671,0.24997,-0.06406,-0.21156,0.047081,-0.11932,0.14917,0.32414,-0.26583,-0.074387,-0.001192,-0.036453,0.074256,0.001994,-0.036093,-0.10494,-0.332,-0.001227,0.10113,-0.33753,0.009765,-0.11244,-0.65672,0.041127,0.10429,-0.64672,0.044559
9,-0.003387,0.76216,-0.002942,-0.17719,0.48911,-0.028539,-0.22417,0.23854,-0.043553,0.16072,0.4909,-0.024552,0.1967,0.25001,-0.064054,-0.21146,0.046907,-0.11932,0.14917,0.32407,-0.26583,-0.074372,-0.001211,-0.036482,0.074274,0.00198,-0.036092,-0.10492,-0.33194,-0.001262,0.10113,-0.33753,0.009726,-0.11236,-0.65666,0.041151,0.10431,-0.64699,0.044521
10,-0.003294,0.76188,-0.003439,-0.17718,0.48906,-0.028539,-0.22415,0.23855,-0.043526,0.16056,0.49094,-0.024549,0.1967,0.25006,-0.064054,-0.21132,0.04667,-0.11931,0.1492,0.32406,-0.26583,-0.074355,-0.001231,-0.036521,0.074298,0.00196,-0.036102,-0.10491,-0.33189,-0.001298,0.10114,-0.33753,0.009698,-0.11229,-0.65645,0.041148,0.10435,-0.64741,0.044452
