FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.04825,0.75396,-0.036164,-0.21088,0.48387,-0.043717,-0.24498,0.21841,-0.036056,0.13728,0.49263,-0.062726,0.21781,0.23009,-0.053324,-0.20146,-0.024651,-0.11485,0.22362,-0.014588,-0.1326,-0.079825,-0.008023,-0.034658,0.077636,0.002804,-0.034486,-0.095891,-0.46149,0.002032,0.12059,-0.47079,-0.000861,-0.10688,-0.83497,0.039489,0.14956,-0.84267,0.024444
1,-0.045295,0.7536,-0.036476,-0.20875,0.48418,-0.042783,-0.24084,0.21831,-0.035346,0.13995,0.49237,-0.062613,0.21949,0.22999,-0.053979,-0.19027,-0.025212,-0.11409,0.22379,-0.014821,-0.13295,-0.07809,-0.007852,-0.034734,0.079571,0.003093,-0.03473,-0.094458,-0.4629,0.003629,0.12219,-0.47068,-0.000481,-0.10671,-0.83519,0.039199,0.1499,-0.84262,0.024498
2,-0.042557,0.7531,-0.035787,-0.20645,0.48422,-0.042051,-0.23809,0.21786,-0.034922,0.14166,0.49203,-0.062533,0.22031,0.22972,-0.054343,-0.18569,-0.026253,-0.1132,0.22343,-0.014871,-0.13405,-0.076716,-0.008083,-0.034248,0.081261,0.002843,-0.035056,-0.092804,-0.46522,0.005049,0.12361,-0.47114,-0.000157,-0.10623,-0.83452,0.039839,0.15048,-0.84217,0.024791
3,-0.041153,0.75291,-0.035236,-0.20437,0.48414,-0.041923,-0.23656,0.21773,-0.034688,0.14326,0.49139,-0.062456,0.22049,0.22966,-0.054361,-0.18209,-0.024671,-0.11099,0.2231,-0.014711,-0.13488,-0.07485,-0.008185,-0.033013,0.083244,0.002595,-0.034596,-0.092194,-0.46602,0.005693,0.12481,-0.47198,-0.000542,-0.10607,-0.83462,0.039851,0.15076,-0.84208,0.024974
4,-0.039068,0.75315,-0.034747,-0.20227,0.48462,-0.041457,-0.23514,0.21757,-0.034159,0.14527,0.49116,-0.062032,0.22073,0.22955,-0.05454,-0.17983,-0.025673,-0.10912,0.22259,-0.014884,-0.13556,-0.07401,-0.008031,-0.032486,0.08432,0.002498,-0.033807,-0.091484,-0.46686,0.006246,0.12514,-0.47139,-0.000575,-0.10572,-0.83508,0.039669,0.15109,-0.84202,0.025148
5,-0.035701,0.75256,-0.034858,-0.20032,0.4855,-0.040995,-0.23313,0.21854,-0.033759,0.14755,0.49089,-0.061805,0.22131,0.22856,-0.055204,-0.17862,-0.026073,-0.10764,0.21985,-0.015738,-0.13693,-0.072757,-0.008178,-0.031178,0.085844,0.001778,-0.032263,-0.090804,-0.46769,0.006872,0.1254,-0.47112,0.000157,-0.10566,-0.83501,0.039686,0.15145,-0.84135,0.025447
6,-0.034567,0.75253,-0.034702,-0.19913,0.4857,-0.0401,-0.23251,0.21851,-0.033529,0.14875,0.49096,-0.061278,0.22134,0.22864,-0.055183,-0.17846,-0.026775,-0.10702,0.21832,-0.015602,-0.13784,-0.072739,-0.008175,-0.030642,0.085911,0.001493,-0.031865,-0.090545,-0.46783,0.007061,0.12636,-0.4708,0.001374,-0.10572,-0.83486,0.039701,0.15188,-0.84077,0.025598
7,-0.033426,0.75295,-0.034941,-0.19781,0.48505,-0.041054,-0.23307,0.21838,-0.033736,0.14961,0.49007,-0.060719,0.22106,0.22864,-0.054817,-0.18853,-0.026392,-0.10596,0.21718,-0.015296,-0.13683,-0.073101,-0.008047,-0.030201,0.085554,0.000931,-0.031502,-0.090315,-0.46656,0.007027,0.12714,-0.47101,0.002467,-0.10549,-0.83432,0.039741,0.152,-0.84093,0.025552
8,-0.031764,0.75281,-0.035002,-0.19638,0.48516,-0.040954,-0.23262,0.21839,-0.033572,0.15091,0.48972,-0.060248,0.2211,0.22844,-0.05484,-0.18863,-0.026792,-0.1054,0.21575,-0.015532,-0.13686,-0.07287,-0.008031,-0.029595,0.085878,0.000468,-0.030848,-0.089923,-0.46656,0.00725,0.1277,-0.47107,0.00315,-0.10533,-0.83403,0.039755,0.15225,-0.84074,0.025689
9,-0.03029,0.75265,-0.035055,-0.19513,0.48519,-0.040987,-0.23239,0.21843,-0.03346,0.15208,0.48934,-0.059761,0.22118,0.22825,-0.054843,-0.19025,-0.027184,-0.10534,0.21429,-0.015796,-0.13681,-0.072721,-0.008036,-0.029022,0.086108,-6.4e-05,-0.030223,-0.08959,-0.46656,0.007385,0.12826,-0.47118,0.003806,-0.10517,-0.83371,0.039768,0.15246,-0.84053,0.025769
10,-0.029109,0.75244,-0.035098,-0.19403,0.48519,-0.041026,-0.23238,0.21847,-0.033387,0.15306,0.48897,-0.05929,0.22125,0.22824,-0.054846,-0.1926,-0.027256,-0.1051,0.21346,-0.015987,-0.13677,-0.072674,-0.008026,-0.028595,0.086172,-0.000532,-0.029754,-0.089321,-0.46656,0.007469,0.1288,-0.47126,0.00442,-0.10501,-0.83349,0.039769,0.15264,-0.84043,0.02586
11,-0.027964,0.75215,-0.03527,-0.19302,0.4852,-0.041063,-0.23238,0.21851,-0.033337,0.15393,0.48859,-0.058868,0.22132,0.22824,-0.054848,-0.19548,-0.027256,-0.10471,0.21346,-0.016005,-0.13677,-0.072623,-0.008016,-0.028226,0.086229,-0.000996,-0.02933,-0.089069,-0.46653,0.007525,0.12927,-0.47123,0.004871,-0.10484,-0.83329,0.03977,0.15277,-0.84041,0.025964
12,-0.026912,0.75167,-0.035797,-0.19205,0.48527,-0.041099,-0.23238,0.21856,-0.033286,0.15467,0.48837,-0.058558,0.22142,0.22824,-0.054753,-0.19881,-0.027254,-0.10404,0.21346,-0.016267,-0.13672,-0.07257,-0.007999,-0.027939,0.086293,-0.001302,-0.028973,-0.088832,-0.46641,0.007521,0.12962,-0.47114,0.005097,-0.10465,-0.83298,0.039795,0.15287,-0.84041,0.026076
13,-0.02597,0.75125,-0.036336,-0.19124,0.48528,-0.041174,-0.2328,0.21907,-0.03278,0.15535,0.48826,-0.058356,0.22174,0.22826,-0.054059,-0.20194,-0.027197,-0.10337,0.21348,-0.016246,-0.13614,-0.072533,-0.007964,-0.027672,0.086388,-0.001548,-0.028648,-0.088592,-0.46617,0.007512,0.12988,-0.47105,0.005088,-0.10445,-0.83266,0.03986,0.15296,-0.8404,0.026147
14,-0.0252,0.75083,-0.03702,-0.19074,0.48528,-0.04131,-0.23391,0.21987,-0.031573,0.15596,0.48826,-0.058348,0.2227,0.22838,-0.052898,-0.20515,-0.02697,-0.10274,0.21408,-0.016451,-0.13461,-0.072346,-0.007936,-0.027334,0.086569,-0.001689,-0.028339,-0.088359,-0.46592,0.007503,0.13008,-0.47095,0.005081,-0.10427,-0.8324,0.03991,0.15301,-0.84039,0.026191
15,-0.024704,0.75026,-0.038348,-0.19061,0.48528,-0.041465,-0.23658,0.22146,-0.029012,0.15655,0.48826,-0.058369,0.22546,0.22872,-0.050816,-0.20929,-0.026547,-0.099316,0.21876,-0.01644,-0.12929,-0.072015,-0.007852,-0.027053,0.086782,-0.001689,-0.028102,-0.088187,-0.46578,0.007497,0.13012,-0.4709,0.005079,-0.10414,-0.83237,0.039959,0.15303,-0.84044,0.026233
