FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.009262,0.75947,0.01934,-0.17589,0.47588,-0.028516,-0.22082,0.22427,-0.05248,0.15272,0.48288,-0.022308,0.18624,0.24913,-0.096495,-0.20638,0.035457,-0.12912,0.12283,0.33073,-0.26694,-0.072384,-0.002257,-0.036225,0.07391,0.002879,-0.036949,-0.097963,-0.33805,-0.014047,0.092522,-0.34224,0.008688,-0.10582,-0.66169,0.027054,0.091051,-0.66385,0.031302
1,-0.009331,0.75945,0.019355,-0.17589,0.47577,-0.02871,-0.22101,0.22456,-0.052519,0.15272,0.48289,-0.022339,0.18637,0.24948,-0.096639,-0.20636,0.035287,-0.12916,0.12269,0.33072,-0.26717,-0.072403,-0.002285,-0.036282,0.07391,0.002852,-0.036995,-0.097985,-0.3381,-0.014029,0.092517,-0.34248,0.008882,-0.10583,-0.66139,0.026665,0.090857,-0.66424,0.031383
2,-0.00934,0.75938,0.019219,-0.17588,0.47567,-0.028879,-0.22112,0.22439,-0.052562,0.15275,0.48278,-0.022403,0.18586,0.2502,-0.09862,-0.20678,0.037527,-0.12876,0.12197,0.33158,-0.269,-0.072434,-0.002307,-0.036244,0.073893,0.002822,-0.037013,-0.097984,-0.33815,-0.01401,0.092506,-0.34228,0.008793,-0.10574,-0.66197,0.026667,0.090883,-0.66427,0.031359
3,-0.009345,0.7594,0.019235,-0.17643,0.47581,-0.028753,-0.22117,0.22456,-0.052582,0.15277,0.48282,-0.022373,0.1935,0.24005,-0.070947,-0.20653,0.036699,-0.12889,0.13036,0.32061,-0.24807,-0.072437,-0.002294,-0.036253,0.073871,0.002872,-0.037129,-0.097996,-0.3379,-0.014095,0.092514,-0.34226,0.008752,-0.10582,-0.6619,0.026676,0.090893,-0.66416,0.031325
4,-0.009419,0.75937,0.019216,-0.17637,0.47578,-0.028902,-0.22113,0.22421,-0.052628,0.15288,0.48276,-0.022429,0.18797,0.24817,-0.09016,-0.20648,0.035186,-0.12874,0.12497,0.32762,-0.26185,-0.072461,-0.002351,-0.036239,0.073878,0.002829,-0.037178,-0.098005,-0.33808,-0.014061,0.092519,-0.3418,0.008832,-0.10576,-0.6614,0.026725,0.09092,-0.66409,0.031299
5,-0.009422,0.75938,0.019212,-0.17638,0.47576,-0.028913,-0.22111,0.22456,-0.052816,0.15227,0.48316,-0.022434,0.16746,0.2716,-0.14644,-0.20645,0.035142,-0.1287,0.098449,0.35375,-0.31425,-0.072443,-0.002342,-0.03628,0.073905,0.002861,-0.037206,-0.098049,-0.33788,-0.014137,0.092503,-0.34223,0.00886,-0.10592,-0.66191,0.027534,0.090762,-0.66505,0.031405
6,-0.009589,0.75936,0.019123,-0.17635,0.47576,-0.029037,-0.22114,0.2246,-0.052914,0.15156,0.4835,-0.022449,0.16773,0.27119,-0.14599,-0.20644,0.03512,-0.12873,0.098735,0.35341,-0.31377,-0.072456,-0.002356,-0.036333,0.073906,0.002855,-0.037234,-0.098016,-0.338,-0.014103,0.092519,-0.34234,0.008781,-0.10593,-0.66265,0.027161,0.090606,-0.66571,0.031001
7,-0.009617,0.75933,0.019058,-0.17638,0.47574,-0.029111,-0.22101,0.22414,-0.05291,0.15202,0.48347,-0.022237,0.1848,0.25083,-0.10134,-0.20637,0.035123,-0.12876,0.12078,0.33518,-0.27286,-0.072472,-0.002376,-0.036409,0.073903,0.002856,-0.037393,-0.097995,-0.33802,-0.014047,0.092523,-0.34265,0.008689,-0.10592,-0.66185,0.02693,0.090766,-0.66514,0.031031
8,-0.009672,0.75932,0.019016,-0.1764,0.47574,-0.02916,-0.22102,0.22399,-0.052984,0.15185,0.48362,-0.022206,0.18496,0.25045,-0.10036,-0.20636,0.035009,-0.12874,0.12119,0.3347,-0.27202,-0.072482,-0.002389,-0.036443,0.073901,0.002856,-0.037443,-0.097982,-0.33804,-0.014023,0.092523,-0.34273,0.008682,-0.10594,-0.66185,0.026957,0.09075,-0.6652,0.030968
9,-0.009719,0.75931,0.01897,-0.17641,0.47575,-0.02916,-0.22103,0.22384,-0.053048,0.15171,0.48377,-0.022169,0.18552,0.24961,-0.098285,-0.20634,0.034906,-0.12872,0.122,0.3337,-0.27013,-0.072497,-0.002398,-0.036477,0.073892,0.002859,-0.03749,-0.097966,-0.33805,-0.014008,0.092521,-0.34279,0.008664,-0.10595,-0.66185,0.027016,0.090742,-0.66526,0.030909
10,-0.009783,0.75927,0.018897,-0.17641,0.47577,-0.029159,-0.22103,0.22372,-0.053091,0.15161,0.48387,-0.02214,0.18569,0.24936,-0.097476,-0.20632,0.034802,-0.1287,0.12232,0.33327,-0.26946,-0.072513,-0.002409,-0.036529,0.073882,0.002864,-0.037533,-0.097949,-0.33806,-0.014001,0.092521,-0.34291,0.008651,-0.10597,-0.66182,0.027031,0.090744,-0.66527,0.030853
11,-0.009832,0.75924,0.01883,-0.17639,0.47579,-0.029158,-0.22102,0.22356,-0.053123,0.15155,0.48396,-0.022118,0.18522,0.25012,-0.099152,-0.2063,0.034694,-0.12867,0.12167,0.33402,-0.27108,-0.072529,-0.00242,-0.036576,0.073871,0.002864,-0.037572,-0.097931,-0.3381,-0.013982,0.09252,-0.34302,0.008642,-0.10598,-0.66178,0.027038,0.090744,-0.66527,0.030853
12,-0.009877,0.7592,0.018756,-0.1764,0.47578,-0.029218,-0.22101,0.22341,-0.053142,0.15152,0.48402,-0.022112,0.18513,0.25019,-0.099481,-0.20628,0.034583,-0.12865,0.1216,0.3341,-0.27141,-0.072544,-0.002428,-0.03661,0.073856,0.002866,-0.037593,-0.097911,-0.33812,-0.013972,0.092517,-0.34309,0.008642,-0.10599,-0.66178,0.027037,0.090745,-0.66527,0.030843
13,-0.009935,0.75913,0.018648,-0.17641,0.47577,-0.029287,-0.221,0.22324,-0.053156,0.15152,0.48407,-0.022107,0.1865,0.24867,-0.095029,-0.20625,0.034465,-0.12863,0.12433,0.3308,-0.26598,-0.072559,-0.002435,-0.036644,0.073838,0.002866,-0.037597,-0.097884,-0.33816,-0.013952,0.092519,-0.34316,0.008642,-0.106,-0.66177,0.026982,0.090745,-0.66532,0.030843
14,-0.009996,0.75905,0.018525,-0.17643,0.47576,-0.029349,-0.22099,0.22308,-0.053168,0.15148,0.48416,-0.022107,0.18734,0.24772,-0.092307,-0.20623,0.034321,-0.12861,0.12528,0.32819,-0.26261,-0.072571,-0.00244,-0.036669,0.07382,0.002867,-0.037601,-0.097866,-0.33819,-0.013919,0.092522,-0.34322,0.008642,-0.10601,-0.66173,0.026934,0.090767,-0.66529,0.030844
15,-0.010063,0.75895,0.018364,-0.17644,0.47576,-0.029358,-0.22098,0.223,-0.053178,0.15143,0.48419,-0.022107,0.18794,0.247,-0.0901,-0.20621,0.034215,-0.12858,0.12616,0.32681,-0.26029,-0.072583,-0.002446,-0.036695,0.073802,0.002867,-0.037607,-0.097839,-0.33825,-0.013886,0.092514,-0.34325,0.008644,-0.10602,-0.66171,0.026885,0.090791,-0.66526,0.030858
16,-0.01014,0.75886,0.018209,-0.17646,0.47574,-0.029359,-0.22098,0.2229,-0.053189,0.15137,0.48422,-0.022105,0.1882,0.24688,-0.088868,-0.2062,0.034065,-0.12857,0.12674,0.32584,-0.2596,-0.072595,-0.002452,-0.036713,0.073786,0.002867,-0.037614,-0.09784,-0.33826,-0.013873,0.092507,-0.34328,0.008648,-0.10606,-0.6617,0.026883,0.090828,-0.66523,0.030876
17,-0.010213,0.75876,0.018052,-0.17649,0.47572,-0.029372,-0.22097,0.22282,-0.053201,0.15129,0.48427,-0.022096,0.18906,0.24607,-0.086112,-0.20618,0.033883,-0.12857,0.12787,0.32436,-0.2573,-0.072606,-0.002461,-0.036733,0.073773,0.002869,-0.037636,-0.097836,-0.33828,-0.01384,0.092501,-0.34331,0.008648,-0.10609,-0.66173,0.026894,0.090865,-0.6652,0.030897
18,-0.0103,0.75865,0.017865,-0.17655,0.47567,-0.02943,-0.22097,0.22272,-0.053214,0.15123,0.48431,-0.022111,0.18921,0.24593,-0.08594,-0.20616,0.033732,-0.12857,0.12809,0.32421,-0.25729,-0.072612,-0.002472,-0.036755,0.073763,0.002869,-0.037658,-0.09783,-0.3383,-0.013814,0.092495,-0.34339,0.00865,-0.10612,-0.66177,0.026884,0.090896,-0.6652,0.030925
19,-0.01038,0.75856,0.01769,-0.17665,0.47562,-0.029479,-0.22096,0.2226,-0.053234,0.15124,0.48431,-0.022121,0.18976,0.24521,-0.084052,-0.20614,0.033551,-0.12856,0.12886,0.32332,-0.25588,-0.072616,-0.002481,-0.036763,0.073755,0.002868,-0.037685,-0.09782,-0.33832,-0.013816,0.092493,-0.34348,0.008655,-0.10616,-0.66185,0.026877,0.09092,-0.6652,0.030952
20,-0.010476,0.75844,0.017469,-0.17675,0.47557,-0.029496,-0.22096,0.22247,-0.053248,0.15126,0.48429,-0.022139,0.18996,0.24472,-0.083014,-0.20611,0.03337,-0.12858,0.12936,0.32278,-0.25505,-0.072621,-0.002489,-0.036768,0.073751,0.002866,-0.037721,-0.097764,-0.33836,-0.013813,0.092489,-0.34356,0.008658,-0.10619,-0.6619,0.026862,0.090922,-0.6652,0.030972
21,-0.01056,0.75828,0.017185,-0.17688,0.47552,-0.029574,-0.22097,0.22237,-0.053277,0.15129,0.48426,-0.022155,0.18988,0.24473,-0.082884,-0.20608,0.033229,-0.12863,0.12946,0.32267,-0.2553,-0.072626,-0.002491,-0.03679,0.073749,0.002866,-0.037775,-0.097722,-0.33836,-0.013822,0.092483,-0.3436,0.008658,-0.10622,-0.66188,0.026802,0.090922,-0.66525,0.030983
22,-0.01063,0.75816,0.016919,-0.17702,0.47546,-0.029619,-0.22097,0.22235,-0.0533,0.15133,0.48422,-0.022172,0.18987,0.24473,-0.082816,-0.20606,0.033229,-0.12868,0.12954,0.32258,-0.25541,-0.072632,-0.002489,-0.036817,0.073745,0.002868,-0.037831,-0.097679,-0.3384,-0.013831,0.092482,-0.34362,0.008653,-0.10624,-0.66199,0.026768,0.090921,-0.66534,0.030992
