FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.011453,0.76331,0.012895,-0.17821,0.48141,-0.033526,-0.21824,0.22767,-0.051761,0.16056,0.47832,-0.02289,0.20177,0.24546,-0.054021,-0.20216,0.032038,-0.12855,0.12147,0.31603,-0.24898,-0.072437,-0.001629,-0.036448,0.073279,0.002391,-0.036832,-0.096481,-0.33477,-0.020464,0.10291,-0.33401,-0.000846,-0.10013,-0.65691,0.02205,0.10139,-0.65275,0.034322
1,-0.011606,0.76321,0.013187,-0.17843,0.48129,-0.033393,-0.21831,0.22771,-0.051704,0.16001,0.47819,-0.022816,0.20899,0.24567,-0.046361,-0.20223,0.032072,-0.12851,0.12153,0.31598,-0.24879,-0.072454,-0.001653,-0.036449,0.073207,0.00235,-0.036956,-0.096527,-0.33461,-0.020574,0.10283,-0.33448,-0.000918,-0.10021,-0.6566,0.022077,0.1009,-0.65344,0.034444
2,-0.011671,0.76324,0.013314,-0.17862,0.48119,-0.033279,-0.21823,0.22764,-0.051872,0.16043,0.47813,-0.022809,0.20999,0.24406,-0.042831,-0.20228,0.032087,-0.12855,0.12151,0.31603,-0.24876,-0.072609,-0.001726,-0.036643,0.073073,0.0022,-0.03746,-0.096695,-0.33434,-0.020927,0.10276,-0.33413,-0.001367,-0.10015,-0.65661,0.022085,0.10093,-0.65353,0.034407
3,-0.011762,0.76314,0.01354,-0.17877,0.48111,-0.033303,-0.21822,0.22766,-0.051884,0.16094,0.47802,-0.0228,0.21066,0.24397,-0.041631,-0.20242,0.032275,-0.12861,0.12151,0.31602,-0.24862,-0.072748,-0.001675,-0.036917,0.072928,0.002239,-0.037743,-0.096748,-0.33428,-0.021159,0.10277,-0.33417,-0.001451,-0.09993,-0.65638,0.021746,0.10088,-0.6534,0.034372
4,-0.011772,0.76314,0.01354,-0.17878,0.48106,-0.033234,-0.21822,0.22766,-0.051891,0.16111,0.47802,-0.022797,0.20485,0.24518,-0.048472,-0.20231,0.032091,-0.12884,0.11636,0.3182,-0.23688,-0.0728,-0.001707,-0.037122,0.072894,0.002228,-0.038238,-0.096829,-0.33425,-0.02137,0.10273,-0.33438,-0.001594,-0.099864,-0.65613,0.021799,0.10106,-0.65358,0.034322
5,-0.011813,0.76308,0.013634,-0.17695,0.48129,-0.033974,-0.21826,0.22774,-0.051822,0.16007,0.47802,-0.022714,0.203,0.24627,-0.050751,-0.20232,0.032073,-0.1288,0.11502,0.31923,-0.23942,-0.072897,-0.001749,-0.037238,0.072839,0.002186,-0.038328,-0.096858,-0.33396,-0.021605,0.1027,-0.33435,-0.001663,-0.099829,-0.6561,0.021932,0.10105,-0.65355,0.034307
6,-0.011924,0.76294,0.013748,-0.17586,0.48139,-0.034278,-0.21826,0.22774,-0.05183,0.16052,0.47798,-0.022715,0.20557,0.24445,-0.046584,-0.20229,0.032126,-0.12894,0.11691,0.31727,-0.23499,-0.072925,-0.001729,-0.037268,0.072819,0.002174,-0.038346,-0.096834,-0.33407,-0.021641,0.10269,-0.33433,-0.001721,-0.099838,-0.65621,0.021943,0.10103,-0.6535,0.034287
7,-0.011896,0.76291,0.013717,-0.17764,0.4812,-0.033162,-0.21815,0.22776,-0.051883,0.16058,0.47798,-0.022712,0.20857,0.24429,-0.044024,-0.20222,0.032069,-0.1289,0.12123,0.31654,-0.24446,-0.072884,-0.001729,-0.037244,0.072821,0.002206,-0.038327,-0.09673,-0.33445,-0.021471,0.10278,-0.33434,-0.001935,-0.10003,-0.65584,0.02195,0.10096,-0.65344,0.034272
8,-0.011924,0.76284,0.013715,-0.17765,0.48117,-0.033041,-0.2181,0.22776,-0.051897,0.16053,0.47797,-0.022706,0.20857,0.24429,-0.044024,-0.20221,0.032069,-0.12895,0.12068,0.31656,-0.24344,-0.072897,-0.001734,-0.037306,0.072803,0.0022,-0.038425,-0.096728,-0.33445,-0.021508,0.10279,-0.33437,-0.002046,-0.10003,-0.65573,0.021953,0.10094,-0.65351,0.034244
9,-0.011951,0.76277,0.013714,-0.17764,0.48115,-0.032916,-0.21806,0.22777,-0.051911,0.16053,0.47795,-0.022709,0.20834,0.24418,-0.043725,-0.2022,0.032065,-0.12897,0.12081,0.31672,-0.24344,-0.072902,-0.00174,-0.037349,0.072789,0.002194,-0.038468,-0.096727,-0.33446,-0.021525,0.10279,-0.33435,-0.002146,-0.10003,-0.65563,0.021954,0.10093,-0.65353,0.034213
10,-0.011976,0.76269,0.013713,-0.17765,0.48112,-0.032801,-0.21801,0.22777,-0.051923,0.16045,0.47794,-0.022715,0.20809,0.24416,-0.043754,-0.20218,0.032066,-0.12899,0.12094,0.31669,-0.24343,-0.072901,-0.001754,-0.037377,0.072781,0.002191,-0.038502,-0.096724,-0.33452,-0.021526,0.1028,-0.33435,-0.002249,-0.10003,-0.65554,0.021958,0.10093,-0.65351,0.034199
