FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.004884,0.769,-0.012742,-0.18004,0.4998,-0.028056,-0.23216,0.25154,-0.037983,0.16323,0.50791,-0.01879,0.21263,0.2681,-0.051599,-0.22384,0.063865,-0.11326,0.13559,0.39534,-0.26441,-0.074591,-0.000741,-0.036488,0.074535,0.001714,-0.036428,-0.10233,-0.32684,-0.007995,0.10888,-0.33843,0.004573,-0.11654,-0.65034,0.029876,0.11464,-0.65054,0.034938
1,-0.00498,0.769,-0.012509,-0.18019,0.4998,-0.027372,-0.23228,0.25171,-0.037462,0.16817,0.50278,-0.017887,0.21244,0.2678,-0.050451,-0.22395,0.063774,-0.11275,0.13537,0.39592,-0.26454,-0.074606,-0.000728,-0.036481,0.074518,0.001699,-0.036366,-0.10239,-0.32617,-0.008268,0.10895,-0.33866,0.004688,-0.11668,-0.65025,0.030181,0.11449,-0.65096,0.035015
2,-0.005009,0.76896,-0.012415,-0.18024,0.49977,-0.027168,-0.23237,0.25174,-0.037075,0.17194,0.49798,-0.018092,0.2127,0.26817,-0.051359,-0.22401,0.063755,-0.11261,0.13522,0.39665,-0.26491,-0.074784,-0.000812,-0.0361,0.074431,0.001569,-0.03629,-0.10238,-0.32626,-0.00819,0.1089,-0.33783,0.004421,-0.11671,-0.65025,0.030165,0.11472,-0.6505,0.035149
3,-0.005031,0.76889,-0.012376,-0.17985,0.49924,-0.027284,-0.23196,0.25188,-0.036604,0.17272,0.49766,-0.017395,0.21264,0.26866,-0.051826,-0.22405,0.063866,-0.1122,0.135,0.39712,-0.26547,-0.074779,-0.000886,-0.036066,0.074437,0.001405,-0.035896,-0.10239,-0.32626,-0.008137,0.10887,-0.33804,0.00454,-0.11626,-0.64838,0.030557,0.11469,-0.65081,0.035203
4,-0.005022,0.76886,-0.012294,-0.17986,0.49928,-0.027244,-0.23195,0.25186,-0.036551,0.17296,0.49761,-0.01714,0.21269,0.26814,-0.050606,-0.22402,0.063707,-0.11208,0.13496,0.39724,-0.26548,-0.07478,-0.000894,-0.035994,0.074426,0.001354,-0.035699,-0.10232,-0.32638,-0.008164,0.10876,-0.33849,0.004685,-0.11654,-0.64898,0.030423,0.11472,-0.65096,0.035243
5,-0.005032,0.76883,-0.01222,-0.17977,0.49911,-0.027302,-0.23194,0.25187,-0.036499,0.17321,0.49719,-0.016861,0.2124,0.26776,-0.049315,-0.224,0.06361,-0.11199,0.1348,0.39745,-0.26564,-0.074835,-0.001041,-0.035888,0.074419,0.001228,-0.035656,-0.10238,-0.32651,-0.008083,0.10885,-0.33871,0.004791,-0.11659,-0.64903,0.030469,0.11481,-0.65155,0.035302
6,-0.005083,0.76867,-0.01203,-0.17988,0.4992,-0.027075,-0.23176,0.25181,-0.036401,0.17414,0.49669,-0.016635,0.21218,0.26873,-0.051212,-0.22396,0.063543,-0.1117,0.13457,0.39762,-0.2658,-0.074845,-0.00101,-0.035757,0.074407,0.001223,-0.03566,-0.10234,-0.32645,-0.008097,0.10888,-0.33872,0.00484,-0.11674,-0.64917,0.030534,0.11487,-0.65134,0.035228
7,-0.00513,0.76868,-0.012084,-0.1801,0.49932,-0.026678,-0.23189,0.25151,-0.036176,0.17359,0.49635,-0.017417,0.21197,0.26822,-0.050219,-0.22383,0.063257,-0.11133,0.13485,0.39621,-0.26325,-0.074871,-0.001017,-0.035729,0.074333,0.001203,-0.035571,-0.10226,-0.32686,-0.007859,0.10901,-0.33879,0.004964,-0.1167,-0.65089,0.030003,0.11491,-0.65066,0.035283
8,-0.005165,0.76864,-0.012044,-0.18014,0.49929,-0.026503,-0.23187,0.25147,-0.036027,0.17383,0.4961,-0.017291,0.21183,0.26821,-0.049907,-0.22378,0.063045,-0.11113,0.13493,0.39572,-0.2621,-0.074883,-0.001038,-0.035641,0.074311,0.001169,-0.035498,-0.10224,-0.3269,-0.007804,0.10905,-0.33888,0.005057,-0.11674,-0.65112,0.030006,0.11497,-0.65068,0.03531
9,-0.0052,0.76859,-0.012021,-0.18018,0.49926,-0.026321,-0.23186,0.25141,-0.035844,0.17406,0.49585,-0.017189,0.21172,0.26821,-0.049642,-0.22372,0.062785,-0.11089,0.13497,0.39537,-0.26095,-0.074894,-0.00106,-0.035528,0.074293,0.00114,-0.035444,-0.10221,-0.327,-0.00772,0.10905,-0.33881,0.005124,-0.11676,-0.65135,0.029974,0.11504,-0.65059,0.035363
10,-0.005243,0.76854,-0.012003,-0.1802,0.49923,-0.026152,-0.23184,0.25135,-0.035661,0.17428,0.49564,-0.017055,0.21161,0.26818,-0.04929,-0.22365,0.062523,-0.11064,0.13485,0.39515,-0.26004,-0.074902,-0.001072,-0.035418,0.074274,0.001125,-0.035392,-0.10218,-0.32709,-0.00764,0.10907,-0.33881,0.005196,-0.11678,-0.65158,0.029941,0.11511,-0.65053,0.035429
11,-0.005284,0.76851,-0.012004,-0.18026,0.49922,-0.025994,-0.23182,0.25128,-0.035486,0.17449,0.49547,-0.016984,0.21152,0.26809,-0.048998,-0.22358,0.062228,-0.11042,0.13466,0.39501,-0.2593,-0.074911,-0.001083,-0.035317,0.074255,0.001109,-0.035338,-0.10216,-0.32718,-0.00756,0.10911,-0.33884,0.005266,-0.11682,-0.65194,0.029878,0.11518,-0.65043,0.035493
12,-0.005326,0.76847,-0.012006,-0.18032,0.49919,-0.02585,-0.23179,0.25121,-0.035287,0.17472,0.49536,-0.016933,0.21145,0.26803,-0.048725,-0.2235,0.061875,-0.1102,0.13486,0.39447,-0.25773,-0.07492,-0.001092,-0.035224,0.074248,0.001102,-0.035284,-0.10214,-0.32724,-0.007511,0.10915,-0.33887,0.005331,-0.11685,-0.65206,0.029863,0.11522,-0.65024,0.035575
