FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.016667,0.76159,0.016862,-0.18327,0.48009,-0.037859,-0.22405,0.22381,-0.060489,0.16052,0.47478,-0.022861,0.19316,0.22431,-0.001495,-0.20037,0.027874,-0.13331,0.1125,0.39374,-0.18842,-0.071452,-0.001225,-0.035704,0.074485,0.001844,-0.037195,-0.098658,-0.33504,-0.026298,0.10132,-0.34207,0.009535,-0.1073,-0.64656,0.007876,0.10445,-0.66938,0.030681
1,-0.016666,0.76166,0.016994,-0.18362,0.47994,-0.037045,-0.22433,0.22439,-0.060128,0.16125,0.47441,-0.021613,0.20284,0.23296,-0.007286,-0.2003,0.027696,-0.13304,0.1117,0.39812,-0.19319,-0.071645,-0.001803,-0.035696,0.074407,0.001224,-0.037411,-0.098825,-0.33422,-0.026255,0.10165,-0.34182,0.009396,-0.10746,-0.64608,0.007826,0.1046,-0.66922,0.030817
2,-0.016669,0.76169,0.017006,-0.18365,0.47986,-0.036903,-0.2244,0.22446,-0.060149,0.16127,0.4749,-0.021614,0.1972,0.2268,-0.002355,-0.20042,0.028382,-0.133,0.11195,0.39426,-0.18901,-0.071675,-0.001859,-0.035657,0.074394,0.001169,-0.037523,-0.098821,-0.33421,-0.026257,0.10179,-0.34182,0.009305,-0.10751,-0.64614,0.007839,0.10461,-0.66923,0.030816
3,-0.016578,0.76162,0.017029,-0.1837,0.47965,-0.036736,-0.22422,0.22413,-0.0602,0.16114,0.47468,-0.022102,0.19406,0.22356,0.000884,-0.2002,0.027346,-0.13316,0.11183,0.39203,-0.18624,-0.071638,-0.002106,-0.03561,0.074505,0.00089,-0.037618,-0.098638,-0.33452,-0.02615,0.10189,-0.34179,0.009337,-0.10733,-0.6463,0.00775,0.10473,-0.66971,0.030659
4,-0.016573,0.76162,0.016983,-0.18373,0.47957,-0.03673,-0.22411,0.22412,-0.06021,0.16124,0.47497,-0.022219,0.19323,0.22289,-0.001073,-0.20055,0.028107,-0.13311,0.1114,0.39271,-0.18709,-0.071551,-0.002109,-0.035607,0.074576,0.000956,-0.03767,-0.098635,-0.33454,-0.026158,0.10189,-0.34191,0.009235,-0.10729,-0.64611,0.007953,0.10465,-0.66946,0.030523
5,-0.016603,0.76158,0.01692,-0.18366,0.47948,-0.036716,-0.2241,0.22411,-0.060216,0.16147,0.47553,-0.021904,0.20067,0.23105,-0.011831,-0.2004,0.027305,-0.13364,0.11042,0.40007,-0.19449,-0.071519,-0.002152,-0.035635,0.074619,0.00094,-0.037751,-0.098622,-0.33479,-0.026051,0.10184,-0.3421,0.00891,-0.10719,-0.64625,0.00766,0.10469,-0.6673,0.031101
6,-0.016605,0.76156,0.016911,-0.18364,0.47959,-0.036697,-0.22401,0.22414,-0.060127,0.16152,0.4748,-0.022035,0.20266,0.23243,-0.012463,-0.20023,0.026762,-0.13378,0.1105,0.40083,-0.19473,-0.071631,-0.002332,-0.035574,0.074549,0.000583,-0.038185,-0.098724,-0.33463,-0.026224,0.10185,-0.34208,0.008926,-0.10719,-0.64625,0.007669,0.10468,-0.66726,0.031096
7,-0.016675,0.76159,0.016977,-0.18359,0.47947,-0.036714,-0.22386,0.22413,-0.06032,0.16159,0.47535,-0.0221,0.19987,0.23211,-0.013291,-0.19977,0.026212,-0.1342,0.11004,0.40134,-0.19576,-0.071461,-0.002263,-0.035819,0.074659,0.000833,-0.038175,-0.098639,-0.33476,-0.026264,0.10196,-0.34232,0.008744,-0.10716,-0.6461,0.00759,0.10469,-0.66847,0.030792
8,-0.016685,0.76159,0.016992,-0.18359,0.47943,-0.036714,-0.22381,0.22415,-0.060331,0.16169,0.47547,-0.022092,0.19999,0.23211,-0.013729,-0.1996,0.025876,-0.13444,0.10996,0.4016,-0.19598,-0.071434,-0.002297,-0.035879,0.074714,0.000812,-0.038346,-0.098618,-0.33476,-0.026261,0.10201,-0.34243,0.008635,-0.10713,-0.64605,0.007518,0.10469,-0.66842,0.030777
9,-0.016699,0.76159,0.016998,-0.18358,0.4794,-0.036705,-0.22376,0.22415,-0.060376,0.16178,0.47547,-0.022131,0.19988,0.23237,-0.014893,-0.19944,0.025571,-0.13469,0.10962,0.40229,-0.19663,-0.071386,-0.002331,-0.0359,0.074773,0.000772,-0.038511,-0.098576,-0.33483,-0.026256,0.10206,-0.34253,0.008531,-0.10709,-0.64601,0.00746,0.10472,-0.66843,0.030748
10,-0.016716,0.76159,0.017004,-0.18357,0.47936,-0.036704,-0.22371,0.22413,-0.060421,0.16184,0.47546,-0.022179,0.20039,0.2334,-0.01629,-0.19927,0.025252,-0.13489,0.10938,0.40326,-0.19758,-0.071343,-0.002363,-0.035937,0.074825,0.000735,-0.038669,-0.098532,-0.33489,-0.026266,0.10211,-0.34262,0.008461,-0.10706,-0.64595,0.007414,0.10474,-0.66843,0.030716
11,-0.016742,0.76158,0.017013,-0.18355,0.47932,-0.036704,-0.22367,0.22412,-0.060465,0.1619,0.47546,-0.022227,0.20043,0.23342,-0.016809,-0.19913,0.025027,-0.13505,0.10912,0.40326,-0.1976,-0.071299,-0.002384,-0.035981,0.074873,0.000696,-0.03878,-0.098502,-0.33493,-0.026283,0.10216,-0.3427,0.00839,-0.10702,-0.64587,0.00739,0.10475,-0.66843,0.030692
