FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.014454,0.84869,0.072097,-0.17182,0.53726,0.026605,-0.26462,0.32141,-0.068051,0.19209,0.54183,0.033151,0.32143,0.33916,-0.045902,-0.29281,0.25087,-0.31198,0.30721,0.18723,-0.24962,-0.080118,0.003384,-0.040746,0.086213,-0.001951,-0.043953,-0.11422,-0.45318,-0.036654,0.13027,-0.50987,0.004322,-0.10066,-0.84821,-0.082757,0.14657,-0.86445,-0.048942
1,-0.015459,0.84852,0.07351,-0.17213,0.53768,0.026697,-0.27514,0.34771,-0.11039,0.19097,0.5414,0.033264,0.33497,0.34936,-0.0469,-0.28756,0.28341,-0.35755,0.30909,0.23531,-0.27387,-0.080307,0.002977,-0.040205,0.086424,-0.001914,-0.043809,-0.11327,-0.4552,-0.036173,0.13105,-0.50756,0.003978,-0.098501,-0.85146,-0.084189,0.1479,-0.85981,-0.048492
2,-0.016079,0.84843,0.076374,-0.17174,0.53826,0.026835,-0.27459,0.34792,-0.10979,0.19055,0.54083,0.033388,0.34173,0.35426,-0.046191,-0.28144,0.39009,-0.36173,0.28635,0.31428,-0.29274,-0.080596,0.002661,-0.039917,0.086547,-0.00213,-0.043312,-0.1131,-0.45465,-0.036199,0.13099,-0.5074,0.004134,-0.09849,-0.85078,-0.08234,0.1468,-0.85868,-0.047235
3,-0.016069,0.84805,0.079314,-0.17138,0.53984,0.027362,-0.27785,0.3518,-0.10966,0.18892,0.53951,0.033503,0.34633,0.35923,-0.048919,-0.26792,0.42968,-0.35245,0.31309,0.29222,-0.29358,-0.081065,0.002295,-0.039169,0.086558,-0.002196,-0.043044,-0.11331,-0.45666,-0.035464,0.13096,-0.50752,0.004503,-0.098741,-0.85101,-0.082222,0.14681,-0.86018,-0.046613
4,-0.016282,0.84802,0.080964,-0.17037,0.54317,0.026982,-0.27866,0.36008,-0.11581,0.1863,0.5393,0.03306,0.34345,0.36018,-0.053145,-0.26775,0.38673,-0.36995,0.31249,0.30701,-0.30156,-0.08103,0.002295,-0.039082,0.086926,-0.001986,-0.04276,-0.11305,-0.45788,-0.035294,0.13077,-0.50854,0.005083,-0.098649,-0.85172,-0.0832,0.14689,-0.85504,-0.042838
5,-0.01623,0.84853,0.084565,-0.17028,0.5447,0.027846,-0.28078,0.37892,-0.13503,0.18496,0.5391,0.033476,0.28717,0.32344,-0.052672,-0.30491,0.40336,-0.38823,0.30553,0.38911,-0.34452,-0.080793,0.002282,-0.038704,0.087551,-0.001875,-0.042124,-0.11303,-0.46026,-0.034217,0.13091,-0.50918,0.005498,-0.098464,-0.85254,-0.083372,0.14861,-0.86633,-0.052879
6,-0.016504,0.8487,0.08645,-0.1695,0.54697,0.028291,-0.28269,0.38568,-0.13742,0.18371,0.53917,0.033166,0.32314,0.36108,-0.135,-0.27881,0.46134,-0.38105,0.31903,0.43623,-0.37893,-0.080681,0.002345,-0.038371,0.087844,-0.001716,-0.0413,-0.11258,-0.46232,-0.034234,0.13068,-0.51116,0.005665,-0.097778,-0.8552,-0.083605,0.14816,-0.8662,-0.052556
7,-0.016667,0.84918,0.089257,-0.16808,0.54821,0.028881,-0.28661,0.41845,-0.14968,0.1846,0.5417,0.03401,0.3327,0.39466,-0.10905,-0.26878,0.50105,-0.38217,0.30698,0.45796,-0.3406,-0.080278,0.003462,-0.037929,0.088212,-0.000994,-0.041068,-0.11249,-0.46043,-0.034518,0.13078,-0.51303,0.006115,-0.098509,-0.85149,-0.08185,0.14739,-0.85952,-0.046157
8,-0.016846,0.84915,0.091526,-0.16726,0.55005,0.02929,-0.28754,0.4375,-0.15817,0.18393,0.54207,0.034537,0.33553,0.40764,-0.12155,-0.26574,0.53122,-0.38335,0.30551,0.4933,-0.34553,-0.080168,0.003407,-0.037645,0.088621,-0.000998,-0.040535,-0.11233,-0.46107,-0.034444,0.13075,-0.51448,0.006504,-0.098502,-0.85173,-0.081951,0.14739,-0.85952,-0.046157
9,-0.016993,0.8491,0.093675,-0.16655,0.55189,0.029782,-0.28831,0.45818,-0.16608,0.18353,0.54256,0.035192,0.33727,0.42375,-0.13408,-0.26255,0.56362,-0.3831,0.30418,0.53218,-0.34921,-0.080024,0.00356,-0.037292,0.089025,-0.001,-0.039952,-0.11213,-0.46152,-0.034428,0.13067,-0.51631,0.006889,-0.098509,-0.852,-0.081951,0.14727,-0.86004,-0.046
