FrameNo,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
108,-0.01122,0.710697,0.016316,-0.163109,0.5244570000000001,-0.017003,-0.272519,0.731357,-0.093093,0.155931,0.516617,-0.004214000000000001,0.275851,0.7000770000000001,-0.064202,-0.316849,0.921327,-0.126591,0.300301,0.9057670000000001,-0.081565,-0.07658100000000001,9.40000000000038e-05,0.0006720000000000001,0.07658100000000001,-9.399999999999686e-05,-0.0006719999999999999,-0.10112099999999999,-0.369923,-0.060861,0.107851,-0.363703,-0.032614,-0.10389899999999999,-0.720343,0.004481000000000001,0.099381,-0.7060329999999999,0.021518
109,-0.011265999999999998,0.709099,0.012828,-0.16278900000000002,0.522949,-0.020044,-0.27242900000000003,0.730489,-0.09763899999999999,0.154841,0.515189,-0.00835,0.27502099999999996,0.700169,-0.06984299999999999,-0.317329,0.9275190000000001,-0.13211,0.298271,0.906989,-0.087736,-0.077037,-5.4999999999999494e-05,0.000529,0.077037,5.4999999999999494e-05,-0.000529,-0.102244,-0.364231,-0.07103,0.110231,-0.358031,-0.043567,-0.104389,-0.712831,-0.0037329999999999998,0.099071,-0.699631,0.01317
110,-0.011504,0.7073335,0.009585999999999999,-0.162496,0.5213535,-0.0228,-0.272406,0.7296535,-0.101955,0.153684,0.5133734999999999,-0.012198,0.274284,0.6999635,-0.07509500000000001,-0.317926,0.9342235,-0.13699599999999998,0.296104,0.9080435,-0.093641,-0.07744899999999999,-0.0002344999999999986,0.000366,0.07744899999999999,0.00023450000000000207,-0.000366,-0.10334199999999999,-0.3581265,-0.081426,0.11260400000000001,-0.35226650000000004,-0.054715,-0.104876,-0.7041365,-0.011948,0.09878400000000001,-0.6922765000000001,0.004811000000000001
111,-0.011729500000000004,0.704812,0.006305000000000002,-0.1622075,0.5208520000000001,-0.025407,-0.2723775,0.727902,-0.10603,0.15265249999999997,0.511142,-0.015773,0.2734725,0.699392,-0.080022,-0.3185575,0.940142,-0.14133099999999998,0.2939625,0.909302,-0.099173,-0.0777635,-0.00043400000000000036,0.00025799999999999955,0.0777635,0.00043400000000000036,-0.00025799999999999955,-0.1043405,-0.351758,-0.092054,0.1151725,-0.346208,-0.065874,-0.1052975,-0.6945279999999999,-0.020013,0.0984225,-0.684078,-0.003561999999999999
112,-0.012341499999999998,0.7035435,0.0029695,-0.1620475,0.5177634999999999,-0.027956500000000002,-0.27262749999999997,0.7264835,-0.1100485,0.1514425,0.5095535,-0.0191565,0.2723025,0.6995935,-0.0848815,-0.3193975,0.9464035,-0.14551050000000001,0.2915825,0.9099335,-0.1046485,-0.07818349999999999,-0.0007175000000000003,8.94999999999993e-05,0.07818349999999999,0.0007175000000000003,-8.94999999999993e-05,-0.1055315,-0.3444565,-0.10276350000000001,0.1176525,-0.3392165,-0.0774325,-0.1059775,-0.6832665,-0.0280995,0.0977325,-0.6742265000000001,-0.0119085
113,-0.013336999999999995,0.702159,-0.0001280000000000031,-0.162244,0.515339,-0.030273,-0.273034,0.725349,-0.11371800000000001,0.15008600000000002,0.507419,-0.022033,0.270946,0.699879,-0.089308,-0.32051399999999997,0.951559,-0.149148,0.289206,0.910879,-0.10961499999999999,-0.078546,-0.0011779999999999985,2.4999999999997247e-05,0.078546,0.001178000000000002,-2.5000000000000716e-05,-0.10680399999999998,-0.33725099999999997,-0.11343800000000001,0.119836,-0.331341,-0.08853,-0.10683399999999998,-0.671011,-0.035731,0.09684600000000002,-0.663431,-0.019684
114,-0.014396500000000001,0.7005994999999999,-0.0031470000000000005,-0.1626825,0.5132495,-0.032891000000000004,-0.27350250000000004,0.7244295,-0.11752699999999999,0.14856750000000002,0.5055795,-0.025172,0.2695475,0.6992995,-0.093557,-0.3212525,0.9570495,-0.153595,0.2866375,0.9117295,-0.114569,-0.0789455,-0.001636499999999999,-7.700000000000068e-05,0.0789455,0.001636499999999999,7.700000000000068e-05,-0.10796249999999999,-0.3296205,-0.12382000000000001,0.1218275,-0.3229205,-0.09936700000000001,-0.1077025,-0.6580905,-0.043237,0.0959575,-0.6517105000000001,-0.027107
115,-0.015538999999999999,0.698415,-0.005916500000000005,-0.163319,0.512255,-0.035806500000000005,-0.274239,0.7216450000000001,-0.1212575,0.146941,0.503685,-0.028402500000000004,0.26805100000000004,0.6983250000000001,-0.0977065,-0.32203899999999996,0.960905,-0.1575685,0.28402099999999997,0.912865,-0.11954450000000001,-0.079286,-0.0019299999999999942,-0.0001485000000000028,0.079286,0.0019300000000000012,0.00014849999999999586,-0.109019,-0.322065,-0.1335985,0.12346099999999999,-0.314885,-0.10973450000000001,-0.108666,-0.6447649999999999,-0.050114500000000006,0.094921,-0.639675,-0.034057500000000004
116,-0.0167275,0.696589,-0.0086515,-0.1639855,0.509209,-0.0387435,-0.2750155,0.720569,-0.1250925,0.1454545,0.501989,-0.0316475,0.2666445,0.697639,-0.1014825,-0.32281550000000003,0.962059,-0.1614005,0.2814945,0.915069,-0.1243745,-0.0795365,-0.0022790000000000032,-0.00019050000000000317,0.0795365,0.0022790000000000032,0.00019049999999999623,-0.1100655,-0.31366099999999997,-0.1429105,0.1249945,-0.30639099999999997,-0.1197145,-0.1094265,-0.630231,-0.0565635,0.0937745,-0.626441,-0.0405785
117,-0.017938499999999996,0.6944859999999999,-0.011817499999999998,-0.1648445,0.507366,-0.0419625,-0.27604449999999997,0.720096,-0.1281565,0.1439455,0.499966,-0.035012499999999995,0.2652755,0.696336,-0.1053315,-0.3236245,0.9567559999999999,-0.16502050000000001,0.2787255,0.910526,-0.12963550000000001,-0.0796125,-0.0025239999999999985,-0.00027749999999999997,0.0796125,0.0025239999999999985,0.00027749999999999997,-0.1113045,-0.30131399999999997,-0.15200049999999998,0.1259555,-0.29431399999999996,-0.12901449999999998,-0.1102035,-0.615224,-0.0626215,0.0925355,-0.6128140000000001,-0.0468395
118,-0.0187985,0.6925509999999999,-0.014726500000000003,-0.1652535,0.505651,-0.044743500000000005,-0.2767035,0.718911,-0.13032749999999999,0.1429965,0.498181,-0.0374465,0.2642765,0.695291,-0.1082475,-0.3240335,0.950131,-0.1679165,0.2770865,0.909331,-0.13399450000000002,-0.0796705,-0.0026450000000000085,-0.00022650000000000448,0.0796705,0.0026449999999999946,0.00022649999999999754,-0.1121935,-0.290119,-0.15899649999999999,0.12672650000000002,-0.283219,-0.1362045,-0.11059050000000001,-0.602719,-0.0668935,0.0915165,-0.600859,-0.0512555
