FrameNo,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
29,-0.0034110000000000017,0.731797,0.064333,-0.153108,0.501267,0.055079,-0.257888,0.742687,0.010105000000000003,0.14344200000000001,0.485517,0.060852,0.243342,0.749897,0.032478,-0.30092800000000003,0.9511369999999999,-0.035236,0.274732,0.9590369999999999,-0.0025550000000000017,-0.07292599999999999,0.0016229999999999994,-9.499999999999786e-05,0.07292599999999999,-0.0016229999999999994,9.50000000000048e-05,-0.12301799999999999,-0.406843,-0.01765,0.11705199999999999,-0.432173,0.010750000000000003,-0.127708,-0.778133,-0.022092,0.126602,-0.791003,-0.015355
30,-0.0038734999999999976,0.7317994999999999,0.062491000000000005,-0.1530865,0.5013495,0.054758,-0.25787649999999995,0.7449795,0.010105000000000003,0.1435835,0.48508949999999995,0.060222,0.2427035,0.7498595,0.032858,-0.3005865,0.9516695000000001,-0.034291,0.27447350000000004,0.9594695000000001,-0.0017259999999999984,-0.0729775,0.0015714999999999965,-9.699999999999986e-05,0.0729775,-0.0015715000000000034,9.699999999999986e-05,-0.1225865,-0.40793050000000003,-0.017705,0.1174535,-0.4328505,0.010125000000000002,-0.1273965,-0.7785505,-0.021556,0.1270435,-0.7914005000000001,-0.015335999999999995
31,-0.0043370000000000014,0.731746,0.06053700000000001,-0.15304199999999998,0.501276,0.054291000000000006,-0.257832,0.7467459999999999,0.009953000000000004,0.143658,0.484706,0.059456,0.242628,0.7497959999999999,0.033014,-0.30044200000000004,0.951986,-0.034042,0.27449799999999996,0.959586,-0.0016159999999999994,-0.073048,0.0015380000000000046,5.400000000000543e-05,0.073048,-0.0015379999999999977,-5.3999999999998494e-05,-0.122112,-0.409284,-0.017908,0.117928,-0.433724,0.009297000000000003,-0.127052,-0.7790539999999999,-0.021237,0.127518,-0.7918639999999999,-0.015467999999999996
32,-0.004853500000000005,0.7317205,0.058296,-0.15319750000000001,0.5015805,0.053546,-0.2582575,0.7484805,0.009304000000000003,0.1436825,0.48417050000000006,0.058477,0.2425725,0.7494505,0.032581000000000006,-0.3004175,0.9523605,-0.034468,0.2745225,0.9593605,-0.002044999999999998,-0.07315050000000001,0.0014774999999999996,0.0002390000000000031,0.07315050000000001,-0.0014774999999999996,-0.00023899999999999616,-0.12161750000000002,-0.41082949999999996,-0.018414,0.1184125,-0.43459949999999997,0.007991000000000005,-0.1267075,-0.7796394999999999,-0.021457999999999998,0.1281225,-0.7923195,-0.016073999999999998
33,-0.005274000000000003,0.7317684999999999,0.05608350000000001,-0.15338800000000002,0.5027185,0.0526645,-0.25856799999999996,0.7492285,0.008096500000000006,0.14361200000000002,0.4840185000000001,0.05754050000000001,0.24258200000000002,0.7491685,0.03170850000000001,-0.300408,0.9519685,-0.0353405,0.274532,0.9589684999999999,-0.0029174999999999965,-0.073265,0.0014535000000000034,0.0004205000000000042,0.073265,-0.0014534999999999965,-0.00042049999999999726,-0.121278,-0.41122149999999996,-0.019361499999999997,0.118772,-0.4349915,0.0060675000000000034,-0.126498,-0.7791915,-0.022022499999999993,0.12852200000000003,-0.7927115,-0.017165499999999993
34,-0.0057284999999999975,0.7317684999999999,0.053276000000000004,-0.15353050000000001,0.5038984999999999,0.051224,-0.2586005,0.7492285,0.006269,0.1433195,0.4844485,0.055890999999999996,0.2425795,0.7492084999999999,0.030176,-0.3004105,0.9519685,-0.036775,0.2745495,0.9589684999999999,-0.004371,-0.07343050000000001,0.0014535000000000034,0.0007139999999999994,0.07343050000000001,-0.0014534999999999965,-0.0007139999999999994,-0.12092049999999999,-0.41122149999999996,-0.020874999999999998,0.1191295,-0.4349915,0.003383999999999998,-0.1262905,-0.7790015,-0.023487,0.1288695,-0.7927115,-0.019352
35,-0.006267500000000005,0.7317684999999999,0.049795,-0.1536485,0.5044784999999999,0.049315,-0.2586085,0.7492285,0.003880999999999999,0.1432815,0.4844485,0.053780999999999995,0.2425715,0.7492084999999999,0.027926,-0.30057849999999997,0.9519685,-0.039150000000000004,0.2747815,0.9589684999999999,-0.006623000000000004,-0.0735735,0.0014535000000000034,0.0009429999999999994,0.0735735,-0.0014534999999999965,-0.0009429999999999994,-0.1205785,-0.41122149999999996,-0.022848,0.1194615,-0.4349915,0.00016900000000000248,-0.1262385,-0.7790015,-0.02547,0.1292115,-0.7926815,-0.022079
36,-0.0067880000000000015,0.7317754999999999,0.044861,-0.153704,0.5044655,0.046147,-0.258554,0.7492354999999999,-3.399999999999931e-05,0.143046,0.48422550000000003,0.050293000000000004,0.242936,0.7491055,0.024658,-0.300764,0.9519755000000001,-0.042865,0.275696,0.9587755,-0.010322999999999995,-0.073707,0.0014464999999999964,0.0011660000000000004,0.073707,-0.0014465000000000033,-0.0011660000000000004,-0.120314,-0.4128645,-0.026435999999999998,0.11996599999999999,-0.4356845,-0.004584000000000001,-0.126304,-0.7797945,-0.029407,0.129466,-0.7926745,-0.026351999999999997
37,-0.007311999999999999,0.7312295,0.037493,-0.153702,0.5045495,0.041397,-0.258392,0.7476895,-0.005794999999999998,0.142708,0.48418950000000005,0.045221,0.243618,0.7491095,0.01906,-0.301192,0.9510595,-0.049543,0.277078,0.9580595000000001,-0.016702999999999996,-0.073839,0.0014474999999999974,0.0012750000000000018,0.073839,-0.0014474999999999974,-0.0012749999999999984,-0.120112,-0.41382050000000004,-0.031654,0.120598,-0.4364905,-0.01106,-0.126302,-0.7805905,-0.035626,0.129608,-0.7927204999999999,-0.032248
38,-0.007733999999999998,0.730344,0.0268725,-0.153645,0.504904,0.0344945,-0.258065,0.744934,-0.014458499999999999,0.142375,0.48479399999999995,0.038138500000000006,0.244865,0.748174,0.010474500000000001,-0.301665,0.9498639999999999,-0.05974449999999999,0.279165,0.9566640000000001,-0.026625499999999996,-0.073994,0.0013770000000000032,0.0011635000000000013,0.073994,-0.0013769999999999963,-0.0011634999999999979,-0.11993499999999999,-0.414026,-0.0390125,0.121565,-0.436496,-0.020007499999999998,-0.126195,-0.780806,-0.0442855,0.129795,-0.7920159999999999,-0.0399915
39,-0.008278999999999998,0.72691,0.015009999999999999,-0.153778,0.50561,0.0264,-0.25784799999999997,0.74132,-0.024954999999999998,0.14186200000000002,0.48509,0.029377,0.246282,0.74608,4.0000000000000105e-05,-0.302278,0.94852,-0.072409,0.281552,0.95492,-0.039143,-0.07408999999999999,0.001228,0.0011099999999999999,0.07408999999999999,-0.001228,-0.0011099999999999999,-0.119888,-0.41346000000000005,-0.048403999999999996,0.122562,-0.43572999999999995,-0.030447999999999996,-0.126358,-0.78012,-0.05408399999999999,0.12982200000000002,-0.7905,-0.048903999999999996
40,-0.008851499999999998,0.723807,0.002478,-0.1538945,0.506177,0.017700999999999998,-0.2577445,0.738507,-0.036218,0.1410555,0.48569699999999993,0.019888,0.2478955,0.743817,-0.011352999999999999,-0.30284449999999996,0.947307,-0.08632,0.2841055,0.953477,-0.052934,-0.0742255,0.001112999999999996,0.0008320000000000002,0.0742255,-0.0011130000000000029,-0.0008320000000000001,-0.1198545,-0.41215300000000005,-0.058788,0.1235555,-0.43406300000000003,-0.041697,-0.1262545,-0.778253,-0.06425299999999999,0.1297355,-0.7884530000000001,-0.058412
41,-0.009306499999999995,0.7202394999999999,-0.010658,-0.1539475,0.5063194999999999,0.008702999999999999,-0.25748750000000004,0.7351894999999999,-0.048123,0.1403325,0.48649950000000003,0.009995999999999998,0.24971250000000003,0.7415795,-0.023449,-0.3032975,0.9464195,-0.101075,0.2869525,0.9520994999999999,-0.067757,-0.0743315,0.0009305000000000008,0.0005710000000000003,0.0743315,-0.0009305000000000008,-0.0005710000000000003,-0.1197975,-0.4110505,-0.07056100000000001,0.1246025,-0.4315805,-0.053316,-0.1260375,-0.7758205,-0.07453000000000001,0.12942250000000002,-0.7856805,-0.068056
