train_mse,val_mse,train_mae,val_mae
0.008487509757095406,0.006536227764619483,0.06289197113497037,0.05470215775168095
0.005143494718767544,0.0065700717948966175,0.04887363674475791,0.05643175476286401
0.003653716033899245,0.004696169068813464,0.04105771978960392,0.0451572038886002
0.0024681334885775195,0.004278602709264383,0.033572567492089374,0.04224175051985006
0.002071047257565966,0.004030573432921814,0.03011883205555855,0.04126768930950481
0.0020888721161680494,0.003733260877819485,0.030151669271554507,0.03844032091144313
0.0012501869205359026,0.0033158452624930707,0.02350260062896191,0.036775942836116016
0.0011349698061334855,0.003950646818634401,0.022437770527305334,0.03887678679620099
0.0008465519863930498,0.003720276045096087,0.01937430646032729,0.036824062741242156
0.0010687683558286373,0.003898806910032534,0.02071184899578703,0.0408435196050594
0.0009557540048366241,0.003424815056036111,0.020142086162000684,0.03443568978363123
0.0006993757160413508,0.003945161789045251,0.017183736633800024,0.037653498307793826
0.0005404422975290594,0.003667033924918938,0.015377405225068119,0.03528056084576389
0.00040864569493338256,0.0036119746695880573,0.013657502930426429,0.03466355632274197
0.0009216684767776598,0.003278655198907169,0.018114429600008412,0.03570123162502662
0.00032397841214010795,0.003282960309956967,0.012225069952402131,0.034064795650764666
0.0003581235011055379,0.003654037526563411,0.012676008751100682,0.036878532994713664
0.0018369264098574533,0.0029768435766822938,0.026515104880569674,0.03235907811257574
0.00035227274836754387,0.003022715651754063,0.012652072900945836,0.032551449600161396
0.0009057260648279735,0.0030998952534302482,0.017611483946865333,0.03444922272052266
0.000503579065111195,0.0031160879051850107,0.014286204316514603,0.03289908674569466
0.0003283814472808496,0.0032258858604124812,0.01183748807335365,0.03323355055629061
0.00033493834086991054,0.0032055287684849263,0.01207052939934722,0.03234925215395215
0.0002263458228524748,0.0035029748607920404,0.010193343066894416,0.03384514099671545
0.000382649631496248,0.0033640316055075694,0.01253116935068834,0.03355885642524968
0.00046896823470939797,0.003334799044642152,0.013198076645638926,0.033113505715169966
0.0002072482432176009,0.0034260201019396144,0.00967654877784827,0.03446603041444706
0.0002139297569007943,0.0034582829449881012,0.00990963312037659,0.03379366204190331
