FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z,activity_label
0,1.046217,0.77537,0.026794,0.8622580000000001,0.50947,0.0007939999999999,0.804928,0.23936,-0.012139,1.204568,0.51303,0.016484,1.255288,0.2655,0.0101489999999999,0.7999080000000001,0.01462,-0.111511,1.2394379999999998,0.032817,-0.081021,0.921164,0.003351,0.0009629999999999,1.078836,-0.003351,-0.0009629999999999,0.8733580000000001,-0.38942,0.00594,1.123308,-0.37926,-0.015414,0.828658,-0.88088,0.0301309999999999,1.161048,-0.8885200000000001,0.029171,0
1,1.0461355,0.775404,0.0267719999999999,0.8623375,0.509474,0.0008609999999999,0.8049775,0.239414,-0.012044,1.2046175,0.513104,0.0165789999999999,1.2552175,0.265544,0.0102559999999999,0.7999475,0.0147319999999999,-0.111276,1.2393775,0.032927,-0.080776,0.9211515,0.003326,0.000909,1.0788485,-0.003326,-0.000909,0.8690875,-0.425006,0.0118069999999999,1.1233775,-0.379046,-0.015377,0.8277375,-0.884856,0.027947,1.1612875,-0.8870859999999999,0.0295259999999999,0
2,1.0460635,0.7754599999999999,0.0267894999999999,0.8622915,0.50944,0.0009244999999999,0.8049915,0.23946,-0.0119455,1.2046015,0.51315,0.0165914999999999,1.2552215,0.26554,0.0103774999999999,0.7999715000000001,0.0147029999999999,-0.1111185,1.2393915,0.033066,-0.0807385,0.9211505,0.0033309999999999,0.0009194999999999,1.0788495,-0.0033309999999999,-0.0009195,0.8689215,-0.4256299999999999,0.0119364999999999,1.1233715,-0.37904,-0.0153355,0.8275115,-0.88398,0.0277004999999999,1.1611415,-0.88743,0.0299164999999999,0
3,1.0460705,0.7754660000000001,0.0268105,0.8622985,0.509436,0.0009425,0.8050285,0.239456,-0.0118884999999999,1.2046484999999998,0.513186,0.0165715,1.2551185,0.265536,0.0103645,0.8000484999999999,0.0146249999999999,-0.1107275,1.2393785,0.03329,-0.0803575,0.9211385,0.003303,0.0009725,1.0788615,-0.003303,-0.0009724999999999,0.8688985,-0.426884,0.0124105,1.1234085,-0.379014,-0.0153314999999999,0.8273885,-0.882474,0.0265905,1.1612485,-0.8872439999999999,0.0298485,0
4,1.0459895,0.7754105,0.026828,0.8622395,0.5095105,0.001096,0.8050595,0.2394804999999999,-0.0119319999999999,1.2047095,0.5132105,0.016607,1.2550095,0.2656005,0.010675,0.8000795,0.0146425,-0.110688,1.2392695,0.0334245,-0.0796979999999999,0.9211205,0.0032795,0.000991,1.0788795,-0.0032795,-0.0009909999999999,0.8738495,-0.3887295,0.007635,1.1234395,-0.3789495,-0.01534,0.8261495,-0.8821395000000001,0.026416,1.1611595,-0.8862695,0.03022,0
5,1.0459805,0.775397,0.0268329999999999,0.8622555000000001,0.5095270000000001,0.0011049999999999,0.8050655000000001,0.239607,-0.011609,1.2047455,0.5131770000000001,0.0166419999999999,1.2550055,0.265517,0.0108099999999999,0.8001155,0.014638,-0.110583,1.2392755,0.033532,-0.079603,0.9211055,0.0032719999999999,0.0009589999999999,1.0788945,-0.0032719999999999,-0.000959,0.8684054999999999,-0.427803,0.0122809999999999,1.1234655,-0.378913,-0.015281,0.8264454999999999,-0.8820129999999999,0.0265949999999999,1.1626955,-0.886683,0.0216709999999999,0
6,1.0458845,0.775486,0.0269115,0.8622525,0.5095660000000001,0.0012305,0.8051524999999999,0.239526,-0.0113714999999999,1.2048124999999998,0.513146,0.0169105,1.2548425,0.265636,0.0110745,0.8001325,0.014711,-0.1103265,1.2392525,0.033175,-0.0798764999999999,0.9211045,0.003277,0.0009685,1.0788955,-0.003277,-0.0009684999999999,0.8684225,-0.4278039999999999,0.0122505,1.1234925,-0.378924,-0.0152904999999999,0.8259925,-0.882504,0.0278155,1.1622825,-0.888034,0.0223105,0
7,1.045887,0.7754624999999999,0.026787,0.862322,0.5095324999999999,0.001187,0.805112,0.2394925,-0.0113359999999999,1.204782,0.5131924999999999,0.016716,1.254932,0.2655625,0.010828,0.799902,0.0148535,-0.110568,1.239232,0.0331755,-0.0801379999999999,0.921115,0.0033115,0.0009359999999999,1.078885,-0.0033115,-0.0009359999999999,0.8686120000000002,-0.4261575,0.012144,1.123452,-0.3789275,-0.015285,0.826102,-0.8822675,0.028236,1.161602,-0.8870675,0.025876,0
8,1.04587,0.7754690000000001,0.026773,0.8623600000000001,0.509569,0.001245,0.80515,0.2395489999999999,-0.0111809999999999,1.20486,0.513209,0.016728,1.25492,0.2655389999999999,0.010907,0.79981,0.014983,-0.110531,1.2392,0.033179,-0.0801009999999999,0.921113,0.003321,0.000924,1.078887,-0.003321,-0.0009239999999999,0.86844,-0.426651,0.012218,1.12342,-0.378911,-0.0152619999999999,0.82616,-0.8822409999999999,0.028182,1.16163,-0.887011,0.025864,0
9,1.0458395,0.7754715,0.026752,0.8623845,0.5096215,0.001284,0.8051845,0.2395815,-0.011026,1.2049245,0.5132215,0.01672,1.2549245,0.2655115,0.010935,0.7996645,0.0151305,-0.110534,1.2391645,0.0331805,-0.080114,0.9211125,0.0033345,0.000912,1.0788875,-0.0033345,-0.0009119999999999,0.8682845000000001,-0.4269885,0.012288,1.1233745,-0.3788985,-0.0152489999999999,0.8264245,-0.8815985,0.028621,1.1615945,-0.8868985,0.025751,0
10,1.0457845,0.7754455,0.0267465,0.8624175000000001,0.5096855,0.0013205,0.8052175,0.2396154999999999,-0.0109034999999999,1.2049975,0.5132355000000001,0.0166975,1.2549275,0.2655055,0.0109544999999999,0.7995175,0.0152874999999999,-0.1105075,1.2391175,0.0331755,-0.0801275,0.9211145,0.0033495,0.0008965,1.0788855,-0.0033495,-0.0008965,0.8681375,-0.4272345,0.0123545,1.1233274999999998,-0.3788845,-0.0152375,0.8265775,-0.8805744999999999,0.0292655,1.1615575,-0.8868645,0.0256865,0
11,1.0457105,0.7754265,0.0267269999999999,0.8624595000000002,0.5097365,0.0013409999999999,0.8052495,0.2396765,-0.010801,1.2050695,0.5132465,0.016654,1.2549595,0.2654865,0.0109459999999999,0.7993495000000002,0.0155065,-0.110482,1.2390795,0.0331405,-0.080142,0.9211155,0.0033685,0.0008819999999999,1.0788845,-0.0033685,-0.000882,0.8680395000000001,-0.4273535,0.0123739999999999,1.1232795,-0.3788635,-0.015227,0.8269394999999999,-0.8795135,0.0302099999999999,1.1614195,-0.8869635,0.0256329999999999,0
12,1.0456219999999998,0.7754155,0.0267145,0.862488,0.5097955000000001,0.0013545,0.805288,0.2397255,-0.0106954999999999,1.205138,0.5132455,0.0166215,1.254978,0.2654755,0.0109505,0.7991380000000001,0.0156815,-0.1104564999999999,1.239038,0.0331065,-0.0801765,0.921118,0.0033905,0.0008635,1.078882,-0.0033905,-0.0008634999999999,0.867958,-0.4277045,0.0124165,1.123218,-0.3788545,-0.0152194999999999,0.8265979999999999,-0.8796545,0.0307905,1.161238,-0.8872445,0.0255875,0
13,1.045496,0.7754015,0.0266884999999999,0.86252,0.5098514999999999,0.0013524999999999,0.80533,0.2397615,-0.0106055,1.20521,0.5132614999999999,0.0165754999999999,1.255,0.2654815,0.0109564999999999,0.79894,0.0158345,-0.1104545,1.239,0.0330715,-0.0802345,0.921122,0.0034135,0.0008414999999999,1.078878,-0.0034135,-0.0008415,0.86789,-0.4277785,0.0124514999999999,1.12317,-0.3788384999999999,-0.0152295,0.82718,-0.8760485,0.0319685,1.16092,-0.8874885,0.0262104999999999,0
14,1.0453515,0.7753685,0.026662,0.8625695,0.5099085,0.001345,0.8053595,0.2398185,-0.0105149999999999,1.2052795,0.5132785,0.016498,1.2550295,0.2654685,0.010965,0.7987595000000001,0.0159695,-0.1104439999999999,1.2389595,0.0330375,-0.0802539999999999,0.9211245,0.0034355,0.000818,1.0788755,-0.0034355,-0.0008179999999999,0.8678295,-0.4278515,0.012458,1.1231195,-0.3788315,-0.0152399999999999,0.8276095,-0.8741515,0.032325,1.1606595,-0.8876615,0.026836,0
15,1.0451815,0.77534,0.0266459999999999,0.8625944999999999,0.50998,0.0013259999999999,0.8053745,0.2399099999999999,-0.010443,1.2053444999999998,0.51328,0.0164159999999999,1.2550545,0.26546,0.0109709999999999,0.7985845,0.016078,-0.110503,1.2389545,0.032973,-0.080293,0.9211205,0.003463,0.0008129999999999,1.0788795,-0.003463,-0.000813,0.8678545,-0.42753,0.0123779999999999,1.1230645,-0.37882,-0.01526,0.8281545000000001,-0.87241,0.032046,1.1603345,-0.88784,0.0275809999999999,0
16,1.0450075,0.7753,0.0266339999999999,0.8626245000000001,0.51005,0.0012939999999999,0.8053845,0.23999,-0.010379,1.2054145,0.51327,0.0163239999999999,1.2550745,0.26542,0.0109779999999999,0.7984745,0.016058,-0.11056,1.2389645,0.032903,-0.08029,0.9211175,0.003486,0.000805,1.0788825,-0.003486,-0.000805,0.8678845,-0.42697,0.0122239999999999,1.1230145,-0.37883,-0.0152909999999999,0.8282145,-0.87222,0.031162,1.1600445,-0.88786,0.028294,0
17,1.0448155,0.7752995,0.026601,0.8626265000000001,0.5100995,0.0012459999999999,0.8053764999999999,0.2400595,-0.0103299999999999,1.2054565,0.5132695,0.0162119999999999,1.2550665,0.2654095,0.010986,0.7983565,0.0160575,-0.110498,1.2389565,0.0328365,-0.080238,0.9211185,0.0034904999999999,0.000792,1.0788815,-0.0034904999999999,-0.000792,0.8683465,-0.4226405,0.0117829999999999,1.1230165,-0.3788404999999999,-0.015322,0.8282465,-0.8717505,0.0305749999999999,1.1596865,-0.8880905,0.0290059999999999,0
18,1.0446435,0.7752914999999999,0.026536,0.8626505000000001,0.5101515,0.001171,0.8053705000000001,0.2401114999999999,-0.0102629999999999,1.2055005,0.5132715,0.016074,1.2550805,0.2654015,0.01098,0.7982805,0.0160594999999999,-0.110374,1.2389505,0.0327805,-0.0801839999999999,0.9211195,0.0034975,0.000759,1.0788805,-0.0034975,-0.0007589999999999,0.8678705000000001,-0.4268085,0.012149,1.1230205,-0.3788384999999999,-0.0153739999999999,0.8273105000000001,-0.8723685,0.029885,1.1590905,-0.8884785000000001,0.029911,0
19,1.0444965,0.775295,0.026453,0.8626645,0.510215,0.0010949999999999,0.8053745,0.240165,-0.010221,1.2055545,0.513275,0.015933,1.2551145,0.265375,0.010962,0.7982245,0.0160529999999999,-0.110199,1.2389545,0.03272,-0.080119,0.9211215,0.003506,0.000725,1.0788785,-0.003506,-0.0007249999999999,0.8679145,-0.427255,0.012257,1.1230145,-0.378815,-0.015426,0.8265645,-0.872895,0.029281,1.1587645,-0.889225,0.030159,0
20,1.044365,0.7752735,0.0263764999999999,0.862671,0.5102935,0.0010254999999999,0.805361,0.2402235,-0.0102075,1.205611,0.5132835,0.0157654999999999,1.255151,0.2653635,0.0109184999999999,0.798181,0.0159965,-0.1100795,1.238941,0.0326645,-0.0799995,0.921122,0.0035185,0.0006885,1.078878,-0.0035185,-0.0006885,0.868641,-0.4230564999999999,0.0118384999999999,1.123001,-0.3787864999999999,-0.0154745,0.826471,-0.8726965,0.0292844999999999,1.158751,-0.8892565,0.0303235,0
21,1.0443085,0.7752615,0.0263055,0.8626805000000001,0.5103515000000001,0.0009375,0.8053705,0.2402715,-0.0102304999999999,1.2056805,0.5132715,0.0155745,1.2551905,0.2653615,0.0108765,0.7981705,0.0159285,-0.1099574999999999,1.2389505,0.0325475,-0.0798875,0.9211235,0.0035205,0.0006525,1.0788765,-0.0035205,-0.0006525,0.8687405,-0.4225985,0.0116815,1.1229905,-0.3787684999999999,-0.0155205,0.8263205,-0.8724284999999999,0.0292255,1.1586905,-0.8892585,0.0305475,0
22,1.044295,0.7752585000000001,0.0262324999999999,0.862709,0.5104185,0.0008394999999999,0.805369,0.2403285,-0.0102775,1.205769,0.5132685,0.0153904999999999,1.255259,0.2653085,0.0108324999999999,0.7981590000000001,0.0158605,-0.1099245,1.238959,0.0324035,-0.0797645,0.921124,0.0035235,0.0006224999999999,1.078876,-0.0035235,-0.0006225,0.868829,-0.4220715,0.0115494999999999,1.122979,-0.3787515,-0.0155475,0.826289,-0.8721614999999999,0.0291774999999999,1.1586489999999998,-0.8892614999999999,0.0307534999999999,0
23,1.0442895,0.7752545000000001,0.0261219999999999,0.8627395,0.5104945000000001,0.0007339999999999,0.8053795,0.2403745,-0.01032,1.2058595,0.5132645,0.0151709999999999,1.2553395,0.2652545,0.0107929999999999,0.7981595000000001,0.0157235,-0.109968,1.2389495,0.0322654999999999,-0.079678,0.9211245,0.0035275,0.0005929999999999,1.0788755,-0.0035275,-0.000593,0.8693095,-0.4174555,0.0110409999999999,1.1229695,-0.3787355,-0.015574,0.8262395000000001,-0.8721855,0.0301979999999999,1.1584895,-0.8893555,0.0307029999999999,0
24,1.04428,0.7752295,0.025981,0.8628140000000001,0.5105895,0.000608,0.805374,0.2404494999999999,-0.010352,1.205984,0.5132395,0.014915,1.255424,0.2651795,0.010765,0.798164,0.0156105,-0.1099999999999999,1.238954,0.0321395,-0.0796299999999999,0.921125,0.0035525,0.000561,1.078875,-0.0035525,-0.0005609999999999,0.8693040000000001,-0.4175305,0.011066,1.122904,-0.3787505,-0.0155859999999999,0.825024,-0.8755505,0.030083,1.158204,-0.8898305,0.030657,0
25,1.0442575,0.7751899999999999,0.0258384999999999,0.8629015,0.5106999999999999,0.0004614999999999,0.8053715,0.24056,-0.0104105,1.2060815,0.51322,0.0146454999999999,1.2555015,0.26508,0.0107274999999999,0.7981615,0.01551,-0.1100225,1.2389515,0.0320159999999999,-0.0795725,0.9211235,0.003576,0.0005384999999999,1.0788764999999998,-0.003576,-0.0005385,0.8692815,-0.41773,0.0112374999999999,1.1228215,-0.37875,-0.0155995,0.8241115,-0.8769600000000001,0.0287904999999999,1.1579015,-0.89017,0.0306204999999999,0
26,1.044239,0.775169,0.025691,0.862989,0.5108590000000001,0.0003029999999999,0.805369,0.240709,-0.010525,1.206179,0.513189,0.0143529999999999,1.255569,0.264999,0.010681,0.798179,0.015384,-0.110086,1.238949,0.0319259999999999,-0.079566,0.921123,0.003608,0.0005159999999999,1.078877,-0.003608,-0.000516,0.869259,-0.417961,0.0114109999999999,1.122759,-0.378741,-0.015615,0.824129,-0.878131,0.028184,1.157589,-0.8905909999999999,0.0305669999999999,0
27,1.0442414999999998,0.7751444999999999,0.0255354999999999,0.8630805,0.5109944999999999,0.0001644999999999,0.8053705,0.2408545,-0.0106795,1.2062805,0.5131545,0.0140764999999999,1.2556505,0.2648945,0.0106344999999999,0.7982104999999999,0.0152615,-0.1102964999999999,1.2389405,0.0318345,-0.0795665,0.9211225,0.0036395,0.0005094999999999,1.0788775,-0.0036395,-0.0005095,0.8691905,-0.4188255,0.0115655,1.1226805,-0.3787155,-0.0156135,0.8250405000000001,-0.8780655,0.0281365,1.1572305,-0.8908955000000001,0.0304344999999999,0
28,1.04425,0.7751285,0.0253435,0.86317,0.5111384999999999,1.3499999999999623e-05,0.80538,0.2410085,-0.0108665,1.20636,0.5131085,0.0137865,1.25572,0.2648284999999999,0.0105375,0.79826,0.0151685,-0.1106824999999999,1.23894,0.0317745,-0.0795625,0.921119,0.0036725,0.0005045,1.078881,-0.0036725,-0.0005044999999999,0.86911,-0.4194315,0.0116955,1.12262,-0.3786815,-0.0156064999999999,0.8248,-0.8782415,0.0277735,1.15696,-0.8907415000000001,0.0305275,0
29,1.044262,0.7750975,0.0251605,0.863251,0.5112574999999999,-0.0001434999999999,0.805381,0.2411575,-0.0111145,1.206431,0.5130675,0.0135025,1.255811,0.2647474999999999,0.0103954999999999,0.798341,0.0150675,-0.1111885,1.238931,0.0316815,-0.0795585,0.921116,0.0036995,0.0004984999999999,1.078884,-0.0036995,-0.0004984999999999,0.869021,-0.4198725,0.0118314999999999,1.122561,-0.3786425,-0.0156055,0.824491,-0.8785625,0.0275554999999999,1.156671,-0.8909425000000001,0.0302244999999999,0
30,1.044284,0.7750630000000001,0.0249759999999999,0.863342,0.511393,-0.0002979999999999,0.805382,0.241313,-0.011428,1.206492,0.513013,0.0132049999999999,1.255882,0.264673,0.0102389999999999,0.798442,0.014959,-0.1118349999999999,1.238902,0.031605,-0.079575,0.921114,0.003725,0.000493,1.078886,-0.003725,-0.000493,0.8687520000000001,-0.419717,0.0117659999999999,1.122492,-0.378617,-0.0155949999999999,0.824072,-0.879057,0.0275489999999999,1.156672,-0.890977,0.0300509999999999,0
31,1.0443075,0.7750295,0.024814,0.8634235,0.5115195,-0.000434,0.8053835000000001,0.2414494999999999,-0.01173,1.2065435,0.5129695,0.012923,1.2559335,0.2646395,0.0100829999999999,0.7985535000000001,0.0148485,-0.112571,1.2388735,0.0315335,-0.0796409999999999,0.9211125,0.0037515,0.000488,1.0788875,-0.0037515,-0.000488,0.8682935,-0.4239104999999999,0.012149,1.1224335,-0.3786104999999999,-0.015583,0.8246135,-0.8790804999999999,0.028307,1.1566735,-0.8910105,0.029921,0
32,1.04434,0.7749874999999999,0.024671,0.863515,0.5116375,-0.0005719999999999,0.805385,0.2415875,-0.0120539999999999,1.206595,0.5129275,0.012681,1.2559749999999998,0.2646075,0.009942,0.798665,0.0147515,-0.1132499999999999,1.238815,0.0314775,-0.0798099999999999,0.921111,0.0037765,0.000487,1.078889,-0.0037765,-0.0004869999999999,0.867795,-0.4284325,0.012621,1.122375,-0.3785825,-0.0155749999999999,0.8251850000000001,-0.8797225,0.029504,1.156705,-0.8910125,0.02952,0
33,1.044349,0.774976,0.024544,0.863549,0.5117160000000001,-0.0006919999999999,0.805399,0.241696,-0.012364,1.206619,0.512896,0.012448,1.255999,0.264596,0.009796,0.7987790000000001,0.014678,-0.11394,1.238769,0.031448,-0.08,0.92111,0.003781,0.0004829999999999,1.07889,-0.003781,-0.000483,0.8681090000000001,-0.423984,0.011816,1.122359,-0.378554,-0.015565,0.825229,-0.880594,0.0307309999999999,1.156749,-0.8907339999999999,0.0293399999999999,0
34,1.0443615,0.7749665,0.0244175,0.8635775,0.5117765000000001,-0.0007904999999999,0.8054075,0.2417365,-0.0126374999999999,1.2066375,0.5128665,0.0122385,1.2560275,0.2645965,0.0096375,0.7988975,0.0147065,-0.1144615,1.2387275,0.0314334999999999,-0.0801814999999999,0.9211085,0.0037845,0.0004815,1.0788915,-0.0037845,-0.0004815,0.8684375,-0.4194035,0.0109935,1.1223575,-0.3785235,-0.0155565,0.8252975,-0.8817235,0.0316595,1.1566475,-0.8903135,0.0293415,0
35,1.044377,0.77495,0.0242775,0.86361,0.5118,-0.0008885,0.80543,0.2417699999999999,-0.0128734999999999,1.20666,0.51283,0.0120555,1.2560699999999998,0.26458,0.0094785,0.7989999999999999,0.0147219999999999,-0.1149025,1.2387,0.031434,-0.0803224999999999,0.921109,0.003788,0.0004845,1.078891,-0.003788,-0.0004844999999999,0.8679399999999999,-0.4238599999999999,0.0117375,1.12236,-0.37849,-0.0155494999999999,0.82559,-0.88222,0.0323935,1.15666,-0.89032,0.0292245,0
36,1.0443675,0.774932,0.0241445,0.8636435,0.511822,-0.0010155,0.8054235,0.241822,-0.0130805,1.2066635,0.512802,0.0118774999999999,1.2560735,0.264572,0.0093164999999999,0.7990435,0.0147219999999999,-0.1152045,1.2386535,0.031444,-0.0804645,0.9211055,0.003796,0.0004864999999999,1.0788945,-0.003796,-0.0004865,0.8677835,-0.424378,0.0119354999999999,1.1223435,-0.3784679999999999,-0.0155505,0.8258335,-0.882928,0.0328254999999999,1.1566634999999998,-0.890318,0.0290094999999999,0
