FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z,activity_label
0,0.983002,0.748659,-0.0089429999999999,0.797634,0.477429,0.025714,0.790244,0.293109,-0.0877,1.173274,0.500529,0.013322,1.231314,0.266239,0.038767,0.852164,0.377589,-0.27242,1.241364,0.0839439999999999,-0.0523489999999999,0.928052,-0.001194,-0.0004409999999999,1.071948,0.001194,0.000441,0.8891640000000001,-0.355651,0.048034,1.114324,-0.3313109999999999,0.022307,0.878794,-0.6654110000000001,0.093073,1.1269239999999998,-0.666771,0.068429,0
1,0.983189,0.7486940000000001,-0.0092724999999999,0.797488,0.477274,0.0255985,0.790338,0.293064,-0.0875085,1.173318,0.5004740000000001,0.0133035,1.231268,0.266134,0.0386795,0.854768,0.3785139999999999,-0.2700285,1.241318,0.08389,-0.0524665,0.928062,-0.001194,-0.0004455,1.071938,0.001194,0.0004455,0.889078,-0.355716,0.0479615,1.114268,-0.331796,0.0223555,0.879248,-0.666576,0.0927455,1.126648,-0.666186,0.0683855,0
2,0.983323,0.7487675,-0.0095659999999999,0.7974060000000001,0.4771375,0.025645,0.790456,0.2928175,-0.086622,1.173456,0.5004075,0.013277,1.231316,0.2660375,0.038599,0.8590960000000001,0.3801075,-0.272272,1.241236,0.0838535,-0.052151,0.928062,-0.0011875,-0.0004639999999999,1.071938,0.0011875,0.0004639999999999,0.889056,-0.3558225,0.048095,1.114326,-0.3317125,0.022289,0.879046,-0.6670024999999999,0.0927149999999999,1.126546,-0.6660524999999999,0.068594,0
3,0.9834645,0.7487619999999999,-0.009813,0.7973764999999999,0.476982,0.025597,0.7905365,0.292882,-0.086996,1.1735765,0.5003219999999999,0.013311,1.2313065,0.265922,0.038601,0.8594865,0.382402,-0.271296,1.2412065,0.083714,-0.0521419999999999,0.9280715,-0.001179,-0.000508,1.0719285,0.001179,0.000508,0.8890765,-0.3559879999999999,0.048193,1.1142865,-0.331548,0.0222769999999999,0.8790665,-0.666478,0.09262,1.1264265,-0.665818,0.0683,0
4,0.983616,0.748811,-0.0100335,0.797423,0.4769009999999999,0.0255795,0.790583,0.292741,-0.0860115,1.173673,0.500221,0.0132265,1.231293,0.265781,0.0384775,0.862833,0.378131,-0.2697515,1.241103,0.083562,-0.0521475,0.928074,-0.001171,-0.0005225,1.071926,0.001171,0.0005225,0.889143,-0.356079,0.0482785,1.114253,-0.331099,0.0222595,0.879113,-0.666649,0.0924514999999999,1.126343,-0.665829,0.0683045,0
5,0.9838835,0.7487545,-0.0103995,0.7984375,0.4778945,0.0259114999999999,0.7909475,0.2930245,-0.0874115,1.1737875,0.5001344999999999,0.0132004999999999,1.2311275,0.2655845,0.0382784999999999,0.8645175,0.3794645,-0.2708015,1.2410675,0.0834314999999999,-0.0519575,0.9280755,-0.0011305,-0.0005655,1.0719245,0.0011305,0.0005654999999999,0.8891875,-0.3559555,0.0481645,1.1143575,-0.3310455,0.0221274999999999,0.8790175000000001,-0.6666855,0.0926395,1.1263375,-0.6658755000000001,0.0683435,0
6,0.9841265,0.7487109999999999,-0.0106744999999999,0.7990385,0.478521,0.0259695,0.7910985,0.292931,-0.0884785,1.1738985,0.499991,0.0133235,1.2311085,0.265421,0.0384245,0.8626685000000001,0.375621,-0.2693885,1.2409985,0.083341,-0.0518045,0.9280805,-0.001105,-0.0005994999999999,1.0719195,0.001105,0.0005995,0.8892585000000001,-0.355869,0.0480895,1.1142585,-0.330789,0.0219915,0.8788785000000001,-0.6666890000000001,0.0930855,1.1263285,-0.665749,0.0683805,0
7,0.9841645,0.748667,-0.0106954999999999,0.7983295,0.477877,0.0260205,0.7909995,0.292917,-0.0881555,1.1739695,0.4998769999999999,0.0134925,1.2309595,0.265267,0.0386745,0.8618195,0.377547,-0.2708255,1.2408595,0.08312,-0.0515635,0.9280955,-0.001082,-0.0006854999999999,1.0719045,0.0010819999999999,0.0006854999999999,0.8891595,-0.355733,0.0481255,1.1142395,-0.330813,0.0221265,0.8789095000000001,-0.666663,0.0931975,1.1263695,-0.6659830000000001,0.0687835,0
8,0.9843245,0.748638,-0.010861,0.7983135,0.477858,0.026109,0.7910235,0.292918,-0.0883159999999999,1.1740635,0.4997879999999999,0.013565,1.2308735,0.2651179999999999,0.03873,0.8624235,0.3777979999999999,-0.270806,1.2408635,0.083057,-0.051474,0.9280985,-0.001067,-0.000724,1.0719015,0.001067,0.000724,0.8891535000000002,-0.355712,0.048167,1.1142335,-0.330712,0.022129,0.8789135000000001,-0.6667019999999999,0.093229,1.1263635,-0.6660119999999999,0.068863,0
9,0.984469,0.74861,-0.010997,0.79831,0.47781,0.0262449999999999,0.79103,0.29292,-0.0883029999999999,1.17413,0.4997,0.013651,1.23088,0.26507,0.038833,0.86294,0.3782,-0.271113,1.24087,0.083019,-0.051371,0.928101,-0.001055,-0.000765,1.071899,0.001055,0.000765,0.88915,-0.35568,0.048211,1.11423,-0.33072,0.022156,0.87891,-0.66664,0.093317,1.12637,-0.66605,0.068947,0
