FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z
55,-0.0205375,0.728691,-0.0023064999999999995,-0.1886605,0.5101509999999999,-0.022725500000000003,-0.3648205,0.703391,-0.09438250000000001,0.1735195,0.522191,-0.0205935,0.31802949999999996,0.724611,-0.1004825,-0.4138405,0.938241,-0.15164249999999999,0.3547895,1.0009409999999999,-0.1566425,-0.0770425,-0.0019929999999999982,-0.0033095,0.0770425,0.0019930000000000017,0.0033095,-0.11797049999999999,-0.480229,0.0501835,0.15100950000000002,-0.485799,0.0402265,-0.1487305,-0.866129,0.08494950000000001,0.20203949999999998,-0.867649,0.0583445
56,-0.0209315,0.7287885000000001,-0.0023054999999999985,-0.18884050000000002,0.5102785,-0.022565500000000002,-0.36453050000000004,0.7034885,-0.09439249999999999,0.17339949999999998,0.5221985,-0.0203855,0.31702949999999996,0.7252685,-0.10046250000000001,-0.41338050000000004,0.9341785,-0.1516525,0.35321949999999996,1.0010685,-0.1566225,-0.0770425,-0.002018500000000003,-0.0033095,0.0770425,0.0020184999999999995,0.0033095,-0.1177505,-0.4802315,0.0499945,0.1509995,-0.4857915,0.0400125,-0.1485705,-0.8660715,0.0850195,0.2018895,-0.8675215,0.0583465
57,-0.021456999999999997,0.7288410000000001,-0.0023239999999999997,-0.18904100000000001,0.510421,-0.022562000000000002,-0.364491,0.703341,-0.094389,0.173149,0.5225409999999999,-0.020381,0.316009,0.7254210000000001,-0.100439,-0.413061,0.9291309999999999,-0.15165900000000002,0.351679,1.000711,-0.156589,-0.07700499999999999,-0.002057,-0.0033100000000000004,0.07700499999999999,0.0020570000000000033,0.0033100000000000004,-0.11763100000000001,-0.480089,0.049711000000000005,0.150799,-0.485779,0.039757,-0.148631,-0.8660890000000001,0.08502,0.201539,-0.867429,0.058337
58,-0.022053499999999997,0.7289135,-0.0023884999999999983,-0.1894645,0.5105835,-0.022624500000000002,-0.3646245,0.7030935,-0.09446149999999999,0.1726855,0.5227035,-0.0204425,0.31488550000000004,0.7255835,-0.1004915,-0.4125345,0.9244635,-0.1526015,0.3499255,0.9997735000000001,-0.1566315,-0.0769475,-0.002131499999999998,-0.0032405000000000003,0.0769475,0.002131499999999998,0.0032405000000000003,-0.11762449999999999,-0.4799265,0.049240500000000006,0.1503555,-0.4858665,0.0389325,-0.1489245,-0.8661765,0.0849555,0.2009655,-0.8673265,0.058247499999999994
59,-0.022698499999999996,0.7290325,-0.002841500000000002,-0.1901075,0.5107524999999999,-0.022970500000000005,-0.3649975,0.7029124999999999,-0.09494749999999999,0.1720425,0.5229925,-0.0207885,0.3135025,0.7258825,-0.1008275,-0.4122475,0.9198725,-0.1541575,0.34789250000000005,0.9987725,-0.1575475,-0.07691049999999999,-0.0022045000000000016,-0.0030334999999999997,0.07691049999999999,0.002204499999999998,0.0030334999999999997,-0.11797750000000001,-0.4796175,0.047814499999999996,0.1498425,-0.4857475,0.0364855,-0.1494175,-0.8661575,0.0846065,0.2001625,-0.8670875,0.0578705
60,-0.0236195,0.728767,-0.0040725,-0.19094250000000001,0.510557,-0.0238995,-0.3655425,0.702357,-0.0964125,0.1711175,0.523127,-0.022112500000000004,0.31179749999999995,0.7262270000000001,-0.1024225,-0.4123025,0.9150370000000001,-0.1564425,0.3454575,0.997237,-0.1599625,-0.0769265,-0.002293,-0.0028905000000000007,0.0769265,0.0022930000000000034,0.002890499999999999,-0.11889250000000001,-0.47913300000000003,0.044464500000000004,0.1492875,-0.485353,0.0326595,-0.1501325,-0.8658929999999999,0.0836325,0.1991175,-0.866883,0.0570025
61,-0.024855499999999996,0.7282425,-0.006264000000000002,-0.1919835,0.5103225,-0.025567,-0.3662135,0.7013825,-0.098833,0.1698665,0.5232125,-0.024631,0.3098465,0.7265025,-0.105373,-0.4124835,0.9144225,-0.159363,0.3427365,0.9956625,-0.163703,-0.07695350000000001,-0.0024484999999999993,-0.002589000000000001,0.07695350000000001,0.0024484999999999993,0.0025889999999999993,-0.1201835,-0.4781075,0.039054,0.14861649999999998,-0.4846975,0.027063999999999998,-0.15114350000000001,-0.8656175,0.081842,0.1978565,-0.8665075,0.055525
62,-0.026350500000000006,0.7274345,-0.009701,-0.19310850000000002,0.5090144999999999,-0.028205,-0.3668485,0.6997445,-0.102341,0.16834149999999998,0.5227445,-0.027798000000000003,0.30754149999999997,0.7265845,-0.10953099999999999,-0.4127785,0.9143245,-0.16284099999999999,0.3395615,0.9940845,-0.168331,-0.0770335,-0.002663499999999999,-0.002142,0.0770335,0.002663499999999999,0.002142,-0.12181850000000002,-0.4765455,0.031928,0.14797149999999998,-0.4835255,0.019555,-0.1525285,-0.8647655000000001,0.079391,0.19632149999999998,-0.8656555,0.053541
63,-0.028364,0.725658,-0.014403000000000001,-0.19459900000000002,0.507398,-0.032010000000000004,-0.367589,0.696928,-0.106813,0.16618100000000002,0.521748,-0.033056,0.304871,0.726298,-0.115343,-0.413279,0.914528,-0.167313,0.335751,0.992318,-0.17432299999999998,-0.077079,-0.0029780000000000015,-0.0014780000000000001,0.077079,0.002977999999999998,0.0014780000000000001,-0.12399900000000001,-0.473912,0.023341,0.14720100000000003,-0.48149200000000003,0.009777,-0.154499,-0.862912,0.075867,0.194241,-0.864212,0.050638999999999997
64,-0.030544500000000002,0.723925,-0.0200825,-0.1960715,0.505085,-0.0365415,-0.3685815,0.6940550000000001,-0.11201950000000001,0.16379849999999999,0.520865,-0.0390955,0.3023385,0.723215,-0.12263950000000001,-0.41395150000000003,0.9150550000000001,-0.1723495,0.33154849999999997,0.985515,-0.1823995,-0.07714750000000001,-0.0033529999999999983,-0.0007265000000000001,0.07714750000000001,0.003353000000000002,0.0007265000000000001,-0.1266215,-0.470315,0.013489500000000001,0.1463485,-0.478675,-0.0013904999999999998,-0.1567215,-0.860355,0.07169249999999999,0.1919585,-0.8620549999999999,0.0472215
