FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z,activity_label
0,1.033353,0.7304935,0.0420165,0.841992,0.4710335,0.0050655,0.6380720000000001,0.5147135,-0.0215425,1.206922,0.5198735,0.0264275,1.343932,0.6108935,0.0573425,0.799152,0.6690335000000001,-0.0256904999999999,1.190522,0.7037335,0.0510865,0.925794,-0.0003655,-0.0049104999999999,1.074206,0.0003654999999999,0.0049105,0.921278,-0.3376165,0.1318175,1.080714,-0.3663865,-0.1602225,0.97356,-0.6633165,0.2755375,1.102197,-0.6703965,-0.3157225,1
1,1.033512,0.7306145000000001,0.0416965,0.842028,0.4711945,0.0049525,0.638058,0.5152045,-0.0218424999999999,1.207078,0.5199145000000001,0.0263005,1.3444379999999998,0.6109145,0.0571765,0.797388,0.6666945,-0.0266104999999999,1.191418,0.7039645,0.0565595,0.925845,-0.0003084999999999,-0.0046924999999999,1.074155,0.0003085,0.0046925,0.921226,-0.3374455,0.1316975,1.080656,-0.3663655,-0.1602985,0.973496,-0.6631555,0.2753514999999999,1.102239,-0.6707355,-0.3160885,1
2,1.0336985,0.7304204999999999,0.0412225,0.8420555000000001,0.4711005,0.0047624999999999,0.6379555,0.5155004999999999,-0.0224305,1.2071355,0.5197505,0.0261125,1.3448455,0.6106005,0.0569515,0.7957955,0.6650604999999999,-0.0275564999999999,1.1901755,0.7010105,0.0567045,0.9258335,-0.0003735,-0.0048214999999999,1.0741665,0.0003735,0.0048214999999999,0.9213425,-0.3375395,0.1316815,1.0806155,-0.3664595,-0.1604685,0.9735245,-0.6634695,0.2752215,1.1016635,-0.6688395,-0.3149285,1
3,1.033684,0.730211,0.0408925,0.842048,0.471071,0.0046304999999999,0.6379079999999999,0.5155310000000001,-0.0227435,1.207228,0.519621,0.0259214999999999,1.345438,0.610221,0.0566794999999999,0.797108,0.6667810000000001,-0.0279154999999999,1.189668,0.6982510000000001,0.0608365,0.925853,-0.000433,-0.0048385,1.074147,0.000433,0.0048384999999999,0.921302,-0.337419,0.1314985,1.080607,-0.366609,-0.1604935,0.973507,-0.6635489999999999,0.2750965,1.101969,-0.6696089999999999,-0.3156035,1
4,1.033728,0.730065,0.040441,0.8421390000000001,0.471015,0.004338,0.637819,0.515515,-0.0230469999999999,1.207389,0.5195449999999999,0.025736,1.345549,0.6100949999999999,0.056343,0.7953490000000001,0.6646449999999999,-0.0293169999999999,1.189679,0.6977749999999999,0.061509,0.925831,-0.000475,-0.0050619999999999,1.074169,0.0004749999999999,0.005062,0.921223,-0.337785,0.131663,1.080649,-0.366805,-0.160588,0.973531,-0.6635350000000001,0.274872,1.101729,-0.668305,-0.314828,1
5,1.033641,0.7298720000000001,0.040189,0.842091,0.470732,0.004227,0.6377110000000001,0.515252,-0.0231839999999999,1.207341,0.519232,0.025584,1.345461,0.609832,0.056166,0.797741,0.667042,-0.0292589999999999,1.191541,0.701652,0.053675,0.925805,-0.000517,-0.0052559999999999,1.074195,0.0005169999999999,0.005256,0.921068,-0.338048,0.131565,1.080542,-0.367048,-0.160571,0.973625,-0.664098,0.274949,1.101362,-0.667478,-0.3144909999999999,1
6,1.03396,0.7300225,0.040243,0.842193,0.4708825,0.0042069999999999,0.637723,0.5153925,-0.023195,1.207423,0.5193025,0.0255429999999999,1.345573,0.6099225,0.05602,0.794863,0.6631425000000001,-0.030476,1.191383,0.7014725,0.051424,0.925804,-0.0004375,-0.005126,1.074196,0.0004374999999999,0.0051259999999999,0.921061,-0.3376775,0.131604,1.080595,-0.3669475,-0.160362,0.973679,-0.6639275,0.274958,1.101775,-0.6688974999999999,-0.3154519999999999,1
7,1.0337325,0.730207,0.0403025,0.8422594999999999,0.470947,0.0044275,0.6375795,0.515197,-0.0229694999999999,1.2075395,0.519397,0.0255935,1.3452894999999998,0.610297,0.0555465,0.7956894999999999,0.664917,-0.0291025,1.1902595,0.701607,0.0497675,0.9258675,-0.000495,-0.0048684999999999,1.0741325,0.000495,0.0048685,0.9210245,-0.337313,0.1315184999999999,1.0807645,-0.3667229999999999,-0.1601904999999999,0.9737055,-0.663793,0.2751795,1.1019675,-0.670053,-0.3160505,1
8,1.03375,0.7301755,0.040145,0.8423220000000001,0.4709255,0.004397,0.6374620000000001,0.5151555,-0.022993,1.207622,0.5193555,0.02552,1.345232,0.6102555,0.055151,0.7954320000000001,0.6645055,-0.029315,1.189902,0.7009155,0.049292,0.925871,-0.0005075,-0.0048699999999999,1.074129,0.0005074999999999,0.00487,0.920938,-0.3371645,0.131506,1.080818,-0.3667845,-0.160121,0.97378,-0.6638445,0.275189,1.102,-0.6701445,-0.316101,1
9,1.0337865,0.730151,0.0399884999999999,0.8423905,0.470921,0.0043395,0.6372605,0.5150809999999999,-0.0230915,1.2076705,0.5193209999999999,0.0254194999999999,1.3451705,0.6102209999999999,0.0546885,0.7952905,0.6641309999999999,-0.0296255,1.1898905,0.700881,0.0479695,0.9258635,-0.000515,-0.0048675,1.0741365,0.0005149999999999,0.0048675,0.9208265,-0.336959,0.1314735,1.0808725,-0.366829,-0.1600855,0.9738455,-0.663879,0.2751945,1.1020675,-0.6701990000000001,-0.3161555,1
10,1.0337839999999998,0.730167,0.039791,0.84245,0.470907,0.004289,0.63704,0.514947,-0.0232,1.20776,0.519277,0.025326,1.34512,0.610197,0.054199,0.79522,0.6639970000000001,-0.0299699999999999,1.19027,0.701347,0.046722,0.92586,-0.000529,-0.004843,1.07414,0.000529,0.004843,0.920715,-0.3367529999999999,0.131405,1.080938,-0.3668929999999999,-0.160038,0.973912,-0.663913,0.275202,1.102155,-0.670473,-0.316338,1
