FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z,activity_label
0,-0.0132075,0.7655305,0.0514145,-0.1802835,0.4845505,0.0027825,-0.2204335,0.2277505,-0.0157035,0.1584265,0.4856205,0.0167755,0.2244364999999999,0.2364905,0.0338635,-0.2003935,0.0302764999999999,-0.0890065,0.1595665,0.3427405,-0.2017264999999999,-0.0741535,-0.0026885,0.0005295,0.0741535,0.0026885,-0.0005295,-0.0926744999999999,-0.3303395,0.0274205,0.0997065,-0.3354595,0.0421335,-0.0978835,-0.6503994999999999,0.0727085,0.0975915,-0.6516495,0.0728885,0
1,-0.0131969999999999,0.7654915,0.0516905,-0.180494,0.4846015,0.0028655,-0.220664,0.2277415,-0.0155905,0.158206,0.4856115,0.0168184999999999,0.224226,0.2361115,0.0329165,-0.200564,0.0303184999999999,-0.0889465,0.159836,0.3442315,-0.2019265,-0.074129,-0.0027085,0.0004974999999999,0.074129,0.0027085,-0.0004975,-0.09298,-0.3302985,0.0274384999999999,0.099526,-0.3356285,0.0420855,-0.098129,-0.6503685,0.0728824999999999,0.097526,-0.6517285,0.0727265,0
2,-0.0130525,0.7655655,0.0521834999999999,-0.1805335,0.4844155,0.0029564999999999,-0.2205835,0.2279855,-0.0155615,0.1582164999999999,0.4856155,0.0169625,0.2240165,0.2357655,0.0343025,-0.2005835,0.0307905,-0.0888595,0.1598065,0.3428555,-0.2010795,-0.0741115,-0.0027045,0.0004724999999999,0.0741115,0.0027045,-0.0004725,-0.0930874999999999,-0.3303045,0.0274494999999999,0.0991364999999999,-0.3361845,0.0423864999999999,-0.0987595,-0.6527245,0.0724305,0.0972175,-0.6531545,0.0729025,0
3,-0.01291,0.7654825000000001,0.0523995,-0.18053,0.4844325,0.0031244999999999,-0.22052,0.2280125,-0.0154875,0.15822,0.4856125,0.0169754999999999,0.2241,0.2357125,0.0342544999999999,-0.2002,0.0304755,-0.0890234999999999,0.15977,0.3428325,-0.2010835,-0.074109,-0.0026975,0.0004334999999999,0.074109,0.0026975,-0.0004335,-0.09306,-0.3303075,0.0274204999999999,0.09912,-0.3361375,0.0423225,-0.098785,-0.6527675,0.0725745,0.097203,-0.6530475,0.0729455,0
4,-0.012797,0.7653580000000001,0.0529069999999999,-0.180592,0.484438,0.0032979999999999,-0.2205119999999999,0.228028,-0.015397,0.158238,0.485618,0.0171769999999999,0.223928,0.235708,0.034709,-0.199942,0.030294,-0.089128,0.160168,0.342358,-0.200998,-0.074123,-0.002703,0.0004219999999999,0.074123,0.002703,-0.0004219999999999,-0.09319,-0.330362,0.027402,0.0990679999999999,-0.336112,0.042345,-0.098829,-0.6526019999999999,0.072631,0.097199,-0.652632,0.073083,0
5,-0.012692,0.765359,0.053144,-0.1804919999999999,0.484309,0.003749,-0.220242,0.228029,-0.0154109999999999,0.158258,0.485599,0.017195,0.223878,0.235809,0.034723,-0.1998619999999999,0.030289,-0.0891009999999999,0.160388,0.342279,-0.201151,-0.074123,-0.002693,0.000431,0.074123,0.002693,-0.000431,-0.093181,-0.330361,0.027392,0.0988679999999999,-0.336201,0.042359,-0.098799,-0.652651,0.0726499999999999,0.0972109999999999,-0.652751,0.073024,0
6,-0.0126589999999999,0.7653909999999999,0.0535125,-0.180571,0.484331,0.0038834999999999,-0.220231,0.228201,-0.0152865,0.158399,0.485671,0.0175624999999999,0.223799,0.235861,0.0347445,-0.199691,0.030657,-0.0888015,0.160689,0.342901,-0.2009615,-0.074141,-0.0026969999999999,0.0004174999999999,0.074141,0.0026969999999999,-0.0004175,-0.093119,-0.330119,0.0270194999999999,0.098839,-0.336049,0.0423305,-0.098953,-0.6514390000000001,0.0725244999999999,0.097264,-0.652059,0.0727555,0
7,-0.0126579999999999,0.7653464999999999,0.053915,-0.1806559999999999,0.4842965,0.00408,-0.219996,0.2279564999999999,-0.0153709999999999,0.158384,0.4856265,0.017736,0.223704,0.2356565,0.035236,-0.1994059999999999,0.0303965,-0.088818,0.1602839999999999,0.3437165,-0.2002879999999999,-0.074131,-0.0026934999999999,0.000392,0.074131,0.0026934999999999,-0.0003919999999999,-0.093176,-0.3303235,0.027232,0.098804,-0.3359534999999999,0.042227,-0.098802,-0.6511335,0.07247,0.097146,-0.6513935000000001,0.072828,0
8,-0.0126254999999999,0.765331,0.054245,-0.1806955,0.484271,0.004302,-0.2198955,0.227961,-0.0153579999999999,0.1584045,0.485641,0.017885,0.2236145,0.235651,0.03544,-0.1992155,0.030371,-0.088793,0.1601745,0.344131,-0.1998229999999999,-0.0741375,-0.002693,0.000377,0.0741375,0.002693,-0.0003769999999999,-0.0932165,-0.330329,0.027229,0.0987445,-0.335959,0.042212,-0.0988584999999999,-0.6511089999999999,0.0724269999999999,0.0971085,-0.651229,0.072803,0
9,-0.0126045,0.765334,0.054523,-0.1807305,0.484254,0.00451,-0.2197905,0.227954,-0.015323,0.1584195,0.485654,0.0180189999999999,0.2235295,0.235624,0.0356589999999999,-0.1990505,0.030333,-0.088757,0.1601495,0.344274,-0.199357,-0.0741415,-0.002693,0.0003629999999999,0.0741415,0.002693,-0.000363,-0.0932455,-0.330346,0.0272259999999999,0.0986795,-0.3359459999999999,0.042224,-0.0989595,-0.651136,0.072385,0.0970675,-0.651046,0.072808,0
10,-0.0125964999999999,0.7653285,0.0547995,-0.1807775,0.4842485,0.0046705,-0.2196775,0.2278885,-0.0152885,0.1584325,0.4856585,0.0181645,0.2234425,0.2355885,0.0358865,-0.1988875,0.0302645,-0.0887215,0.1599025,0.3446685,-0.1986815,-0.0741465,-0.0026965,0.0003495,0.0741465,0.0026965,-0.0003495,-0.0932745,-0.3303615,0.0272234999999999,0.0986225,-0.3359115,0.0422035,-0.0990224999999999,-0.6509715,0.0723515,0.0970465,-0.6507515,0.0728024999999999,0
11,-0.012586,0.765321,0.055053,-0.180808,0.4842309999999999,0.004826,-0.219548,0.227801,-0.0152489999999999,0.158442,0.485661,0.018283,0.2233619999999999,0.235541,0.036128,-0.198748,0.030199,-0.08867,0.1592319999999999,0.345091,-0.19801,-0.07415,-0.002701,0.000342,0.07415,0.002701,-0.000342,-0.093256,-0.330419,0.027228,0.0985719999999999,-0.335889,0.042183,-0.099076,-0.650929,0.072292,0.09702,-0.650519,0.072802,0
12,-0.012589,0.7653135,0.0552594999999999,-0.180844,0.4842335,0.0049354999999999,-0.219454,0.2277235,-0.0152135,0.158406,0.4856735,0.0183484999999999,0.223246,0.2353935,0.0363634999999999,-0.198624,0.0301374999999999,-0.0886185,0.158876,0.3455135,-0.1975085,-0.074156,-0.0027075,0.0003354999999999,0.074156,0.0027075,-0.0003355,-0.093248,-0.3304665,0.0272174999999999,0.098526,-0.3358564999999999,0.0421625,-0.099111,-0.6508465,0.0722385,0.096998,-0.6502665000000001,0.0727935,0
