FrameNo,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
0,0.006563000000000002,0.7648085,0.028804,-0.173249,0.4968285,0.013815000000000001,-0.215219,0.2455585,-0.0008299999999999974,0.133821,0.4765185,-0.004845000000000002,0.242031,0.28187850000000003,-0.045183999999999995,-0.214439,0.0613735,-0.075356,0.18813100000000002,0.4152185,-0.224056,-0.074764,-0.0013815,-0.000675000000000002,0.074764,0.0013815,0.000675000000000002,-0.093693,-0.3287315,0.042063,0.09559300000000001,-0.3147415,0.0562,-0.096437,-0.6622815000000001,0.06991,0.09614500000000001,-0.6544115,0.066371
1,0.006586000000000002,0.7648784999999999,0.0287965,-0.17300500000000002,0.49679850000000003,0.0137065,-0.215325,0.2457985,-0.0007945000000000035,0.133855,0.4765685,-0.0048354999999999995,0.24206499999999997,0.2818685,-0.045266499999999994,-0.214715,0.0619225,-0.0756095,0.18817499999999998,0.4149885,-0.22406949999999998,-0.074763,-0.0013665,-0.0006525000000000003,0.074763,0.0013665,0.0006525000000000003,-0.093815,-0.3287515,0.0419675,0.095477,-0.3158515,0.0564145,-0.096346,-0.6620115000000001,0.0699955,0.09613100000000001,-0.6543115,0.0664015
2,0.006672499999999999,0.7647565,0.0286065,-0.17298650000000002,0.4968165,0.013669500000000001,-0.21539650000000002,0.2456065,-0.0009914999999999993,0.13387349999999998,0.4765665,-0.004900500000000002,0.2421035,0.28186649999999996,-0.045307499999999994,-0.2146965,0.0619475,-0.07564950000000001,0.1881835,0.4147865,-0.2244495,-0.0747595,-0.0013755,-0.0006255000000000011,0.0747595,0.0013755,0.0006255000000000011,-0.0938415,-0.32870350000000004,0.0419355,0.09594849999999999,-0.31194350000000004,0.0552875,-0.09629750000000001,-0.6617935,0.0700065,0.09610849999999999,-0.6539935,0.06637850000000001
3,0.006684000000000001,0.7648320000000001,0.0286,-0.172771,0.49675199999999997,0.013340000000000001,-0.215431,0.245672,-0.0009899999999999978,0.13388899999999998,0.47654199999999997,-0.004937999999999998,0.24212899999999998,0.28187199999999996,-0.045436000000000004,-0.214781,0.0622,-0.075526,0.188209,0.414792,-0.224476,-0.074765,-0.001371,-0.0006139999999999965,0.074765,0.001371,0.0006140000000000034,-0.093276,-0.328458,0.041964,0.09542700000000001,-0.31470800000000004,0.055772,-0.09657199999999999,-0.662748,0.069456,0.09620799999999999,-0.653868,0.066379
4,0.006724499999999996,0.7647484999999999,0.028578,-0.17279850000000002,0.4967885,0.013392000000000001,-0.21543849999999998,0.2458185,-0.0010499999999999954,0.13382149999999998,0.4764185,-0.0051119999999999985,0.24199149999999997,0.2819785,-0.04533499999999999,-0.21481850000000002,0.0623835,-0.075651,0.18820150000000002,0.4150285,-0.22496099999999997,-0.0747675,-0.0013774999999999998,-0.0006680000000000019,0.0747675,0.0013774999999999998,0.0006680000000000019,-0.0932215,-0.32835149999999996,0.041915,0.0952745,-0.3156015,0.056038000000000004,-0.09658950000000001,-0.6630615000000001,0.069567,0.0962055,-0.6538015,0.066417
5,0.006816000000000006,0.764757,0.028680500000000005,-0.172808,0.49684700000000004,0.013486500000000005,-0.215398,0.245807,-0.0009814999999999963,0.133812,0.47641700000000003,-0.005106499999999993,0.242012,0.28197700000000003,-0.0450715,-0.214788,0.062384,-0.0755855,0.188232,0.415157,-0.2246955,-0.07475899999999999,-0.0013809999999999998,-0.0006294999999999981,0.07475899999999999,0.0013809999999999998,0.0006295000000000051,-0.092867,-0.328273,0.0420075,0.09498600000000001,-0.30693299999999996,0.053104500000000006,-0.096408,-0.662293,0.0695535,0.096269,-0.652753,0.0665395
6,0.0068595,0.764728,0.028661,-0.1728025,0.49685799999999997,0.013453,-0.2155225,0.246278,-0.0007739999999999969,0.1338275,0.476458,-0.005137999999999997,0.2419475,0.281908,-0.044410000000000005,-0.2147725,0.062435000000000004,-0.075751,0.1882175,0.41531799999999996,-0.224361,-0.0747625,-0.001379,-0.0006009999999999974,0.0747625,0.001379,0.0006009999999999974,-0.0927375,-0.328282,0.041974,0.0951085,-0.305942,0.053007,-0.0962495,-0.662052,0.0698,0.0963205,-0.652872,0.066813
7,0.006802499999999994,0.764807,0.028630000000000003,-0.17270850000000001,0.496697,0.013293000000000003,-0.2155685,0.246217,-0.0010700000000000015,0.1338115,0.476467,-0.005143999999999996,0.2423315,0.281437,-0.043695,-0.2148985,0.062681,-0.075894,0.1883515,0.415237,-0.22448400000000002,-0.0747665,-0.001372,-0.0005879999999999982,0.0747665,0.001372,0.0005880000000000052,-0.09328850000000001,-0.327713,0.041868,0.0952005,-0.313913,0.055636000000000005,-0.09629650000000001,-0.661713,0.06976399999999999,0.09626749999999999,-0.653133,0.066612
8,0.006816000000000002,0.7648015,0.028609499999999996,-0.172661,0.49666150000000003,0.013257499999999995,-0.215611,0.2463415,-0.001177500000000005,0.133789,0.47645150000000003,-0.005195500000000006,0.24238900000000002,0.2813415,-0.04345450000000001,-0.214951,0.0628175,-0.07598150000000001,0.18837900000000002,0.41525150000000005,-0.22452150000000004,-0.074769,-0.0013695,-0.0005695000000000006,0.074769,0.0013695,0.0005694999999999936,-0.093239,-0.32749849999999997,0.04180349999999999,0.09510400000000001,-0.3135285,0.055430499999999994,-0.096277,-0.6615885,0.0697435,0.096286,-0.6530285,0.0666345
9,0.006826000000000003,0.7648105,0.028598500000000006,-0.17261300000000002,0.49663050000000003,0.013187500000000005,-0.215683,0.2465005,-0.0012734999999999969,0.133767,0.4764605,-0.005219499999999995,0.242457,0.28127050000000003,-0.0431985,-0.21499300000000002,0.0629515,-0.07606149999999999,0.188417,0.41532050000000004,-0.22453150000000002,-0.074773,-0.0013655,-0.0005434999999999954,0.074773,0.0013655,0.0005435000000000023,-0.093193,-0.3273195,0.041772500000000004,0.095003,-0.3128295,0.055211500000000004,-0.09625800000000001,-0.6614595,0.0697835,0.096309,-0.6528995000000001,0.06668450000000001
10,0.006833000000000003,0.7648400000000001,0.028564999999999997,-0.172576,0.49661,0.013083999999999998,-0.21576599999999999,0.24667,-0.001358000000000005,0.133754,0.47647,-0.005243000000000005,0.242514,0.2812,-0.04293500000000001,-0.215056,0.063095,-0.076157,0.188454,0.41545,-0.224537,-0.074777,-0.001365,-0.0005199999999999996,0.074777,0.001365,0.0005199999999999996,-0.093163,-0.32714,0.041766,0.094899,-0.31284,0.055286,-0.096249,-0.6612699999999999,0.069838,0.096332,-0.6528499999999999,0.06673799999999999
11,0.006839499999999996,0.764879,0.028532999999999996,-0.1725395,0.496609,0.012980999999999996,-0.2158295,0.246809,-0.001451000000000001,0.13374049999999998,0.476479,-0.005277000000000004,0.2425905,0.28113900000000003,-0.04274900000000001,-0.2151395,0.063232,-0.076265,0.1885005,0.415549,-0.22453499999999998,-0.0747795,-0.001365,-0.0004880000000000023,0.0747795,0.001365,0.0004879999999999954,-0.0931515,-0.326971,0.041761,0.0947865,-0.312691,0.055314999999999996,-0.09621650000000001,-0.6610410000000001,0.06992899999999999,0.09634949999999999,-0.652811,0.066797
12,0.006846000000000003,0.764918,0.0284975,-0.172512,0.496608,0.0128705,-0.21589199999999997,0.24692799999999998,-0.0015495000000000023,0.133728,0.476488,-0.005313499999999999,0.242668,0.28117800000000004,-0.0426815,-0.21521200000000001,0.063362,-0.0763575,0.188508,0.415648,-0.2244775,-0.074782,-0.001365,-0.0004605000000000026,0.074782,0.001365,0.00046049999999999564,-0.093153,-0.32684199999999997,0.0417615,0.094655,-0.312602,0.055347499999999994,-0.09618299999999999,-0.660822,0.0700015,0.096363,-0.652772,0.0668485
13,0.0068464999999999976,0.764939,0.028462,-0.1724835,0.496639,0.012797000000000003,-0.21595350000000002,0.247059,-0.0016609999999999958,0.13371650000000002,0.47649899999999995,-0.005346999999999998,0.2427065,0.281219,-0.042622999999999994,-0.21528350000000002,0.063444,-0.076448,0.18851649999999998,0.41573899999999997,-0.224448,-0.0747855,-0.001365,-0.0004299999999999998,0.0747855,0.001365,0.0004299999999999998,-0.0931835,-0.32671100000000003,0.041765000000000004,0.0945265,-0.313191,0.055627,-0.0961495,-0.660601,0.070076,0.0963735,-0.652731,0.06689600000000001
14,0.006844500000000001,0.7649805000000001,0.028427499999999994,-0.1724735,0.49669050000000003,0.012729499999999998,-0.21603350000000002,0.2472105,-0.0017925000000000024,0.1337065,0.4765205,-0.005381500000000004,0.2427465,0.28127050000000003,-0.0425595,-0.2153435,0.0635385,-0.07652450000000001,0.18852649999999999,0.4158005,-0.22444450000000002,-0.07478950000000001,-0.0013645,-0.000400500000000005,0.07478950000000001,0.0013645,0.0004004999999999981,-0.0931835,-0.3266595,0.041783499999999994,0.09441849999999999,-0.3136195,0.0558665,-0.09613250000000001,-0.6603995,0.0701125,0.09638250000000001,-0.6526695,0.06691549999999999
